Performance Recorder: CBC_RTA_1D_Detailed_NoPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      89.626       83.767       31.946       3.222e+05    5.1548           6.186e+05   9.8974          3.790e+06   60.632      1.656e+06   26.496      0.26994       
1      89.626       83.759       38.364       3.222e+05    5.1548           8.376e+05   13.402          4.928e+06   78.856      2.307e+06   36.909      0.26994       
2      89.626       83.747       35.439       3.222e+05    5.1548           1.011e+06   16.182          5.405e+06   86.477      2.489e+06   39.829      0.26994       
3      89.625       83.779       35.736       3.222e+05    5.1548           1.031e+06   16.489          5.169e+06   82.7        2.408e+06   38.521      0.26994       
4      89.63        83.765       41.671       3.222e+05    5.1548           9.594e+05   15.351          5.708e+06   91.33       2.714e+06   43.425      0.26994       
5      89.628       83.75        47.084       3.222e+05    5.1548           1.237e+06   19.795          5.968e+06   95.491      2.844e+06   45.503      0.26994       
6      89.628       83.763       53.03        3.222e+05    5.1548           1.286e+06   20.581          6.454e+06   103.26      3.050e+06   48.805      0.26994       
7      89.628       83.78        51.533       3.222e+05    5.1548           1.256e+06   20.097          6.276e+06   100.41      2.964e+06   47.423      0.26994       
8      89.631       83.766       50.812       3.222e+05    5.1548           1.053e+06   16.85           5.901e+06   94.409      2.801e+06   44.812      0.26994       
9      89.63        83.755       47.227       3.222e+05    5.1548           1.484e+06   23.744          6.580e+06   105.28      3.195e+06   51.114      0.26994       
10     89.63        83.767       61.173       3.222e+05    5.1548           1.148e+06   18.369          6.737e+06   107.78      3.183e+06   50.933      0.26994       
11     89.631       83.789       58.227       3.222e+05    5.1548           1.217e+06   19.479          6.476e+06   103.61      3.083e+06   49.321      0.26994       
12     89.63        83.761       54.044       3.222e+05    5.1548           1.499e+06   23.989          6.822e+06   109.15      3.277e+06   52.424      0.26994       
13     89.629       83.783       68.03        3.222e+05    5.1548           1.195e+06   19.125          7.294e+06   116.7       3.480e+06   55.681      0.26994       
14     89.628       83.75        60.554       3.222e+05    5.1548           1.359e+06   21.752          7.472e+06   119.55      3.590e+06   57.445      0.26994       
15     89.628       83.762       75.614       3.222e+05    5.155            1.074e+06   17.189          8.221e+06   131.54      3.957e+06   63.304      0.26994       
