Performance Recorder: RTA_2D_Detailed_RandPerm_64MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      98.475        372.52        126.95       11.463       8.055e+04    2.117e+06    7.341e+05    0.63597       
1      145.4         328.74        118.4        13.183       8.055e+04    1.469e+06    7.332e+05    0.63597       
2      115.44        360.08        124          11.339       8.072e+04    1.470e+06    7.336e+05    0.63597       
3      109.55        365.18        127.56       11.87        8.027e+04    1.470e+06    7.333e+05    0.63597       
4      147.99        326.89        112.64       12.038       8.069e+04    1.467e+06    7.325e+05    0.63597       
5      110.81        359.64        118.98       11.191       8.054e+04    1.471e+06    7.329e+05    0.63597       
6      142.41        330.78        115.48       11.457       8.055e+04    1.468e+06    7.320e+05    0.63597       
7      117.13        363.63        126.23       10.822       8.065e+04    1.467e+06    7.340e+05    0.63597       
8      100.89        372           124.81       11.411       8.075e+04    1.469e+06    7.388e+05    0.63597       
9      147.03        328.27        118.39       13.509       8.048e+04    2.108e+06    7.384e+05    0.63597       
10     115.82        359.53        124.63       11.654       8.090e+04    1.474e+06    7.383e+05    0.63597       
11     111.38        364.68        126.63       11.896       8.067e+04    1.469e+06    7.398e+05    0.63597       
12     148.49        326.37        112.55       12.063       8.072e+04    1.472e+06    7.375e+05    0.63597       
13     111.53        359.17        118.74       11.197       8.092e+04    1.464e+06    7.388e+05    0.63597       
14     141.17        330.27        117.25       11.917       8.060e+04    1.470e+06    7.382e+05    0.63597       
15     115.31        363           128.68       10.743       8.073e+04    1.472e+06    7.380e+05    0.63597       
16     95.248        379.16        123.67       11.49        8.084e+04    1.470e+06    7.341e+05    0.63597       
17     126.7         344.78        127.86       11.825       8.086e+04    1.474e+06    7.337e+05    0.63597       
18     145.39        336.86        118.07       11.301       8.056e+04    2.111e+06    7.333e+05    0.63597       
19     135.42        330           126.15       12.123       8.057e+04    1.473e+06    7.330e+05    0.63597       
20     148.13        326.39        114.32       12.001       8.064e+04    1.464e+06    7.325e+05    0.63597       
21     104.55        360.63        125.42       11.251       8.047e+04    1.471e+06    7.332e+05    0.63597       
22     118.86        353.73        116.45       11.398       8.014e+04    1.467e+06    7.331e+05    0.63597       
23     151.94        331.4         124.31       10.679       8.063e+04    1.468e+06    7.338e+05    0.63597       
24     95.658        374.83        127.32       11.278       8.071e+04    1.470e+06    7.405e+05    0.63597       
25     133.77        340.49        125.52       11.842       8.104e+04    1.469e+06    7.401e+05    0.63597       
26     147.24        332.6         121.05       11.427       8.092e+04    1.473e+06    7.384e+05    0.63597       
27     141.21        325.73        125.03       12.161       8.074e+04    2.110e+06    7.407e+05    0.63597       
28     152.73        322.18        113.5        11.504       8.048e+04    1.468e+06    7.384e+05    0.63597       
29     110.13        356.31        124.32       11.656       8.078e+04    1.470e+06    7.381e+05    0.63597       
30     121.29        349.56        118.66       11.587       8.124e+04    1.472e+06    7.399e+05    0.63597       
31     154.12        327.18        127.11       10.684       8.048e+04    1.470e+06    7.404e+05    0.63597       
32     97.999        381.45        127.01       10.94        8.025e+04    1.467e+06    7.294e+05    0.63597       
33     156.62        324.47        118.2        12.526       8.030e+04    1.472e+06    7.291e+05    0.63597       
34     140.54        335.38        120.5        11.718       8.042e+04    1.464e+06    7.281e+05    0.63597       
35     110           358.47        123.13       11.833       8.004e+04    1.468e+06    7.288e+05    0.63597       
36     157.43        314.19        116.03       11.079       7.991e+04    2.112e+06    7.262e+05    0.63597       
37     107.66        359           124.39       11.736       8.014e+04    1.467e+06    7.282e+05    0.63597       
38     127.62        349.36        122.22       11.412       8.028e+04    1.475e+06    7.295e+05    0.63597       
39     152.22        334.52        121.11       10.481       8.006e+04    1.469e+06    7.271e+05    0.63597       
40     89.492        387.13        129.55       10.728       8.054e+04    1.471e+06    7.331e+05    0.63597       
41     148.32        330.18        121.13       11.784       8.059e+04    1.464e+06    7.351e+05    0.63597       
42     137.55        341           118.38       12.291       8.046e+04    1.471e+06    7.342e+05    0.63597       
43     102.38        364.07        125.76       11.972       8.088e+04    1.470e+06    7.359e+05    0.63597       
44     149.1         320.01        118.33       11.334       8.045e+04    1.467e+06    7.346e+05    0.63597       
45     102.16        364.75        123.97       11.683       8.115e+04    2.113e+06    7.354e+05    0.63597       
46     120.64        355.19        123.9        11.28        8.046e+04    1.472e+06    7.357e+05    0.63597       
47     145.52        340.25        122.18       10.589       8.126e+04    1.470e+06    7.359e+05    0.63597       
48     243.82        232.17        122.49       11.352       8.078e+04    1.468e+06    7.379e+05    0.63597       
49     266.7         219.42        121.52       11.895       8.046e+04    1.470e+06    7.374e+05    0.63597       
50     248.12        226.73        125.55       11.221       8.036e+04    1.467e+06    7.360e+05    0.63597       
51     243.53        233.56        124.29       11.99        8.081e+04    1.472e+06    7.383e+05    0.63597       
52     277.57        194.99        116.7        12.904       8.118e+04    1.475e+06    7.370e+05    0.63597       
53     259.31        222.3         117.73       11.178       8.036e+04    1.472e+06    7.363e+05    0.63597       
54     251.43        219.04        119.21       12.222       8.090e+04    2.112e+06    7.371e+05    0.63597       
55     125.41        238.01        256.09       10.72        8.097e+04    1.469e+06    7.390e+05    0.63597       
56     111.66        361.97        125.33       11.296       7.994e+04    1.467e+06    7.306e+05    0.63597       
57     137.47        349.2         120.96       11.476       8.008e+04    1.472e+06    7.295e+05    0.63597       
58     118.33        356.63        125.29       11.138       8.001e+04    1.468e+06    7.281e+05    0.63597       
59     116.29        363.42        121.81       12.055       8.038e+04    1.470e+06    7.295e+05    0.63597       
60     149.3         324.81        114.89       12.017       8.029e+04    1.469e+06    7.293e+05    0.63597       
61     129.13        352.1         117.78       11.159       7.999e+04    1.470e+06    7.284e+05    0.63597       
62     119.86        348.81        120.59       11.67        8.020e+04    1.469e+06    7.297e+05    0.63597       
63     129.9         367.77        121.18       10.364       7.959e+04    2.114e+06    7.280e+05    0.63597       
