Performance Recorder: RTAR_2D_Detailed_NoPerm_64MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      348.95        73.031        26.169       3.6226       4.985e+05    8.094e+04    2.032e+05    0.45509       
1      361.65        61.859        24.087       2.2093       6.062e+05    8.059e+04    1.860e+05    0.45509       
2      361.37        61.277        24.582       2.1571       6.970e+05    8.002e+04    1.846e+05    0.45509       
3      358.78        65.038        24.411       2.3368       7.457e+05    8.077e+04    1.864e+05    0.45509       
4      352.24        70.601        24.682       2.2748       7.524e+05    8.120e+04    1.869e+05    0.45509       
5      352.21        70.844        24.262       2.127        7.922e+05    8.071e+04    1.867e+05    0.45509       
6      352.19        70.98         24.147       2.1958       8.344e+05    7.956e+04    1.866e+05    0.45509       
7      358.69        65.176        24.149       2.2358       9.351e+05    8.056e+04    1.859e+05    0.45509       
8      199.96        223.94        24.073       4.0199       4.954e+05    7.980e+04    1.860e+05    0.45509       
9      209.19        212.33        26.335       2.6238       6.088e+05    8.017e+04    2.028e+05    0.45509       
10     208.33        214.15        24.764       2.1499       6.957e+05    8.064e+04    1.844e+05    0.45509       
11     208.33        215.73        24.155       2.3313       7.442e+05    8.033e+04    1.858e+05    0.45509       
12     198.51        224.61        24.394       2.2225       7.517e+05    8.092e+04    1.881e+05    0.45509       
13     201.5         221.55        24.359       2.1255       7.871e+05    8.070e+04    1.863e+05    0.45509       
14     197.55        225.47        24.333       2.2142       8.383e+05    8.031e+04    1.857e+05    0.45509       
15     207.33        216.23        24.719       2.3101       9.309e+05    8.150e+04    1.857e+05    0.45509       
16     281.41        142.78        24.15        4.0859       4.918e+05    8.071e+04    1.846e+05    0.45509       
17     292.28        131.28        24.103       2.1036       6.102e+05    8.057e+04    1.844e+05    0.45509       
18     289.64        131.16        26.679       2.7106       6.897e+05    7.992e+04    2.010e+05    0.45509       
19     290.22        134.48        24.057       2.5012       7.504e+05    7.975e+04    1.858e+05    0.45509       
20     281.65        141.32        24.586       2.2637       7.454e+05    8.160e+04    1.872e+05    0.45509       
21     283.81        139.44        24.138       2.0569       7.625e+05    8.058e+04    1.851e+05    0.45509       
22     281           141.85        24.516       2.1616       8.383e+05    8.007e+04    1.850e+05    0.45509       
23     288.81        134.97        24.572       2.4468       9.422e+05    8.116e+04    1.863e+05    0.45509       
24     195.69        228.87        23.859       3.9739       4.949e+05    7.994e+04    1.864e+05    0.45509       
25     205.74        217.66        24.271       2.1419       6.085e+05    7.993e+04    1.858e+05    0.45509       
26     205.6         217.14        24.541       2.1309       6.877e+05    8.035e+04    1.858e+05    0.45509       
27     201.77        220.87        26.377       3.0252       7.504e+05    8.058e+04    2.048e+05    0.45509       
28     193.98        228.96        24.629       2.2378       7.485e+05    8.098e+04    1.886e+05    0.45509       
29     196.47        226.36        24.687       2.0806       7.949e+05    8.107e+04    1.868e+05    0.45509       
30     193.75        229.12        24.537       2.1547       8.489e+05    8.062e+04    1.865e+05    0.45509       
31     202.38        221.3         24.621       2.419        9.567e+05    8.090e+04    1.864e+05    0.45509       
32     358.24        65.341        24.564       3.9815       5.005e+05    8.107e+04    1.869e+05    0.45509       
33     369.71        54.084        23.925       2.2351       6.188e+05    8.104e+04    1.881e+05    0.45509       
34     371.98        52.039        23.195       2.1815       7.041e+05    8.037e+04    1.872e+05    0.45509       
35     366.25        57.656        24.391       2.5141       7.610e+05    8.040e+04    1.886e+05    0.45509       
36     361.95        59.822        26.438       2.9754       7.516e+05    8.059e+04    2.067e+05    0.45509       
37     360.6         62.556        24.224       2.1843       7.925e+05    8.040e+04    1.881e+05    0.45509       
38     362.83        60.515        24.024       2.123        8.513e+05    8.090e+04    1.879e+05    0.45509       
39     367.26        56.689        24.407       2.3041       9.606e+05    7.961e+04    1.887e+05    0.45509       
40     351.37        72.607        24.171       4.072        4.991e+05    8.105e+04    1.867e+05    0.45509       
41     341.3         82.322        24.095       2.2037       6.112e+05    8.105e+04    1.863e+05    0.45509       
42     333.35        89.964        24.005       2.0932       6.956e+05    7.914e+04    1.851e+05    0.45509       
43     341.05        82.951        24.323       2.3751       7.622e+05    8.141e+04    1.868e+05    0.45509       
44     356.71        67.009        24.279       2.4288       7.475e+05    8.141e+04    1.881e+05    0.45509       
45     352.56        68.669        26.46        2.5642       7.753e+05    7.980e+04    2.045e+05    0.45509       
46     355.77        67.428        24.215       2.1181       8.441e+05    7.998e+04    1.876e+05    0.45509       
47     342.77        80.937        24.33        2.1609       9.415e+05    8.051e+04    1.873e+05    0.45509       
48     351.21        72.74         24.167       3.6556       4.905e+05    7.950e+04    1.866e+05    0.45509       
49     347.68        75.815        24.419       2.194        6.117e+05    7.984e+04    1.857e+05    0.45509       
50     357.97        64.368        24.944       2.1755       6.891e+05    7.993e+04    1.850e+05    0.45509       
51     357.86        66.662        24.157       2.4724       7.515e+05    8.089e+04    1.865e+05    0.45509       
52     351.91        70.903        24.741       2.182        7.521e+05    8.132e+04    1.879e+05    0.45509       
53     350.87        72.429        24.065       2.0858       7.796e+05    8.049e+04    1.876e+05    0.45509       
54     350.43        70.89         26.297       2.7745       8.527e+05    8.125e+04    2.046e+05    0.45509       
55     357.05        66.828        24.191       2.2231       9.370e+05    8.113e+04    1.873e+05    0.45509       
56     360.13        63.756        24.188       2.9208       4.945e+05    7.965e+04    1.859e+05    0.45509       
57     368.18        55.514        24.185       2.2637       6.219e+05    8.044e+04    1.857e+05    0.45509       
58     366.55        55.84         24.883       2.1712       6.994e+05    7.968e+04    1.863e+05    0.45509       
59     366.14        58.179        24.415       2.4998       7.524e+05    8.164e+04    1.864e+05    0.45509       
60     360.13        62.625        24.803       2.1467       7.428e+05    8.167e+04    1.887e+05    0.45509       
61     360.62        62.64         24.185       2.1112       7.808e+05    8.058e+04    1.873e+05    0.45509       
62     352.03        71.179        24.206       2.1467       8.509e+05    8.054e+04    1.873e+05    0.45509       
63     363.55        58.099        26.716       2.7854       9.442e+05    8.016e+04    2.044e+05    0.45509       
