Performance Recorder: RTAR_2D_Detailed_RandPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      243.62        127.59        43.893       8.9051       2.920e+06    3.201e+05    7.742e+05    0.42776       
1      246.05        127.47        40.243       8.2821       2.924e+06    3.214e+05    7.410e+05    0.42776       
2      237.41        135.53        39.978       8.263        2.923e+06    3.236e+05    7.483e+05    0.42776       
3      249.24        124.78        40.042       8.4075       2.921e+06    3.236e+05    7.423e+05    0.42776       
4      218.08        155.01        41.702       8.3728       2.929e+06    3.215e+05    7.410e+05    0.42776       
5      217.74        154.92        42.052       8.8691       2.929e+06    3.221e+05    7.742e+05    0.42776       
6      227.2         145.28        41.05        8.7821       2.927e+06    3.230e+05    7.483e+05    0.42776       
7      221.35        152.61        40.203       8.9652       2.928e+06    3.221e+05    7.424e+05    0.42776       
8      316.72        56.679        41.327       8.8247       2.960e+06    3.218e+05    7.483e+05    0.42776       
9      317.31        56.597        40.354       8.386        2.958e+06    3.222e+05    7.483e+05    0.42776       
10     323.08        47.724        42.775       9.017        2.961e+06    3.223e+05    7.920e+05    0.42776       
11     319.18        54.75         40.251       8.3751       2.958e+06    3.225e+05    7.525e+05    0.42776       
12     274.54        98.713        41.425       8.4499       2.944e+06    3.209e+05    7.423e+05    0.42776       
13     275.79        98.152        40.1         9.0321       2.941e+06    3.217e+05    7.424e+05    0.42776       
14     283.46        89.228        40.31        8.363        2.941e+06    3.234e+05    7.525e+05    0.42776       
15     275.87        95.984        42.624       9.2975       2.938e+06    3.228e+05    7.835e+05    0.42776       
