Performance Recorder: AA_2D_Detailed_RandPerm_64MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      689.02        718.08        390.99       273.19       2.117e+06    2.117e+06    1.509e+07    2.1991        
1      715.99        725.87        370.66       247.15       1.469e+06    1.469e+06    1.444e+07    2.1991        
2      695.86        715.59        393.81       247.78       1.470e+06    1.470e+06    1.444e+07    2.1991        
3      704.55        736.52        367.11       244.9        1.470e+06    1.470e+06    1.445e+07    2.1991        
4      710.84        714.53        361.84       245.59       1.467e+06    1.467e+06    1.443e+07    2.1991        
5      734.59        732.75        349.84       245.33       1.471e+06    1.471e+06    1.444e+07    2.1991        
6      727.4         720.13        355.24       253.32       1.468e+06    1.468e+06    1.444e+07    2.1991        
7      875.23        611.98        333.53       247          1.467e+06    1.467e+06    1.443e+07    2.1991        
8      724.99        695.34        371.68       247.43       1.469e+06    1.469e+06    1.444e+07    2.1991        
9      741.51        704.59        369.41       308.73       2.108e+06    2.108e+06    1.507e+07    2.1991        
10     749.43        693.79        362.33       252.65       1.474e+06    1.474e+06    1.443e+07    2.1991        
11     728.97        713.84        362.87       237.06       1.469e+06    1.469e+06    1.443e+07    2.1991        
12     734.26        692.85        358.24       243.8        1.472e+06    1.472e+06    1.443e+07    2.1991        
13     764.28        710.71        340.85       244.34       1.464e+06    1.464e+06    1.441e+07    2.1991        
14     741.23        699.13        362.37       253.89       1.470e+06    1.470e+06    1.444e+07    2.1991        
15     907.75        587.22        326.95       252.07       1.472e+06    1.472e+06    1.444e+07    2.1991        
16     612.97        809.49        374.36       251.72       1.470e+06    1.470e+06    1.444e+07    2.1991        
17     619.35        836.41        359.01       254.27       1.474e+06    1.474e+06    1.443e+07    2.1991        
18     617           830.93        360.18       271.32       2.111e+06    2.111e+06    1.508e+07    2.1991        
19     595.83        851.85        359.89       245.35       1.473e+06    1.473e+06    1.445e+07    2.1991        
20     614.93        816.15        361.97       247.65       1.464e+06    1.464e+06    1.442e+07    2.1991        
21     607.62        846.65        357.84       248.43       1.471e+06    1.471e+06    1.443e+07    2.1991        
22     622.83        812.06        361.38       252.38       1.467e+06    1.467e+06    1.445e+07    2.1991        
23     714.37        763.46        344.04       256.53       1.468e+06    1.468e+06    1.443e+07    2.1991        
24     667.68        748.09        378.01       250.87       1.470e+06    1.470e+06    1.445e+07    2.1991        
25     687.43        775.72        352.12       249.08       1.469e+06    1.469e+06    1.443e+07    2.1991        
26     665.8         768.5         369.76       255.68       1.473e+06    1.473e+06    1.445e+07    2.1991        
27     650.36        812.35        348.94       271.07       2.110e+06    2.110e+06    1.508e+07    2.1991        
28     679.53        755.84        355.8        252.54       1.468e+06    1.468e+06    1.442e+07    2.1991        
29     666.23        785.04        361.35       246.13       1.470e+06    1.470e+06    1.443e+07    2.1991        
30     687.67        751.04        357.66       252.68       1.472e+06    1.472e+06    1.445e+07    2.1991        
31     771.73        701.42        349.99       255.81       1.470e+06    1.470e+06    1.444e+07    2.1991        
32     738.26        686.44        380.38       257.89       1.467e+06    1.467e+06    1.443e+07    2.1991        
33     744.41        714.62        353.06       287.57       1.472e+06    1.472e+06    1.443e+07    2.1991        
34     739.64        687.92        364.39       249.32       1.464e+06    1.464e+06    1.442e+07    2.1991        
35     745.88        706.43        358.02       248.32       1.468e+06    1.468e+06    1.442e+07    2.1991        
36     760.15        686.96        348.06       274.23       2.112e+06    2.112e+06    1.506e+07    2.1991        
37     771.71        703.55        340.86       249.83       1.467e+06    1.467e+06    1.442e+07    2.1991        
38     776.71        664.42        358.49       252.52       1.475e+06    1.475e+06    1.445e+07    2.1991        
39     904.89        586.22        328.64       247.45       1.469e+06    1.469e+06    1.442e+07    2.1991        
40     658.61        767.02        379.54       256.78       1.471e+06    1.471e+06    1.444e+07    2.1991        
41     655.8         794.88        361.41       244.48       1.464e+06    1.464e+06    1.441e+07    2.1991        
42     665.94        769.05        354.46       245.37       1.471e+06    1.471e+06    1.443e+07    2.1991        
43     655.41        786.97        367.76       243.81       1.470e+06    1.470e+06    1.443e+07    2.1991        
44     656.41        767.48        368.91       249.6        1.467e+06    1.467e+06    1.442e+07    2.1991        
45     680.4         807.24        332.28       268.63       2.113e+06    2.113e+06    1.507e+07    2.1991        
46     677.04        746.68        375.79       252.75       1.472e+06    1.472e+06    1.445e+07    2.1991        
47     834.85        666.38        322.67       247.07       1.470e+06    1.470e+06    1.444e+07    2.1991        
48     733.29        695.08        377.26       247.54       1.468e+06    1.468e+06    1.444e+07    2.1991        
49     747.3         695.5         371.87       245.35       1.470e+06    1.470e+06    1.444e+07    2.1991        
50     763.09        671.29        376.26       254.23       1.467e+06    1.467e+06    1.445e+07    2.1991        
51     723.55        704.04        384.71       257.02       1.472e+06    1.472e+06    1.445e+07    2.1991        
52     783.03        659.88        346.53       244.47       1.475e+06    1.475e+06    1.445e+07    2.1991        
53     783.08        685.43        347.85       247.87       1.472e+06    1.472e+06    1.445e+07    2.1991        
54     760.61        700.48        345.99       278.05       2.112e+06    2.112e+06    1.510e+07    2.1991        
55     933.66        559.92        323.9        261.92       1.469e+06    1.469e+06    1.444e+07    2.1991        
56     663.67        778.48        372.62       248.41       1.467e+06    1.467e+06    1.443e+07    2.1991        
57     676.56        779.82        368.09       251.77       1.472e+06    1.472e+06    1.444e+07    2.1991        
58     701.13        755.11        361.46       251.54       1.468e+06    1.468e+06    1.443e+07    2.1991        
59     665.41        787.41        368.07       248.15       1.470e+06    1.470e+06    1.444e+07    2.1991        
60     697.73        746.81        353.7        284.33       1.469e+06    1.469e+06    1.442e+07    2.1991        
61     712.39        768.07        341.91       242.92       1.470e+06    1.470e+06    1.444e+07    2.1991        
62     698.98        763.92        351.37       267.3        1.469e+06    1.469e+06    1.444e+07    2.1991        
63     875.56        642.98        306.48       289.72       2.114e+06    2.114e+06    1.507e+07    2.1991        
