Performance Recorder: AA_2D_Detailed_NoPerm_64MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      773.02        1356.2        356.63       338.47       7.729e+06    7.729e+06    4.430e+07    10.112        
1      909.76        2388.2        129.8        95.769       7.370e+05    7.370e+05    9.697e+06    10.112        
2      1034.8        3138.4        80.739       49.593       2.394e+05    2.394e+05    3.884e+06    10.112        
3      1249.8        5404.5        33.758       12.701       1.267e+04    1.267e+04    3.908e+05    10.112        
4      1278          5406.1        8.49         1.8947       0.000e+00    0.000e+00    1.031e+05    10.112        
5      1422.9        5272.1        2.9748       0.31442      0.000e+00    0.000e+00    4.608e+03    10.112        
6      1909.3        4820.8        1.1498       0.000231     0.000e+00    0.000e+00    0.000e+00    10.112        
7      1909.4        5177.1        0.70314      0.000231     0.000e+00    0.000e+00    0.000e+00    10.112        
8      1620.7        1089.2        116.36       96.559       7.370e+05    7.370e+05    9.697e+06    10.112        
9      1204.2        1796.9        429.4        362.3        8.195e+06    8.195e+06    4.934e+07    10.112        
10     1517.3        2561.9        174.82       159.58       1.172e+06    1.172e+06    1.548e+07    10.112        
11     1504.2        5092.4        91.462       57.724       2.904e+05    2.904e+05    5.062e+06    10.112        
12     2103          4523.4        66.196       47.719       1.784e+05    1.784e+05    2.782e+06    10.112        
13     2151          4539.6        7.3773       1.8382       0.000e+00    0.000e+00    1.364e+05    10.112        
14     2297.6        4430.7        2.9503       0.26847      0.000e+00    0.000e+00    6.498e+03    10.112        
15     2302.7        4783.1        1.4765       0.001082     0.000e+00    0.000e+00    0.000e+00    10.112        
16     2588.6        991.17        64.786       48.402       2.394e+05    2.394e+05    3.884e+06    10.112        
17     1762.9        1679.3        202.27       169.81       1.172e+06    1.172e+06    1.548e+07    10.112        
18     1537.7        2232.8        487.21       437.27       9.000e+06    9.000e+06    6.028e+07    10.112        
19     1745          4758.2        184.9        126.35       7.881e+05    7.881e+05    1.203e+07    10.112        
