Performance Recorder: RTAR_1DOP_Detailed_GPPerm_16MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      8.9502       24.293       13.313        14.256       3.504e+06    56.062           4.567e+05   7.3069      7.430e+05   11.888      0.066869      
1      9.4056       23.711       11.977        14.182       3.474e+06    55.588           4.428e+05   7.0844      7.664e+05   12.262      0.066869      
2      8.217        30.028       12.332        9.0023       2.485e+06    39.755           2.302e+05   3.6828      7.517e+05   12.027      0.066869      
3      9.6229       24.417       12.648        13.459       3.352e+06    53.629           4.064e+05   6.5027      7.499e+05   11.998      0.066869      
4      9.011        25.182       12.134        14.065       3.503e+06    56.046           4.420e+05   7.072       7.573e+05   12.116      0.066869      
5      9.5746       26.001       11.5          13.862       3.499e+06    55.988           4.428e+05   7.085       7.455e+05   11.928      0.066869      
6      9.0538       28.381       12.49         11.988       3.114e+06    49.831           3.389e+05   5.4217      7.444e+05   11.91       0.066869      
7      8.2345       30.832       13.101        10.37        2.802e+06    44.827           2.616e+05   4.1856      7.544e+05   12.071      0.066869      
8      8.4396       25.778       12.284        13.186       3.302e+06    52.832           3.782e+05   6.0507      7.539e+05   12.062      0.066869      
9      8.3777       27.184       12.638        11.581       2.940e+06    47.037           3.688e+05   5.9001      7.567e+05   12.107      0.066869      
10     8.012        28.985       12.65         10.347       2.870e+06    45.921           2.774e+05   4.4379      7.443e+05   11.909      0.066869      
11     7.502        32.549       12.805        7.1662       2.041e+06    32.658           2.164e+05   3.4627      7.609e+05   12.174      0.066869      
12     7.5493       31.043       12.5          8.7156       2.491e+06    39.855           2.298e+05   3.6771      7.581e+05   12.13       0.066869      
13     7.6321       28.834       12.783        9.624        2.738e+06    43.815           2.550e+05   4.0803      7.465e+05   11.944      0.066869      
14     7.6662       30.006       12.609        9.4732       2.696e+06    43.129           2.463e+05   3.9404      7.622e+05   12.195      0.066869      
15     7.3023       33.091       13.107        6.738        2.175e+06    34.801           1.617e+05   2.5875      7.594e+05   12.151      0.066869      
