Performance Recorder: RTAR_1D_Detailed_NoPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      118.85       366.75       20.201       1.656e+06    26.496           4.688e+07   750.09          3.239e+05   5.1824      7.562e+05   12.099      0.51039       
1      118.85       366.73       19.743       2.307e+06    36.909           4.691e+07   750.54          3.231e+05   5.1695      7.533e+05   12.053      0.51039       
2      118.85       366.72       19.828       2.489e+06    39.829           4.687e+07   749.89          3.210e+05   5.1357      7.500e+05   12          0.51039       
3      118.85       366.74       20.205       2.408e+06    38.521           4.686e+07   749.78          3.236e+05   5.177       7.576e+05   12.122      0.51039       
4      118.86       366.76       19.976       2.714e+06    43.425           4.690e+07   750.36          3.219e+05   5.1502      7.513e+05   12.02       0.51039       
5      118.86       366.76       20.157       2.844e+06    45.503           4.689e+07   750.31          3.241e+05   5.185       7.587e+05   12.14       0.51039       
6      118.86       366.78       19.795       3.050e+06    48.805           4.687e+07   749.88          3.201e+05   5.1216      7.480e+05   11.968      0.51039       
7      118.86       366.74       19.744       2.964e+06    47.423           4.689e+07   750.26          3.209e+05   5.1344      7.478e+05   11.965      0.51039       
8      118.85       366.74       20.303       2.801e+06    44.812           4.687e+07   749.93          3.216e+05   5.1454      7.492e+05   11.988      0.51039       
9      118.85       366.77       20.116       3.195e+06    51.114           4.691e+07   750.55          3.229e+05   5.1671      7.586e+05   12.138      0.51039       
10     118.85       366.87       19.879       3.183e+06    50.933           4.689e+07   750.31          3.202e+05   5.1229      7.495e+05   11.991      0.51039       
11     118.85       366.82       20.24        3.083e+06    49.321           4.689e+07   750.31          3.219e+05   5.1502      7.516e+05   12.025      0.51039       
12     118.86       366.74       20.622       3.277e+06    52.424           4.688e+07   750.15          3.241e+05   5.1855      7.628e+05   12.205      0.51039       
13     118.86       366.76       20.225       3.480e+06    55.681           4.687e+07   749.89          3.227e+05   5.1635      7.559e+05   12.094      0.51039       
14     118.86       366.79       20.02        3.590e+06    57.445           4.686e+07   749.73          3.210e+05   5.1356      7.525e+05   12.04       0.51039       
15     118.86       366.75       19.986       3.957e+06    63.304           4.691e+07   750.56          3.220e+05   5.1518      7.556e+05   12.09       0.51039       
