Performance Recorder: AA_1D_Detailed_RandPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      166.27       821.43       610.65       6.200e+06    99.198           9.920e+07   1587.2          6.200e+06   99.198      5.808e+07   929.24      1.9208        
1      166.27       821.41       617.15       6.202e+06    99.232           9.920e+07   1587.2          6.202e+06   99.232      5.811e+07   929.74      1.9208        
2      166.27       821.44       615.69       6.198e+06    99.161           9.920e+07   1587.2          6.198e+06   99.161      5.803e+07   928.43      1.9208        
3      166.27       821.4        617.56       6.202e+06    99.235           9.920e+07   1587.2          6.202e+06   99.235      5.810e+07   929.59      1.9208        
4      166.27       821.41       612.35       6.200e+06    99.204           9.920e+07   1587.2          6.200e+06   99.204      5.806e+07   928.97      1.9208        
5      166.27       821.4        608.91       6.198e+06    99.173           9.920e+07   1587.2          6.198e+06   99.173      5.802e+07   928.3       1.9208        
6      166.27       821.44       609.56       6.200e+06    99.204           9.920e+07   1587.2          6.200e+06   99.204      5.808e+07   929.22      1.9208        
7      166.27       821.41       610.84       6.201e+06    99.221           9.920e+07   1587.2          6.201e+06   99.221      5.809e+07   929.44      1.9208        
8      166.27       821.42       609.7        6.203e+06    99.241           9.920e+07   1587.2          6.203e+06   99.241      5.814e+07   930.24      1.9208        
9      166.27       821.41       608.89       6.202e+06    99.225           9.920e+07   1587.2          6.202e+06   99.225      5.809e+07   929.51      1.9208        
10     166.27       821.44       608.01       6.203e+06    99.244           9.920e+07   1587.2          6.203e+06   99.244      5.810e+07   929.58      1.9208        
11     166.27       821.4        609.65       6.196e+06    99.132           9.920e+07   1587.2          6.196e+06   99.132      5.798e+07   927.72      1.9208        
12     166.27       821.4        608.62       6.200e+06    99.198           9.920e+07   1587.2          6.200e+06   99.198      5.806e+07   928.92      1.9208        
13     166.27       821.4        609.41       6.194e+06    99.108           9.920e+07   1587.2          6.194e+06   99.108      5.796e+07   927.29      1.9208        
14     166.27       821.4        609.37       6.202e+06    99.224           9.920e+07   1587.2          6.202e+06   99.224      5.809e+07   929.39      1.9208        
15     166.27       821.45       608.52       6.200e+06    99.192           9.920e+07   1587.2          6.200e+06   99.192      5.805e+07   928.8       1.9208        
