Performance Recorder: AA_1D_Detailed_NoPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      5.3504       258.82       5178.4       2.323e+06    37.161           2.860e+07   457.67          2.323e+06   37.161      3.253e+07   520.5       5.9811        
1      5.3486       258.81       3515.7       1.449e+06    23.186           2.893e+07   462.84          1.449e+06   23.186      2.784e+07   445.45      5.9811        
2      5.3491       258.82       5231.5       2.115e+06    33.836           2.890e+07   462.35          2.115e+06   33.836      3.232e+07   517.05      5.9811        
3      5.3484       258.85       4253.6       1.781e+06    28.496           2.893e+07   462.83          1.781e+06   28.496      3.052e+07   488.3       5.9811        
4      5.3502       258.82       5108.4       2.124e+06    33.988           2.895e+07   463.13          2.124e+06   33.988      3.225e+07   516.02      5.9811        
5      5.3495       258.81       4903.9       2.160e+06    34.568           2.894e+07   463.03          2.160e+06   34.568      3.290e+07   526.46      5.9811        
6      5.3486       258.85       4280.4       1.705e+06    27.286           2.893e+07   462.83          1.705e+06   27.286      2.963e+07   474.1       5.9811        
7      5.3482       258.82       4591.3       1.972e+06    31.548           2.894e+07   463.08          1.972e+06   31.548      3.204e+07   512.67      5.9811        
8      5.3489       258.81       4326.9       1.729e+06    27.663           2.895e+07   463.24          1.729e+06   27.663      2.964e+07   474.24      5.9811        
9      5.3492       258.82       5537.9       2.173e+06    34.766           2.894e+07   463.09          2.173e+06   34.766      3.338e+07   534.13      5.9811        
10     5.3493       258.82       3284.3       1.389e+06    22.224           2.894e+07   463.02          1.389e+06   22.224      2.619e+07   419.03      5.9811        
11     5.3476       258.85       3592.2       1.490e+06    23.843           2.875e+07   459.99          1.490e+06   23.843      2.719e+07   435.01      5.9811        
12     5.347        258.82       4296.6       1.559e+06    24.943           2.865e+07   458.39          1.559e+06   24.943      2.840e+07   454.4       5.9811        
13     5.3468       258.82       4435.7       1.734e+06    27.74            2.893e+07   462.92          1.734e+06   27.74       2.985e+07   477.65      5.9811        
14     5.3459       258.85       4395         1.645e+06    26.316           2.894e+07   463.1           1.645e+06   26.316      2.871e+07   459.31      5.9811        
15     5.346        258.82       4156.8       1.619e+06    25.912           2.884e+07   461.52          1.619e+06   25.912      2.920e+07   467.19      5.9811        
