Performance Recorder: RTA_2D_Detailed_NoPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      8.5369        26.812        60.712       1.9382       3.040e+03    2.851e+06    1.912e+05    0.11992       
1      10.175        35.579        54.852       2.0313       2.999e+03    2.665e+06    1.993e+05    0.11992       
2      32.76         25.773        53.622       1.9115       2.464e+03    1.238e+06    1.944e+05    0.11992       
3      28.29         39.175        40.764       1.8912       2.171e+03    9.155e+05    1.980e+05    0.11992       
4      10.704        27.069        60.558       1.99         3.250e+03    2.665e+06    1.934e+05    0.11992       
5      12.793        36.336        53.051       2.009        3.387e+03    2.829e+06    1.950e+05    0.11992       
6      29.623        27.198        59.994       1.9223       2.695e+03    1.396e+06    1.920e+05    0.11992       
7      26.083        41.031        45.433       1.8885       2.541e+03    1.078e+06    1.965e+05    0.11992       
8      9.0515        35.041        53.178       1.6212       2.417e+03    1.238e+06    1.613e+05    0.11992       
9      12.58         43.245        45.678       1.5974       2.264e+03    1.396e+06    1.649e+05    0.11992       
10     27.805        33.643        53.938       1.723        2.436e+03    2.050e+06    1.732e+05    0.11992       
11     23.684        47.153        39.736       1.7317       2.602e+03    2.097e+06    1.780e+05    0.11992       
12     10.003        33.425        53.37        1.7352       2.568e+03    9.155e+05    1.818e+05    0.11992       
13     9.5599        42.189        49.672       1.7781       2.625e+03    1.078e+06    1.840e+05    0.11992       
14     28.34         31.535        54.056       1.9078       3.680e+03    2.097e+06    1.987e+05    0.11992       
15     23.904        44.442        42.502       1.9507       3.962e+03    2.458e+06    2.062e+05    0.11992       
