Performance Recorder: RTA_2D_Detailed_GPPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      16.275        77.769        51.681       1.3597       2.344e+03    3.261e+06    1.541e+05    0.16796       
1      11.724        74.394        63.895       1.7818       2.419e+03    2.355e+06    1.849e+05    0.16796       
2      41.554        68.468        32.839       1.0132       1.652e+03    4.559e+05    1.114e+05    0.16796       
3      49.285        67.996        40.58        1.7443       2.195e+03    7.209e+05    2.018e+05    0.16796       
4      34.421        43.611        66.773       1.1579       2.623e+03    2.355e+06    1.470e+05    0.16796       
5      19.558        39.678        90.287       1.6684       3.648e+03    5.459e+06    1.907e+05    0.16796       
6      59.214        34.784        52.199       0.9636       5.445e+03    9.509e+05    1.082e+05    0.16796       
7      77.077        35.223        47.066       1.7086       3.053e+03    1.510e+06    2.054e+05    0.16796       
8      27.408        47.106        71.629       1.4095       4.164e+03    4.559e+05    1.557e+05    0.16796       
9      18.851        42.921        91.635       2.0933       3.120e+03    9.509e+05    2.100e+05    0.16796       
10     58.828        37.13         46.687       1.0738       2.431e+03    3.121e+06    1.158e+05    0.16796       
11     76.839        38.027        48.164       2.0619       2.299e+03    9.637e+05    2.344e+05    0.16796       
12     17.242        82.452        49.573       1.0509       2.144e+03    7.209e+05    1.275e+05    0.16796       
13     13.294        79.124        62.265       1.6144       2.088e+03    1.510e+06    1.684e+05    0.16796       
14     41.104        72.865        28.453       0.71102      1.747e+03    9.637e+05    8.040e+04    0.16796       
15     39.002        71.951        54.126       1.8166       3.729e+03    3.214e+06    1.980e+05    0.16796       
