Performance Recorder: RTAR_1DOP_Detailed_NoPerm_16MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      0.52966      1.8676       0.6483        0.47286      1.820e+05    2.9119           2.818e+03   0.045088    2.177e+04   0.34834     0.0041743     
1      0.50328      1.8709       0.52246       0.48621      1.670e+05    2.6715           2.818e+03   0.045088    2.036e+04   0.32576     0.0041743     
2      0.59817      1.7048       0.4976        0.57866      2.081e+05    3.3296           2.818e+03   0.045088    2.184e+04   0.34946     0.0041743     
3      0.52698      1.9002       0.42273       0.4316       1.705e+05    2.7288           2.818e+03   0.045088    1.931e+04   0.30899     0.0041743     
4      0.52456      1.8827       0.50605       0.55734      1.931e+05    3.0893           2.818e+03   0.045088    2.055e+04   0.32875     0.0041743     
5      0.51847      1.7635       0.48515       0.58647      1.874e+05    2.9979           2.818e+03   0.045088    2.002e+04   0.32026     0.0041743     
6      0.51618      1.8252       0.56109       0.61011      1.773e+05    2.8364           2.818e+03   0.045088    2.006e+04   0.32098     0.0041743     
7      0.51499      1.9945       0.49595       0.45448      1.851e+05    2.9621           2.818e+03   0.045088    2.111e+04   0.33778     0.0041743     
8      0.55513      1.7213       0.52044       0.63774      1.902e+05    3.0435           2.818e+03   0.045088    1.912e+04   0.30592     0.0041743     
9      0.52052      1.469        0.46347       0.89218      2.695e+05    4.3127           2.818e+03   0.045088    1.884e+04   0.30146     0.0041743     
10     0.60193      1.6862       0.45793       0.62162      1.412e+05    2.2591           2.818e+03   0.045088    1.627e+04   0.26032     0.0041743     
11     0.52695      1.849        0.43846       0.50494      1.570e+05    2.5123           2.818e+03   0.045088    2.011e+04   0.32176     0.0041743     
12     0.51459      1.8442       0.53248       0.60349      1.847e+05    2.9547           2.818e+03   0.045088    2.163e+04   0.34608     0.0041743     
13     0.51505      1.7232       0.5422        0.66736      2.089e+05    3.3422           2.818e+03   0.045088    1.989e+04   0.31827     0.0041743     
14     0.54526      1.7223       0.45701       0.60479      1.909e+05    3.0539           2.818e+03   0.045088    2.165e+04   0.34637     0.0041743     
15     0.50105      1.7859       0.41247       0.62355      1.952e+05    3.1228           2.831e+03   0.045296    2.096e+04   0.33542     0.0041743     
