Performance Recorder: RTAR_2D_Detailed_NoPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      17.485        1.4316        1.277        0.26763      1.912e+05    3.040e+03    2.230e+04    0.021068      
1      17.405        1.3741        1.4995       0.24106      1.993e+05    3.250e+03    2.075e+04    0.021068      
2      17.302        1.4071        1.1455       0.20834      1.944e+05    2.417e+03    1.890e+04    0.021068      
3      17.832        1.2838        1.0811       0.25311      1.980e+05    2.568e+03    2.133e+04    0.021068      
4      15.893        3.1406        1.159        0.25006      1.934e+05    2.999e+03    2.075e+04    0.021068      
5      15.595        3.1795        1.3931       0.2635       1.950e+05    3.387e+03    2.133e+04    0.021068      
6      18.24         0.56277       1.0599       0.21669      1.920e+05    2.264e+03    1.869e+04    0.021068      
7      16.001        3.1133        1.0755       0.24748      1.965e+05    2.625e+03    2.111e+04    0.021068      
8      13.992        5.0823        1.0898       0.22429      1.613e+05    2.464e+03    1.890e+04    0.021068      
9      13.758        5.0256        1.3474       0.22736      1.649e+05    2.695e+03    1.869e+04    0.021068      
10     14.835        3.9215        1.0945       0.20086      1.732e+05    2.436e+03    1.780e+04    0.021068      
11     14.158        4.9772        1.0635       0.23437      1.780e+05    3.680e+03    1.908e+04    0.021068      
12     11.883        7.1291        1.1738       0.25407      1.818e+05    2.171e+03    2.133e+04    0.021068      
13     11.785        7.0338        1.3508       0.24342      1.840e+05    2.541e+03    2.111e+04    0.021068      
14     14.128        4.7004        1.0246       0.21313      1.987e+05    2.602e+03    1.908e+04    0.021068      
15     12.081        6.9976        1.1539       0.26401      2.062e+05    3.962e+03    2.232e+04    0.021068      
