Performance Recorder: RTAR_1DOP_Detailed_RandPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
23     0.78536      1.4942       0.070546      0.16714      2.540e+04    0.40646          7.040e+02   0.011264    2.034e+03   0.032544    0.0031797     
24     0.82118      1.5352       0.059154      0.1383       2.393e+04    0.38294          7.040e+02   0.011264    1.740e+03   0.02784     0.0031797     
25     0.77022      1.425        0.084534      0.157        2.547e+04    0.40749          7.040e+02   0.011264    1.855e+03   0.02968     0.0031797     
26     0.78416      1.3893       0.081608      0.14777      2.402e+04    0.38427          7.040e+02   0.011264    2.289e+03   0.036624    0.0031797     
27     0.78984      1.4634       0.053914      0.16654      2.511e+04    0.40171          7.040e+02   0.011264    1.191e+03   0.019056    0.0031797     
28     0.78128      1.378        0.051339      0.14879      2.425e+04    0.38797          7.040e+02   0.011264    1.439e+03   0.023024    0.0031797     
29     0.80528      1.419        0.069965      0.16659      2.720e+04    0.43528          7.040e+02   0.011264    1.947e+03   0.031152    0.0031797     
30     0.78017      1.4736       0.046881      0.1754       2.364e+04    0.37826          7.040e+02   0.011264    1.364e+03   0.021824    0.0031797     
31     0.76743      1.431        0.27971       0.14954      2.528e+04    0.40451          7.040e+02   0.011264    3.381e+03   0.054096    0.0031797     
32     0.79554      1.4175       0.06752       0.15684      2.613e+04    0.41803          7.040e+02   0.011264    1.390e+03   0.02224     0.0031797     
33     0.78872      1.4889       0.071828      0.16696      2.474e+04    0.39579          7.040e+02   0.011264    2.030e+03   0.03248     0.0031797     
34     0.79004      1.3609       0.14238       0.17093      2.548e+04    0.4077           7.040e+02   0.011264    2.166e+03   0.034656    0.0031797     
35     0.79051      1.4161       0.057341      0.15944      2.632e+04    0.42114          7.040e+02   0.011264    1.705e+03   0.02728     0.0031797     
36     0.784        1.4989       0.082279      0.13611      2.539e+04    0.4063           7.040e+02   0.011264    1.995e+03   0.03192     0.0031797     
37     0.79889      1.4845       0.22486       0.13961      2.395e+04    0.38317          7.040e+02   0.011264    2.462e+03   0.039392    0.0031797     
38     0.7971       1.4203       0.069173      0.17084      2.713e+04    0.43406          7.040e+02   0.011264    1.580e+03   0.02528     0.0031797     
39     0.7897       1.3661       0.064454      0.1646       2.639e+04    0.42229          7.040e+02   0.011264    1.681e+03   0.026896    0.0031797     
40     0.78572      1.3675       0.082559      0.16659      2.456e+04    0.39288          7.040e+02   0.011264    2.096e+03   0.033536    0.0031797     
41     0.78642      1.4022       0.10558       0.14213      2.528e+04    0.40448          7.040e+02   0.011264    2.966e+03   0.047456    0.0031797     
42     0.79185      1.3866       0.066758      0.16266      2.724e+04    0.43587          7.040e+02   0.011264    1.973e+03   0.031568    0.0031797     
43     0.78519      1.4594       0.13431       0.15641      2.664e+04    0.42622          7.040e+02   0.011264    2.841e+03   0.045456    0.0031797     
44     0.79347      1.4326       0.11677       0.17025      2.645e+04    0.42326          7.040e+02   0.011264    1.681e+03   0.026896    0.0031797     
45     0.78843      1.3868       0.058943      0.14261      2.548e+04    0.40763          7.040e+02   0.011264    1.378e+03   0.022048    0.0031797     
46     0.80499      1.3808       0.10909       0.14765      2.458e+04    0.3932           7.040e+02   0.011264    1.939e+03   0.031024    0.0031797     
47     0.80186      1.4712       0.080725      0.1479       2.712e+04    0.43395          7.040e+02   0.011264    2.336e+03   0.037376    0.0031797     
48     0.76637      1.449        0.063903      0.1513       2.362e+04    0.378            7.040e+02   0.011264    1.709e+03   0.027344    0.0031797     
49     0.77457      1.4921       0.39403       0.14927      2.519e+04    0.40306          7.040e+02   0.011264    3.872e+03   0.061952    0.0031797     
50     0.76486      1.5104       0.2177        0.14733      2.492e+04    0.39875          7.040e+02   0.011264    3.721e+03   0.059536    0.0031797     
51     0.78339      1.3742       0.1476        0.14591      2.390e+04    0.38234          7.040e+02   0.011264    2.755e+03   0.04408     0.0031797     
52     0.78793      1.3805       0.08335       0.1576       2.382e+04    0.38117          7.040e+02   0.011264    2.463e+03   0.039408    0.0031797     
53     0.79955      1.4332       0.066378      0.15495      2.613e+04    0.41814          7.040e+02   0.011264    1.482e+03   0.023712    0.0031797     
54     0.78374      1.4642       0.092709      0.14284      2.431e+04    0.38893          7.040e+02   0.011264    1.813e+03   0.029008    0.0031797     
55     0.76506      1.487        0.050156      0.16245      2.458e+04    0.39325          7.040e+02   0.011264    1.256e+03   0.020096    0.0031797     
56     0.78473      1.5127       0.2806        0.18547      2.473e+04    0.39565          7.040e+02   0.011264    2.979e+03   0.047664    0.0031797     
57     0.79294      1.4566       0.081978      0.13834      2.526e+04    0.40411          7.040e+02   0.011264    1.846e+03   0.029536    0.0031797     
58     0.78896      1.3966       0.10088       0.19037      2.416e+04    0.3865           7.040e+02   0.011264    3.155e+03   0.05048     0.0031797     
59     0.78564      1.4171       0.062921      0.15987      2.565e+04    0.41037          7.040e+02   0.011264    1.918e+03   0.030688    0.0031797     
60     0.76958      1.4931       0.058673      0.14227      2.396e+04    0.38339          7.040e+02   0.011264    1.666e+03   0.026656    0.0031797     
61     0.78751      1.4685       0.082308      0.16065      2.554e+04    0.40859          7.040e+02   0.011264    2.040e+03   0.03264     0.0031797     
62     0.79074      1.3945       0.29228       0.15798      2.478e+04    0.39653          7.040e+02   0.011264    3.141e+03   0.050256    0.0031797     
63     0.78379      1.4073       0.080275      0.17879      2.599e+04    0.4159           7.490e+02   0.011984    1.950e+03   0.0312      0.0031797     
