Performance Recorder: RTAR_1D_Detailed_GPPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      2.1556       13.864       1.2491       2.229e+05    3.5659           3.331e+05   5.3299          3.436e+03   0.054976    1.884e+04   0.3015      0.020016      
1      2.1555       13.863       0.36966      2.456e+05    3.93             1.697e+05   2.7154          1.398e+03   0.022368    1.616e+04   0.25856     0.020016      
2      2.1557       13.882       0.32327      6.897e+04    1.1036           1.323e+05   2.1174          1.166e+03   0.018656    1.626e+04   0.26021     0.020016      
3      2.1552       13.854       0.8229       1.472e+05    2.3548           3.497e+05   5.595           2.610e+03   0.04176     1.760e+04   0.28158     0.020016      
4      2.158        13.862       1.5785       5.796e+04    0.92742          3.976e+05   6.3623          6.417e+03   0.10267     1.899e+04   0.30386     0.020016      
5      2.1576       13.853       1.673        1.266e+05    2.0262           5.012e+05   8.0197          5.367e+03   0.085872    1.991e+04   0.3185      0.020016      
6      2.1576       13.857       0.4145       1.775e+05    2.8406           1.638e+05   2.6203          1.676e+03   0.026816    1.722e+04   0.27547     0.020016      
7      2.1572       13.879       0.28466      4.632e+04    0.74106          1.291e+05   2.0658          1.309e+03   0.020944    1.624e+04   0.25978     0.020016      
8      2.1581       13.862       1.6627       2.500e+05    4                4.604e+05   7.3666          2.426e+03   0.038816    1.895e+04   0.30326     0.020016      
9      2.1573       13.854       0.35194      1.666e+05    2.6649           1.545e+05   2.4717          1.383e+03   0.022128    1.948e+04   0.31171     0.020016      
10     2.1572       13.85        1.9336       1.537e+05    2.4593           6.182e+05   9.8911          6.370e+03   0.10192     1.910e+04   0.30565     0.020016      
11     2.157        13.879       0.3811       6.248e+04    0.99963          2.203e+05   3.5254          1.835e+03   0.02936     1.613e+04   0.25814     0.020016      
12     2.1573       13.866       0.46609      9.315e+04    1.4905           1.738e+05   2.7815          1.468e+03   0.023488    1.577e+04   0.25226     0.020016      
13     2.1556       13.879       0.30295      3.266e+05    5.2257           1.283e+05   2.0523          1.224e+03   0.019584    1.302e+04   0.20834     0.020016      
14     2.1561       13.852       0.42415      2.263e+05    3.6209           1.323e+05   2.1162          1.176e+03   0.018816    1.751e+04   0.28022     0.020016      
15     2.1565       13.862       3.83         2.219e+05    3.55             1.162e+06   18.59           5.840e+03   0.09344     1.748e+04   0.27974     0.020016      
