Performance Recorder: AA_1D_Detailed_GPPerm_64MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      7.2108       534.54       2103.8       5.332e+05    8.5317           1.586e+07   253.77          5.332e+05   8.5317      6.537e+06   104.58      3.2603        
1      7.2077       534.54       2160.1       6.474e+05    10.358           1.498e+07   239.6           6.474e+05   10.358      1.006e+07   160.88      3.2603        
2      7.2111       534.53       2074.1       5.160e+05    8.2564           1.405e+07   224.82          5.160e+05   8.2564      6.688e+06   107.02      3.2603        
3      7.2087       534.56       2343.2       5.503e+05    8.8043           2.092e+07   334.66          5.503e+05   8.8043      8.480e+06   135.68      3.2603        
4      7.2134       534.56       2020.4       3.640e+05    5.8247           1.181e+07   189.03          3.640e+05   5.8247      6.781e+06   108.49      3.2603        
5      7.2103       534.55       2473.1       7.947e+05    12.716           2.613e+07   418.09          7.947e+05   12.716      1.916e+07   306.54      3.2603        
6      7.2137       534.56       2003.5       3.891e+05    6.2255           1.011e+07   161.84          3.891e+05   6.2255      4.911e+06   78.576      3.2603        
7      7.2093       534.58       2187.7       6.463e+05    10.341           1.704e+07   272.61          6.463e+05   10.341      9.200e+06   147.2       3.2603        
8      7.2115       534.55       2468.3       4.841e+05    7.7454           1.077e+07   172.3           4.841e+05   7.7454      9.576e+06   153.21      3.2603        
9      7.21         534.56       2158.2       4.147e+05    6.6344           1.029e+07   164.67          4.147e+05   6.6344      5.810e+06   92.964      3.2603        
10     7.2098       534.56       2163.2       4.508e+05    7.2131           1.580e+07   252.72          4.508e+05   7.2131      4.801e+06   76.812      3.2603        
11     7.2091       534.57       2066.9       4.770e+05    7.6326           1.427e+07   228.3           4.770e+05   7.6326      4.797e+06   76.749      3.2603        
12     7.2097       534.55       1846.6       3.998e+05    6.3965           1.425e+07   228             3.998e+05   6.3965      3.585e+06   57.361      3.2603        
13     7.2159       534.55       39.355       1.624e+03    0.025984         4.715e+06   75.436          1.624e+03   0.025984    3.367e+04   0.53869     3.2603        
14     7.2091       534.59       2149.3       7.747e+05    12.395           2.274e+07   363.92          7.747e+05   12.395      1.840e+07   294.46      3.2603        
