Performance Recorder: RTAR_1DOP_Detailed_GPPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      0.66852      4.5919       0.076096      0.16161      2.973e+04    0.47566          5.020e+02   0.008032    3.736e+03   0.059776    0.0061727     
1      0.69991      4.3676       0.12385       0.29681      5.847e+04    0.93555          8.280e+02   0.013248    4.225e+03   0.0676      0.0061727     
2      0.68909      4.6096       0.13959       0.24557      3.679e+04    0.58869          5.690e+02   0.009104    4.795e+03   0.07672     0.0061727     
3      0.67267      4.5507       0.13275       0.1971       3.296e+04    0.52738          7.420e+02   0.011872    5.263e+03   0.084208    0.0061727     
4      0.68998      4.4436       0.08825       0.28346      4.836e+04    0.77373          7.240e+02   0.011584    3.130e+03   0.05008     0.0061727     
5      0.70985      4.352        0.090784      0.37161      9.453e+04    1.5124           2.333e+03   0.037328    3.419e+03   0.054704    0.0061727     
6      0.6601       4.7564       0.11691       0.22707      4.588e+04    0.734            3.600e+02   0.00576     3.715e+03   0.05944     0.0061727     
7      0.68786      4.5124       0.10788       0.29741      4.990e+04    0.79835          6.870e+02   0.010992    4.919e+03   0.078704    0.0061727     
8      0.69276      4.529        0.097177      0.2734       7.082e+04    1.1332           7.520e+02   0.012032    3.206e+03   0.051296    0.0061727     
9      0.69031      4.5845       0.059323      0.23931      5.370e+04    0.85918          4.370e+02   0.006992    2.403e+03   0.038448    0.0061727     
10     0.66752      4.6736       0.17939       0.17589      2.274e+04    0.36379          3.220e+02   0.005152    5.855e+03   0.09368     0.0061727     
11     0.69613      4.6498       0.16235       0.16586      2.506e+04    0.40091          3.460e+02   0.005536    4.630e+03   0.07408     0.0061727     
12     0.65627      4.6193       0.13784       0.12702      1.772e+04    0.28355          2.490e+02   0.003984    5.268e+03   0.084288    0.0061727     
13     0.53713      4.8271       0.11592       0.053222     1.970e+02    0.003152         4.000e+00   6.4e-05     5.054e+03   0.080864    0.0061727     
14     0.70715      4.5002       0.095884      0.31711      8.750e+04    1.3999           1.898e+03   0.030368    4.178e+03   0.066848    0.0061727     
15     0.70512      4.5153       0.11032       0.45457      1.384e+05    2.2147           2.781e+03   0.044496    4.260e+03   0.06816     0.0061727     
16     0.68431      4.5043       0.1275        0.21787      4.212e+04    0.67392          3.010e+02   0.004816    4.718e+03   0.075488    0.0061727     
17     0.69364      4.6772       0.26776       0.14463      2.312e+04    0.36987          2.940e+02   0.004704    6.483e+03   0.10373     0.0061727     
18     0.68942      4.721        0.18888       0.11685      2.243e+04    0.35888          2.640e+02   0.004224    6.129e+03   0.098064    0.0061727     
19     0.68803      4.6204       0.075436      0.23627      3.418e+04    0.54683          4.860e+02   0.007776    2.636e+03   0.042176    0.0061727     
20     0.69417      4.607        0.16461       0.15866      2.140e+04    0.34248          3.100e+02   0.00496     5.794e+03   0.092704    0.0061727     
21     0.69164      4.5067       0.13334       0.22054      3.055e+04    0.48883          6.010e+02   0.009616    3.850e+03   0.0616      0.0061727     
22     0.6981       4.4911       0.094772      0.25176      4.253e+04    0.68043          9.120e+02   0.014592    4.185e+03   0.06696     0.0061727     
23     0.69198      4.5102       0.10931       0.29579      4.226e+04    0.67608          7.800e+02   0.01248     4.646e+03   0.074336    0.0061727     
24     0.68372      4.7956       0.1002        0.049957     2.120e+02    0.003392         1.800e+01   0.000288    4.663e+03   0.074608    0.0061727     
25     0.69532      4.4367       0.088129      0.2825       6.515e+04    1.0423           7.270e+02   0.011632    3.563e+03   0.057008    0.0061727     
