Performance Recorder: RTAR_1DOP_Detailed_GPPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
26     0.69624      4.6973       0.15946       0.2098       4.440e+04    0.71032          3.740e+02   0.005984    3.668e+03   0.058688    0.0061727     
27     0.68959      4.573        0.09343       0.15116      2.384e+04    0.38142          3.720e+02   0.005952    3.638e+03   0.058208    0.0061727     
28     0.60519      4.8674       0.096055      0.039987     1.300e+01    0.000208         4.000e+00   6.4e-05     4.373e+03   0.069968    0.0061727     
29     0.69383      4.4388       0.14212       0.20466      4.233e+04    0.67733          5.320e+02   0.008512    4.825e+03   0.0772      0.0061727     
30     0.66183      4.61         0.087999      0.18488      1.898e+04    0.30376          2.510e+02   0.004016    3.938e+03   0.063008    0.0061727     
31     0.6904       4.5716       0.18767       0.25438      5.364e+04    0.85824          5.050e+02   0.00808     5.360e+03   0.08576     0.0061727     
32     0.6558       4.5369       0.067851      0.19978      2.880e+04    0.46078          4.200e+02   0.00672     3.273e+03   0.052368    0.0061727     
33     0.58024      4.8564       0.13139       0.045257     2.700e+01    0.000432         1.900e+01   0.000304    4.415e+03   0.07064     0.0061727     
34     0.66346      4.7655       0.13916       0.19049      4.475e+04    0.71605          2.960e+02   0.004736    5.506e+03   0.088096    0.0061727     
35     0.68806      4.5236       0.078161      0.22663      4.956e+04    0.79294          4.170e+02   0.006672    3.555e+03   0.05688     0.0061727     
36     0.66959      4.5042       0.070296      0.24209      5.662e+04    0.90584          4.850e+02   0.00776     2.990e+03   0.04784     0.0061727     
37     0.7084       4.3002       0.067891      0.42341      1.058e+05    1.692            2.226e+03   0.035616    2.241e+03   0.035856    0.0061727     
38     0.71371      4.1762       0.10637       0.54929      1.096e+05    1.7529           3.063e+03   0.049008    4.256e+03   0.068096    0.0061727     
39     0.6879       4.5455       0.083221      0.15427      1.794e+04    0.2871           2.510e+02   0.004016    3.704e+03   0.059264    0.0061727     
40     0.72198      4.1359       0.18564       0.68389      1.802e+05    2.8835           4.874e+03   0.077984    4.692e+03   0.075072    0.0061727     
41     0.69776      4.4607       0.13243       0.26166      4.645e+04    0.74326          1.064e+03   0.017024    4.671e+03   0.074736    0.0061727     
42     0.68906      4.6739       0.26797       0.1829       1.984e+04    0.31738          4.480e+02   0.007168    7.442e+03   0.11907     0.0061727     
43     0.62674      4.7674       0.32375       0.021492     2.000e+00    3.2e-05          2.000e+00   3.2e-05     8.392e+03   0.13427     0.0061727     
44     0.6829       4.6282       0.10781       0.18103      1.712e+04    0.27394          4.340e+02   0.006944    4.025e+03   0.0644      0.0061727     
45     0.68587      4.7964       0.10967       0.19103      3.739e+04    0.59826          2.350e+02   0.00376     3.160e+03   0.05056     0.0061727     
46     0.6952       4.4879       0.089072      0.26357      5.387e+04    0.86195          4.270e+02   0.006832    4.588e+03   0.073408    0.0061727     
47     0.6713       4.4953       0.094322      0.24489      4.118e+04    0.65886          3.790e+02   0.006064    3.396e+03   0.054336    0.0061727     
48     0.6891       4.5857       0.14247       0.22221      2.763e+04    0.44203          6.900e+02   0.01104     4.768e+03   0.076288    0.0061727     
49     0.6859       4.6759       0.095243      0.17995      4.229e+04    0.67667          2.880e+02   0.004608    3.995e+03   0.06392     0.0061727     
50     0.68616      4.364        0.091666      0.29187      5.855e+04    0.93674          6.140e+02   0.009824    3.881e+03   0.062096    0.0061727     
51     0.68947      4.5751       0.10195       0.27747      3.895e+04    0.62325          5.140e+02   0.008224    4.481e+03   0.071696    0.0061727     
52     0.68976      4.7232       0.24031       0.2509       5.975e+04    0.95598          6.310e+02   0.010096    5.510e+03   0.08816     0.0061727     
53     0.70243      4.4429       0.075946      0.29729      3.736e+04    0.59778          1.176e+03   0.018816    3.507e+03   0.056112    0.0061727     
54     0.68848      4.714        0.1118        0.18381      2.923e+04    0.46766          3.580e+02   0.005728    4.798e+03   0.076768    0.0061727     
55     0.65219      4.7037       0.12403       0.13717      1.909e+04    0.30547          2.360e+02   0.003776    5.431e+03   0.086896    0.0061727     
56     0.69362      4.5558       0.1593        0.29811      6.674e+04    1.0678           1.038e+03   0.016608    6.240e+03   0.09984     0.0061727     
57     0.69154      4.5856       0.10938       0.21324      3.216e+04    0.5145           4.890e+02   0.007824    4.676e+03   0.074816    0.0061727     
58     0.68531      4.6465       0.065717      0.23562      2.531e+04    0.40499          3.990e+02   0.006384    2.386e+03   0.038176    0.0061727     
59     0.66062      4.6186       0.12593       0.21303      1.861e+04    0.29771          3.880e+02   0.006208    5.109e+03   0.081744    0.0061727     
60     0.69862      4.4959       0.12796       0.22663      3.400e+04    0.54402          7.960e+02   0.012736    4.335e+03   0.06936     0.0061727     
61     0.69088      4.3917       0.096947      0.3145       6.052e+04    0.96829          6.740e+02   0.010784    3.850e+03   0.0616      0.0061727     
62     0.67687      4.408        0.065476      0.33156      7.416e+04    1.1866           8.940e+02   0.014304    2.586e+03   0.041376    0.0061727     
63     0.69345      4.6519       0.26603       0.21192      2.350e+04    0.37602          6.110e+02   0.009776    9.744e+03   0.1559      0.0061727     
