Performance Recorder: AA_2D_Detailed_RandPerm_64MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      172.61        126.07        836.32       261.93       4.518e+05    4.518e+05    7.530e+06    1.4743        
1      139.68        128.3         865.5        263.08       4.497e+05    4.497e+05    7.536e+06    1.4743        
2      116.11        120.33        900.56       263.54       4.482e+05    4.482e+05    7.593e+06    1.4743        
3      158.13        125.24        851.88       261.2        4.383e+05    4.383e+05    7.489e+06    1.4743        
4      152.32        118.31        862.09       259.85       4.565e+05    4.565e+05    7.573e+06    1.4743        
5      132.63        132.28        874.07       260.05       4.662e+05    4.662e+05    7.575e+06    1.4743        
6      183.45        125.84        824.23       264.73       4.373e+05    4.373e+05    7.464e+06    1.4743        
7      166.48        135.14        832.47       254.66       4.498e+05    4.498e+05    7.494e+06    1.4743        
8      160.29        139.89        833.29       260.91       4.497e+05    4.497e+05    7.536e+06    1.4743        
9      125.85        142.76        865.34       260.71       4.575e+05    4.575e+05    7.555e+06    1.4743        
10     98.434        134.62        905.34       264.18       4.519e+05    4.519e+05    7.609e+06    1.4743        
11     152.45        139.7         841.76       259.01       4.423e+05    4.423e+05    7.509e+06    1.4743        
12     148.29        133.17        847.15       260.21       4.593e+05    4.593e+05    7.588e+06    1.4743        
13     128.73        146.79        862.32       259.86       4.700e+05    4.700e+05    7.590e+06    1.4743        
14     172.53        141.16        817.61       264.41       4.412e+05    4.412e+05    7.482e+06    1.4743        
15     161.22        149.31        820.99       254.17       4.521e+05    4.521e+05    7.508e+06    1.4743        
16     174.24        118.68        845.07       265.16       4.482e+05    4.482e+05    7.593e+06    1.4743        
17     139.54        121.3         876.63       265.72       4.519e+05    4.519e+05    7.609e+06    1.4743        
18     108.07        114.87        921.62       268.35       4.558e+05    4.558e+05    7.667e+06    1.4743        
19     158.56        116.67        860.51       263.72       4.406e+05    4.406e+05    7.562e+06    1.4743        
20     154.88        114.25        866.15       266.22       4.592e+05    4.592e+05    7.642e+06    1.4743        
21     137.56        123.86        879.63       263.49       4.687e+05    4.687e+05    7.644e+06    1.4743        
22     181.75        116.97        835.36       270.33       4.404e+05    4.404e+05    7.534e+06    1.4743        
23     158.39        129.61        844.47       258.99       4.517e+05    4.517e+05    7.562e+06    1.4743        
24     173.08        128.71        833.55       262.86       4.383e+05    4.383e+05    7.489e+06    1.4743        
25     137.55        131.48        866.01       260.34       4.423e+05    4.423e+05    7.509e+06    1.4743        
26     107.66        125.43        907.77       266.36       4.406e+05    4.406e+05    7.562e+06    1.4743        
27     153.88        126.94        853.42       258.64       4.374e+05    4.374e+05    7.469e+06    1.4743        
28     154.7         124.3         854.05       259.77       4.493e+05    4.493e+05    7.545e+06    1.4743        
29     128.36        133.84        877.83       278.69       4.579e+05    4.579e+05    7.542e+06    1.4743        
30     183.31        127.2         821.08       262.64       4.302e+05    4.302e+05    7.439e+06    1.4743        
31     159.29        139.6         832.31       254.33       4.419e+05    4.419e+05    7.460e+06    1.4743        
32     169.71        112.67        856.57       263.55       4.565e+05    4.565e+05    7.573e+06    1.4743        
33     141.33        114.21        882.35       261.75       4.593e+05    4.593e+05    7.588e+06    1.4743        
34     101.9         111.27        931.25       290.02       4.592e+05    4.592e+05    7.642e+06    1.4743        
35     157.15        108.75        870.11       262.67       4.493e+05    4.493e+05    7.545e+06    1.4743        
36     146.08        108.52        882.45       266.17       4.708e+05    4.708e+05    7.627e+06    1.4743        
37     133.46        126.01        879.72       261.84       4.766e+05    4.766e+05    7.624e+06    1.4743        
38     182.97        107.88        843.82       267.54       4.472e+05    4.472e+05    7.517e+06    1.4743        
39     168.66        118.22        847.8        258.47       4.593e+05    4.593e+05    7.543e+06    1.4743        
40     142.39        132.41        864.4        266.56       4.662e+05    4.662e+05    7.575e+06    1.4743        
41     115.73        134.02        888.19       290.55       4.700e+05    4.700e+05    7.590e+06    1.4743        
42     76.547        130.67        937.77       270.4        4.687e+05    4.687e+05    7.644e+06    1.4743        
43     132.6         128.45        875.83       257.25       4.579e+05    4.579e+05    7.542e+06    1.4743        
44     124.05        129.05        885.25       265.81       4.766e+05    4.766e+05    7.624e+06    1.4743        
45     103.95        146           892.69       262.73       4.914e+05    4.914e+05    7.624e+06    1.4743        
46     158.49        128.09        849.05       265.76       4.572e+05    4.572e+05    7.516e+06    1.4743        
47     142.55        138.18        853.67       257.07       4.694e+05    4.694e+05    7.544e+06    1.4743        
48     184.35        120.69        830.48       262.41       4.373e+05    4.373e+05    7.464e+06    1.4743        
49     161.77        115.54        857.06       259.31       4.412e+05    4.412e+05    7.482e+06    1.4743        
50     117.36        118.85        905          266.03       4.404e+05    4.404e+05    7.534e+06    1.4743        
51     166.59        119.45        847.66       255.61       4.302e+05    4.302e+05    7.439e+06    1.4743        
52     165.67        109.48        858.97       259.19       4.472e+05    4.472e+05    7.517e+06    1.4743        
53     147.37        128.53        864.2        259.38       4.572e+05    4.572e+05    7.516e+06    1.4743        
54     198.5         113.7         819.66       273.83       4.358e+05    4.358e+05    7.411e+06    1.4743        
55     178.47        126.25        831.82       259.79       4.425e+05    4.425e+05    7.436e+06    1.4743        
56     153.6         141.11        840.92       263.55       4.498e+05    4.498e+05    7.494e+06    1.4743        
57     138.31        136.39        859.61       261.86       4.521e+05    4.521e+05    7.508e+06    1.4743        
58     94.01         139.17        906.72       266          4.517e+05    4.517e+05    7.562e+06    1.4743        
