Performance Recorder: CBC_RTA_1D_Detailed_RandPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      4.1489       2.5914       12.964       2.818e+03    0.045088         4.375e+04   0.7             1.738e+06   27.809      1.382e+05   2.2105      0.022978      
1      4.1487       2.5868       14.183       2.818e+03    0.045088         4.376e+04   0.70024         1.793e+06   28.693      1.444e+05   2.31        0.022978      
2      4.1484       2.5738       14.176       2.818e+03    0.045088         4.384e+04   0.70149         1.837e+06   29.387      1.447e+05   2.3159      0.022978      
3      4.1481       2.6237       14.578       2.818e+03    0.045088         4.379e+04   0.70064         1.836e+06   29.375      1.452e+05   2.3235      0.022978      
4      4.1499       2.5809       14.157       2.818e+03    0.045088         4.382e+04   0.70115         1.755e+06   28.072      1.418e+05   2.2689      0.022978      
5      4.1482       2.5867       13.99        2.818e+03    0.045088         4.390e+04   0.70238         1.827e+06   29.235      1.463e+05   2.3403      0.022978      
6      4.1489       2.5887       14.916       2.818e+03    0.045088         4.382e+04   0.7012          1.829e+06   29.265      1.468e+05   2.3485      0.022978      
7      4.1472       2.6196       13.34        2.818e+03    0.045088         4.387e+04   0.70186         1.862e+06   29.795      1.470e+05   2.3521      0.022978      
8      4.1498       2.6002       12.664       2.818e+03    0.045088         4.381e+04   0.70101         1.804e+06   28.872      1.429e+05   2.2862      0.022978      
9      4.1475       2.5691       14.213       2.818e+03    0.045088         4.382e+04   0.70114         1.830e+06   29.279      1.480e+05   2.3686      0.022978      
10     4.1491       2.5919       13.589       2.818e+03    0.045088         4.387e+04   0.70197         1.762e+06   28.191      1.417e+05   2.2669      0.022978      
11     4.1477       2.6226       14.196       2.818e+03    0.045088         4.382e+04   0.70112         1.771e+06   28.342      1.406e+05   2.2495      0.022978      
12     4.1508       2.578        15.419       2.818e+03    0.045088         4.382e+04   0.7012          1.805e+06   28.88       1.430e+05   2.288       0.022978      
13     4.1505       2.6168       13.424       2.818e+03    0.045088         4.373e+04   0.69965         1.815e+06   29.043      1.469e+05   2.3508      0.022978      
14     4.15         2.581        12.827       2.818e+03    0.045088         4.383e+04   0.70131         1.840e+06   29.443      1.451e+05   2.3215      0.022978      
15     4.1504       2.5828       14.598       2.831e+03    0.045296         4.378e+04   0.70046         1.862e+06   29.794      1.469e+05   2.3503      0.022978      
