Performance Recorder: 
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | 
0      40.811       256.95       167.12       3.784e+05    3.0268           2.421e+07   193.66          3.274e+06   26.192      3.931e+05   3.1451      
1      40.811       257.03       167.88       3.781e+05    3.025            2.421e+07   193.66          3.274e+06   26.189      3.931e+05   3.1451      
2      40.811       256.95       168.81       3.785e+05    3.0282           2.421e+07   193.66          3.276e+06   26.211      3.932e+05   3.1452      
3      40.811       256.98       167.97       3.782e+05    3.0258           2.421e+07   193.66          3.277e+06   26.215      3.932e+05   3.1452      
4      40.81        256.97       167.91       3.783e+05    3.0261           2.421e+07   193.66          3.277e+06   26.217      3.931e+05   3.1452      
5      40.81        256.95       167.79       3.783e+05    3.0268           2.421e+07   193.66          3.278e+06   26.227      3.932e+05   3.1452      
6      40.81        256.96       168.52       3.783e+05    3.0264           2.421e+07   193.66          3.278e+06   26.221      3.931e+05   3.1451      
7      40.81        256.99       168.99       3.782e+05    3.026            2.421e+07   193.66          3.276e+06   26.206      3.931e+05   3.1452      
8      40.811       256.97       168.45       3.784e+05    3.0272           2.421e+07   193.66          3.279e+06   26.232      3.931e+05   3.1451      
9      40.81        256.99       165.76       3.781e+05    3.0252           2.421e+07   193.66          3.275e+06   26.196      3.931e+05   3.1451      
10     40.811       256.99       168.34       3.782e+05    3.0255           2.421e+07   193.66          3.278e+06   26.22       3.931e+05   3.1452      
11     40.81        256.97       167.68       3.782e+05    3.0259           2.421e+07   193.66          3.276e+06   26.205      3.931e+05   3.1452      
12     40.81        256.96       170.17       3.782e+05    3.0254           2.421e+07   193.66          3.275e+06   26.201      3.931e+05   3.1452      
13     40.809       256.98       167.17       3.782e+05    3.0259           2.421e+07   193.66          3.277e+06   26.215      3.931e+05   3.1451      
14     40.81        256.97       169.42       3.782e+05    3.0254           2.421e+07   193.66          3.278e+06   26.228      3.931e+05   3.1452      
15     40.81        256.98       167.78       3.783e+05    3.0261           2.421e+07   193.66          3.278e+06   26.222      3.931e+05   3.1451      
16     40.812       256.98       168.02       3.781e+05    3.025            2.421e+07   193.66          3.275e+06   26.198      3.932e+05   3.1453      
17     40.81        256.95       167.9        3.783e+05    3.026            2.421e+07   193.66          3.275e+06   26.201      3.932e+05   3.1452      
18     40.811       256.96       169.29       3.781e+05    3.0244           2.421e+07   193.66          3.277e+06   26.218      3.931e+05   3.1452      
19     40.811       256.98       168.51       3.783e+05    3.0262           2.421e+07   193.66          3.276e+06   26.21       3.932e+05   3.1452      
20     40.809       256.95       167.71       3.783e+05    3.0265           2.421e+07   193.66          3.281e+06   26.245      3.932e+05   3.1453      
21     40.809       256.95       165.71       3.782e+05    3.0256           2.421e+07   193.66          3.276e+06   26.207      3.931e+05   3.145       
22     40.808       256.97       168.32       3.783e+05    3.026            2.421e+07   193.66          3.278e+06   26.22       3.931e+05   3.1452      
23     40.81        256.96       167.85       3.781e+05    3.0244           2.421e+07   193.66          3.277e+06   26.212      3.932e+05   3.1452      
24     40.81        256.96       168.6        3.781e+05    3.0249           2.421e+07   193.66          3.275e+06   26.202      3.931e+05   3.1451      
25     40.81        256.98       166.23       3.782e+05    3.0252           2.421e+07   193.66          3.277e+06   26.213      3.931e+05   3.1451      
26     40.81        256.96       167.29       3.783e+05    3.0266           2.421e+07   193.66          3.276e+06   26.209      3.931e+05   3.1452      
27     40.81        256.99       169.89       3.779e+05    3.0236           2.421e+07   193.66          3.279e+06   26.23       3.931e+05   3.1452      
28     40.809       256.99       167.79       3.783e+05    3.0261           2.421e+07   193.66          3.274e+06   26.196      3.931e+05   3.145       
29     40.81        257.03       169.33       3.782e+05    3.0256           2.421e+07   193.66          3.275e+06   26.197      3.931e+05   3.1451      
30     40.81        256.98       168.25       3.784e+05    3.0271           2.421e+07   193.66          3.278e+06   26.221      3.931e+05   3.145       
31     40.81        256.99       166.94       3.783e+05    3.0266           2.421e+07   193.66          3.276e+06   26.208      3.931e+05   3.1451      
32     40.812       256.98       165.71       3.784e+05    3.027            2.421e+07   193.66          3.276e+06   26.21       3.932e+05   3.1453      
33     40.811       256.94       167.5        3.782e+05    3.0252           2.421e+07   193.66          3.279e+06   26.235      3.932e+05   3.1452      
34     40.812       256.95       166.91       3.781e+05    3.0249           2.421e+07   193.66          3.277e+06   26.215      3.932e+05   3.1453      
35     40.811       256.98       167.98       3.784e+05    3.0271           2.421e+07   193.66          3.278e+06   26.221      3.931e+05   3.1452      
36     40.811       256.98       167.63       3.780e+05    3.0241           2.421e+07   193.66          3.277e+06   26.214      3.931e+05   3.1451      
37     40.81        256.97       168.74       3.783e+05    3.0261           2.421e+07   193.66          3.274e+06   26.195      3.931e+05   3.1451      
38     40.81        256.97       167.97       3.782e+05    3.0256           2.421e+07   193.66          3.278e+06   26.223      3.931e+05   3.1451      
39     40.811       256.99       167.98       3.782e+05    3.0256           2.421e+07   193.66          3.277e+06   26.22       3.932e+05   3.1452      
40     40.809       257.04       166.6        3.784e+05    3.0268           2.421e+07   193.66          3.274e+06   26.194      3.931e+05   3.1451      
41     40.81        256.96       167.29       3.784e+05    3.0273           2.421e+07   193.66          3.272e+06   26.177      3.931e+05   3.1451      
42     40.81        256.96       167.87       3.783e+05    3.0263           2.421e+07   193.66          3.278e+06   26.226      3.932e+05   3.1452      
43     40.81        256.99       167.59       3.783e+05    3.026            2.421e+07   193.66          3.278e+06   26.226      3.931e+05   3.1451      
44     40.811       256.96       166.64       3.783e+05    3.0262           2.421e+07   193.66          3.274e+06   26.19       3.931e+05   3.1451      
45     40.811       256.99       168.92       3.783e+05    3.0264           2.421e+07   193.66          3.277e+06   26.22       3.931e+05   3.1452      
46     40.811       256.96       166.1        3.783e+05    3.0261           2.421e+07   193.66          3.275e+06   26.201      3.931e+05   3.1451      
47     40.808       256.99       167.55       3.783e+05    3.0265           2.421e+07   193.66          3.277e+06   26.213      3.931e+05   3.1452      
48     40.81        256.96       167.57       3.780e+05    3.0238           2.421e+07   193.66          3.274e+06   26.189      3.932e+05   3.1452      
49     40.81        256.99       170.21       3.783e+05    3.0264           2.421e+07   193.66          3.279e+06   26.231      3.931e+05   3.1452      
50     40.81        256.94       166.56       3.783e+05    3.0264           2.421e+07   193.66          3.276e+06   26.207      3.932e+05   3.1452      
51     40.81        256.98       170.26       3.783e+05    3.0261           2.421e+07   193.66          3.278e+06   26.226      3.931e+05   3.1451      
52     40.808       256.97       168.01       3.784e+05    3.0272           2.421e+07   193.66          3.276e+06   26.21       3.931e+05   3.1451      
53     40.81        256.95       169.02       3.781e+05    3.0246           2.421e+07   193.66          3.278e+06   26.222      3.932e+05   3.1452      
54     40.81        256.97       168.59       3.781e+05    3.0246           2.421e+07   193.66          3.278e+06   26.227      3.931e+05   3.1452      
55     40.809       256.99       169.12       3.782e+05    3.0256           2.421e+07   193.66          3.275e+06   26.2        3.932e+05   3.1453      
56     40.808       256.98       167.53       3.783e+05    3.0265           2.421e+07   193.66          3.276e+06   26.204      3.931e+05   3.1452      
57     40.809       256.97       166.82       3.782e+05    3.0257           2.421e+07   193.66          3.278e+06   26.228      3.932e+05   3.1452      
58     40.809       256.97       169.75       3.783e+05    3.0261           2.421e+07   193.66          3.276e+06   26.207      3.931e+05   3.145       
59     40.808       257          168.05       3.784e+05    3.0272           2.421e+07   193.66          3.274e+06   26.193      3.931e+05   3.1451      
60     40.809       256.96       167.96       3.782e+05    3.0259           2.421e+07   193.66          3.276e+06   26.207      3.931e+05   3.1451      
61     40.808       256.96       168.23       3.784e+05    3.0273           2.421e+07   193.66          3.275e+06   26.202      3.931e+05   3.1451      
62     40.81        257.03       167.95       3.782e+05    3.0257           2.421e+07   193.66          3.278e+06   26.227      3.931e+05   3.145       
63     40.809       256.98       171.01       3.782e+05    3.0258           2.421e+07   193.66          3.276e+06   26.212      3.931e+05   3.1452      
