Performance Recorder: 
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | 
0      19.877       127.59       3.6934       3.274e+06    26.192           9.651e+05   7.7211          6.040e+02   0.004832    1.197e+05   0.95738     
1      19.836       127.51       0.000291     3.278e+06    26.223           0.000e+00   0               0.000e+00   0           0.000e+00   0           
2      19.872       127.53       0.00019      3.277e+06    26.215           0.000e+00   0               0.000e+00   0           0.000e+00   0           
3      19.89        127.52       0.000892     3.278e+06    26.224           0.000e+00   0               0.000e+00   0           0.000e+00   0           
4      19.824       127.53       0.0002       3.274e+06    26.194           0.000e+00   0               0.000e+00   0           0.000e+00   0           
5      19.864       127.51       0.00036      3.276e+06    26.212           0.000e+00   0               0.000e+00   0           0.000e+00   0           
6      19.842       127.52       0.00022      3.276e+06    26.209           0.000e+00   0               0.000e+00   0           0.000e+00   0           
7      19.856       127.54       0.00028      3.277e+06    26.218           0.000e+00   0               0.000e+00   0           0.000e+00   0           
8      19.824       127.53       3.5212       3.277e+06    26.218           9.014e+05   7.211           5.650e+02   0.00452     1.115e+05   0.89229     
9      19.866       127.54       0.000361     3.280e+06    26.239           0.000e+00   0               0.000e+00   0           0.000e+00   0           
10     19.846       127.52       0.00031      3.276e+06    26.207           0.000e+00   0               0.000e+00   0           0.000e+00   0           
11     19.841       127.55       0.000291     3.275e+06    26.204           0.000e+00   0               0.000e+00   0           0.000e+00   0           
12     19.907       127.55       0.000371     3.277e+06    26.219           0.000e+00   0               0.000e+00   0           0.000e+00   0           
13     19.97        127.54       0.000291     3.278e+06    26.224           0.000e+00   0               0.000e+00   0           0.000e+00   0           
14     19.816       127.53       0.000762     3.279e+06    26.233           0.000e+00   0               0.000e+00   0           0.000e+00   0           
15     19.812       127.54       0.0003       3.277e+06    26.219           0.000e+00   0               0.000e+00   0           0.000e+00   0           
16     19.866       127.56       3.2263       3.274e+06    26.196           8.857e+05   7.0853          5.540e+02   0.004432    1.094e+05   0.87546     
17     19.855       127.53       0.00013      3.277e+06    26.22            0.000e+00   0               0.000e+00   0           0.000e+00   0           
18     19.858       127.52       0.000321     3.273e+06    26.187           0.000e+00   0               0.000e+00   0           0.000e+00   0           
19     19.879       127.54       0.000241     3.276e+06    26.208           0.000e+00   0               0.000e+00   0           0.000e+00   0           
20     19.86        127.53       0.000371     3.277e+06    26.214           0.000e+00   0               0.000e+00   0           0.000e+00   0           
21     19.943       127.52       0.000271     3.278e+06    26.225           0.000e+00   0               0.000e+00   0           0.000e+00   0           
22     19.812       127.52       0.00034      3.274e+06    26.194           0.000e+00   0               0.000e+00   0           0.000e+00   0           
23     19.898       127.55       0.000221     3.273e+06    26.181           0.000e+00   0               0.000e+00   0           0.000e+00   0           
24     19.887       127.53       3.587        3.279e+06    26.229           9.606e+05   7.6847          6.000e+02   0.0048      1.178e+05   0.94243     
25     19.792       127.5        0.00023      3.275e+06    26.199           0.000e+00   0               0.000e+00   0           0.000e+00   0           
26     19.874       127.54       0.000401     3.277e+06    26.214           0.000e+00   0               0.000e+00   0           0.000e+00   0           
27     19.777       127.54       0.000251     3.275e+06    26.204           0.000e+00   0               0.000e+00   0           0.000e+00   0           
28     19.765       127.52       0.00038      3.277e+06    26.216           0.000e+00   0               0.000e+00   0           0.000e+00   0           
29     19.838       127.53       0.000311     3.273e+06    26.188           0.000e+00   0               0.000e+00   0           0.000e+00   0           
30     19.988       127.51       0.000311     3.276e+06    26.212           0.000e+00   0               0.000e+00   0           0.000e+00   0           
31     19.855       127.57       0.000301     3.276e+06    26.207           0.000e+00   0               0.000e+00   0           0.000e+00   0           
32     19.86        127.53       3.8281       3.277e+06    26.22            9.132e+05   7.3055          5.740e+02   0.004592    1.126e+05   0.90102     
33     19.873       127.51       0.000311     3.276e+06    26.208           0.000e+00   0               0.000e+00   0           0.000e+00   0           
34     19.909       127.52       0.000261     3.275e+06    26.199           0.000e+00   0               0.000e+00   0           0.000e+00   0           
35     19.893       127.54       0.00032      3.275e+06    26.2             0.000e+00   0               0.000e+00   0           0.000e+00   0           
36     19.953       127.51       0.00028      3.275e+06    26.202           0.000e+00   0               0.000e+00   0           0.000e+00   0           
37     19.868       127.52       0.000411     3.277e+06    26.212           0.000e+00   0               0.000e+00   0           0.000e+00   0           
38     19.862       127.52       0.000221     3.276e+06    26.21            0.000e+00   0               0.000e+00   0           0.000e+00   0           
39     19.841       127.53       0.000311     3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
40     19.992       127.56       4.3045       3.278e+06    26.227           9.385e+05   7.5084          5.890e+02   0.004712    1.163e+05   0.93013     
41     19.822       127.53       0.00034      3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
42     19.829       127.53       0.000231     3.280e+06    26.238           0.000e+00   0               0.000e+00   0           0.000e+00   0           
43     19.818       127.58       0.000301     3.277e+06    26.217           0.000e+00   0               0.000e+00   0           0.000e+00   0           
44     19.849       127.54       0.000221     3.279e+06    26.229           0.000e+00   0               0.000e+00   0           0.000e+00   0           
45     19.856       127.55       0.00022      3.276e+06    26.209           0.000e+00   0               0.000e+00   0           0.000e+00   0           
46     19.902       127.55       0.00023      3.278e+06    26.225           0.000e+00   0               0.000e+00   0           0.000e+00   0           
47     19.84        127.54       0.000411     3.278e+06    26.227           0.000e+00   0               0.000e+00   0           0.000e+00   0           
48     19.866       127.53       3.6812       3.276e+06    26.21            9.793e+05   7.8344          6.110e+02   0.004888    1.203e+05   0.96242     
49     19.863       127.51       0.000261     3.274e+06    26.19            0.000e+00   0               0.000e+00   0           0.000e+00   0           
50     19.904       127.54       0.000341     3.275e+06    26.199           0.000e+00   0               0.000e+00   0           0.000e+00   0           
