Performance Recorder: 
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | 
0      20.254       66.584       18.774       3.274e+06    26.192           2.943e+06   23.542          1.865e+03   0.01492     3.258e+05   2.6061      
1      20.252       66.546       0.00032      3.278e+06    26.223           0.000e+00   0               0.000e+00   0           0.000e+00   0           
2      20.253       66.546       0.00026      3.277e+06    26.215           0.000e+00   0               0.000e+00   0           0.000e+00   0           
3      20.254       66.566       0.00033      3.278e+06    26.224           0.000e+00   0               0.000e+00   0           0.000e+00   0           
4      20.253       66.539       0.000241     3.274e+06    26.194           0.000e+00   0               0.000e+00   0           0.000e+00   0           
5      20.251       66.546       0.000361     3.276e+06    26.212           0.000e+00   0               0.000e+00   0           0.000e+00   0           
6      20.252       66.536       0.00032      3.276e+06    26.209           0.000e+00   0               0.000e+00   0           0.000e+00   0           
7      20.252       66.55        0.000351     3.277e+06    26.218           0.000e+00   0               0.000e+00   0           0.000e+00   0           
8      20.253       66.614       25.336       3.277e+06    26.218           4.754e+06   38.03           3.010e+03   0.02408     5.095e+05   4.0763      
9      20.253       66.562       0.00047      3.280e+06    26.239           0.000e+00   0               0.000e+00   0           0.000e+00   0           
10     20.252       66.554       0.000301     3.276e+06    26.207           0.000e+00   0               0.000e+00   0           0.000e+00   0           
11     20.253       66.57        0.000411     3.275e+06    26.204           0.000e+00   0               0.000e+00   0           0.000e+00   0           
12     20.244       66.575       0.00029      3.277e+06    26.219           0.000e+00   0               0.000e+00   0           0.000e+00   0           
13     20.245       66.559       0.000351     3.278e+06    26.224           0.000e+00   0               0.000e+00   0           0.000e+00   0           
14     20.244       66.581       0.000271     3.279e+06    26.233           0.000e+00   0               0.000e+00   0           0.000e+00   0           
15     20.246       66.584       0.000341     3.277e+06    26.219           0.000e+00   0               0.000e+00   0           0.000e+00   0           
16     20.251       66.566       24.849       3.274e+06    26.196           4.878e+06   39.023          3.110e+03   0.02488     5.287e+05   4.2299      
17     20.253       66.536       0.00021      3.277e+06    26.22            0.000e+00   0               0.000e+00   0           0.000e+00   0           
18     20.252       66.547       0.000421     3.273e+06    26.187           0.000e+00   0               0.000e+00   0           0.000e+00   0           
19     20.252       66.559       0.000421     3.276e+06    26.208           0.000e+00   0               0.000e+00   0           0.000e+00   0           
20     20.252       66.539       0.00023      3.277e+06    26.214           0.000e+00   0               0.000e+00   0           0.000e+00   0           
21     20.252       66.543       0.00022      3.278e+06    26.225           0.000e+00   0               0.000e+00   0           0.000e+00   0           
22     20.253       66.544       0.000361     3.274e+06    26.194           0.000e+00   0               0.000e+00   0           0.000e+00   0           
23     20.252       66.561       0.000241     3.273e+06    26.181           0.000e+00   0               0.000e+00   0           0.000e+00   0           
24     20.253       66.586       16.16        3.279e+06    26.229           3.166e+06   25.332          2.002e+03   0.016016    3.503e+05   2.8021      
25     20.253       66.577       0.000271     3.275e+06    26.199           0.000e+00   0               0.000e+00   0           0.000e+00   0           
26     20.252       66.582       0.000341     3.277e+06    26.214           0.000e+00   0               0.000e+00   0           0.000e+00   0           
27     20.253       66.573       0.000331     3.275e+06    26.204           0.000e+00   0               0.000e+00   0           0.000e+00   0           
28     20.252       66.552       0.000421     3.277e+06    26.216           0.000e+00   0               0.000e+00   0           0.000e+00   0           
29     20.251       66.563       0.00022      3.273e+06    26.188           0.000e+00   0               0.000e+00   0           0.000e+00   0           
30     20.252       66.566       0.000311     3.276e+06    26.212           0.000e+00   0               0.000e+00   0           0.000e+00   0           
31     20.255       66.611       0.00026      3.276e+06    26.207           0.000e+00   0               0.000e+00   0           0.000e+00   0           
32     20.251       66.567       31.172       3.277e+06    26.22            4.689e+06   37.514          2.986e+03   0.023888    4.989e+05   3.9914      
33     20.252       66.539       0.000511     3.276e+06    26.208           0.000e+00   0               0.000e+00   0           0.000e+00   0           
34     20.252       66.538       0.00024      3.275e+06    26.199           0.000e+00   0               0.000e+00   0           0.000e+00   0           
35     20.252       66.557       0.0003       3.275e+06    26.2             0.000e+00   0               0.000e+00   0           0.000e+00   0           
36     20.254       66.539       0.0003       3.275e+06    26.202           0.000e+00   0               0.000e+00   0           0.000e+00   0           
37     20.254       66.564       0.000441     3.277e+06    26.212           0.000e+00   0               0.000e+00   0           0.000e+00   0           
38     20.253       66.529       0.00021      3.276e+06    26.21            0.000e+00   0               0.000e+00   0           0.000e+00   0           
39     20.253       66.541       0.00034      3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
40     20.252       66.588       34.526       3.278e+06    26.227           4.755e+06   38.039          3.020e+03   0.02416     4.954e+05   3.9632      
41     20.253       66.549       0.000391     3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
42     20.252       66.592       0.0003       3.280e+06    26.238           0.000e+00   0               0.000e+00   0           0.000e+00   0           
43     20.253       66.568       0.00043      3.277e+06    26.217           0.000e+00   0               0.000e+00   0           0.000e+00   0           
44     20.253       66.573       0.00033      3.279e+06    26.229           0.000e+00   0               0.000e+00   0           0.000e+00   0           
45     20.252       66.563       0.000491     3.276e+06    26.209           0.000e+00   0               0.000e+00   0           0.000e+00   0           
46     20.251       66.543       0.000201     3.278e+06    26.225           0.000e+00   0               0.000e+00   0           0.000e+00   0           
47     20.253       66.565       0.000431     3.278e+06    26.227           0.000e+00   0               0.000e+00   0           0.000e+00   0           
48     20.251       66.558       9.9392       3.276e+06    26.21            2.494e+06   19.954          1.587e+03   0.012696    2.838e+05   2.27        
49     20.25        66.54        0.00026      3.274e+06    26.19            0.000e+00   0               0.000e+00   0           0.000e+00   0           
50     20.252       66.546       0.000371     3.275e+06    26.199           0.000e+00   0               0.000e+00   0           0.000e+00   0           
51     20.252       66.567       0.000281     3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
52     20.25        66.538       0.000331     3.278e+06    26.223           0.000e+00   0               0.000e+00   0           0.000e+00   0           
53     20.251       66.572       0.000331     3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
54     20.252       66.561       0.000401     3.276e+06    26.207           0.000e+00   0               0.000e+00   0           0.000e+00   0           
55     20.248       66.554       0.00025      3.278e+06    26.225           0.000e+00   0               0.000e+00   0           0.000e+00   0           
56     20.25        66.587       28.061       3.278e+06    26.222           5.107e+06   40.853          3.256e+03   0.026048    5.485e+05   4.3877      
57     20.25        66.563       0.00027      3.279e+06    26.229           0.000e+00   0               0.000e+00   0           0.000e+00   0           
58     20.25        66.552       0.00033      3.277e+06    26.22            0.000e+00   0               0.000e+00   0           0.000e+00   0           
59     20.249       66.602       0.000271     3.276e+06    26.204           0.000e+00   0               0.000e+00   0           0.000e+00   0           
60     20.251       66.539       0.00034      3.273e+06    26.187           0.000e+00   0               0.000e+00   0           0.000e+00   0           
61     20.251       66.561       0.00023      3.278e+06    26.223           0.000e+00   0               0.000e+00   0           0.000e+00   0           
62     20.251       66.531       0.000341     3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
63     20.253       66.575       0.00022      3.275e+06    26.203           0.000e+00   0               0.000e+00   0           0.000e+00   0           
