Performance Recorder: 
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | 
0      46.863       981.72       2445.1       3.274e+06    26.192           2.097e+08   1677.6          3.024e+06   24.189      3.145e+06   25.161      
1      46.865       981.68       0.000881     3.278e+06    26.223           0.000e+00   0               0.000e+00   0           0.000e+00   0           
2      46.864       981.68       0.000581     3.277e+06    26.215           0.000e+00   0               0.000e+00   0           0.000e+00   0           
3      46.864       981.7        0.000521     3.278e+06    26.224           0.000e+00   0               0.000e+00   0           0.000e+00   0           
4      46.864       981.67       0.000572     3.274e+06    26.194           0.000e+00   0               0.000e+00   0           0.000e+00   0           
5      46.864       981.67       0.000651     3.276e+06    26.212           0.000e+00   0               0.000e+00   0           0.000e+00   0           
6      46.864       981.67       0.000581     3.276e+06    26.209           0.000e+00   0               0.000e+00   0           0.000e+00   0           
7      46.864       981.69       0.000591     3.277e+06    26.218           0.000e+00   0               0.000e+00   0           0.000e+00   0           
8      46.863       981.73       2393.7       3.277e+06    26.218           2.097e+08   1677.6          3.031e+06   24.245      3.145e+06   25.161      
9      46.863       981.68       0.000601     3.280e+06    26.239           0.000e+00   0               0.000e+00   0           0.000e+00   0           
10     46.864       981.68       0.000561     3.276e+06    26.207           0.000e+00   0               0.000e+00   0           0.000e+00   0           
11     46.864       981.69       0.000562     3.275e+06    26.204           0.000e+00   0               0.000e+00   0           0.000e+00   0           
12     46.865       981.69       0.000712     3.277e+06    26.219           0.000e+00   0               0.000e+00   0           0.000e+00   0           
13     46.864       981.7        0.000812     3.278e+06    26.224           0.000e+00   0               0.000e+00   0           0.000e+00   0           
14     46.864       981.71       0.000561     3.279e+06    26.233           0.000e+00   0               0.000e+00   0           0.000e+00   0           
15     46.865       981.73       0.000521     3.277e+06    26.219           0.000e+00   0               0.000e+00   0           0.000e+00   0           
16     46.862       981.73       2397         3.274e+06    26.196           2.097e+08   1677.6          3.033e+06   24.261      3.145e+06   25.161      
17     46.864       981.69       0.000341     3.277e+06    26.22            0.000e+00   0               0.000e+00   0           0.000e+00   0           
18     46.862       981.69       0.000381     3.273e+06    26.187           0.000e+00   0               0.000e+00   0           0.000e+00   0           
19     46.863       981.71       0.000241     3.276e+06    26.208           0.000e+00   0               0.000e+00   0           0.000e+00   0           
20     46.862       981.67       0.0003       3.277e+06    26.214           0.000e+00   0               0.000e+00   0           0.000e+00   0           
21     46.862       981.68       0.00026      3.278e+06    26.225           0.000e+00   0               0.000e+00   0           0.000e+00   0           
22     46.862       981.68       0.00032      3.274e+06    26.194           0.000e+00   0               0.000e+00   0           0.000e+00   0           
23     46.861       981.68       0.000231     3.273e+06    26.181           0.000e+00   0               0.000e+00   0           0.000e+00   0           
24     46.86        981.74       2455         3.279e+06    26.229           2.097e+08   1677.6          3.025e+06   24.203      3.145e+06   25.161      
25     46.862       981.7        0.000401     3.275e+06    26.199           0.000e+00   0               0.000e+00   0           0.000e+00   0           
26     46.862       981.72       0.00041      3.277e+06    26.214           0.000e+00   0               0.000e+00   0           0.000e+00   0           
27     46.862       981.75       0.00031      3.275e+06    26.204           0.000e+00   0               0.000e+00   0           0.000e+00   0           
28     46.864       981.69       0.000331     3.277e+06    26.216           0.000e+00   0               0.000e+00   0           0.000e+00   0           
29     46.863       981.7        0.00029      3.273e+06    26.188           0.000e+00   0               0.000e+00   0           0.000e+00   0           
30     46.863       981.69       0.000261     3.276e+06    26.212           0.000e+00   0               0.000e+00   0           0.000e+00   0           
31     46.863       981.7        0.00027      3.276e+06    26.207           0.000e+00   0               0.000e+00   0           0.000e+00   0           
32     46.864       981.73       2413.2       3.277e+06    26.22            2.097e+08   1677.6          3.030e+06   24.237      3.145e+06   25.161      
33     46.865       981.69       0.000221     3.276e+06    26.208           0.000e+00   0               0.000e+00   0           0.000e+00   0           
34     46.862       981.69       0.00024      3.275e+06    26.199           0.000e+00   0               0.000e+00   0           0.000e+00   0           
35     46.863       981.71       0.000331     3.275e+06    26.2             0.000e+00   0               0.000e+00   0           0.000e+00   0           
36     46.865       981.67       0.000281     3.275e+06    26.202           0.000e+00   0               0.000e+00   0           0.000e+00   0           
37     46.864       981.68       0.000772     3.277e+06    26.212           0.000e+00   0               0.000e+00   0           0.000e+00   0           
38     46.865       981.67       0.000251     3.276e+06    26.21            0.000e+00   0               0.000e+00   0           0.000e+00   0           
39     46.864       981.68       0.000401     3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
40     46.862       981.73       2410.5       3.278e+06    26.227           2.097e+08   1677.6          3.026e+06   24.207      3.145e+06   25.161      
41     46.864       981.68       0.000361     3.276e+06    26.211           0.000e+00   0               0.000e+00   0           0.000e+00   0           
42     46.863       981.69       0.0004       3.280e+06    26.238           0.000e+00   0               0.000e+00   0           0.000e+00   0           
43     46.863       981.69       0.00044      3.277e+06    26.217           0.000e+00   0               0.000e+00   0           0.000e+00   0           
44     46.864       981.74       0.00035      3.279e+06    26.229           0.000e+00   0               0.000e+00   0           0.000e+00   0           
45     46.864       981.7        0.00041      3.276e+06    26.209           0.000e+00   0               0.000e+00   0           0.000e+00   0           
46     46.863       981.7        0.00023      3.278e+06    26.225           0.000e+00   0               0.000e+00   0           0.000e+00   0           
