Performance Recorder: RTAR_1D_Detailed_RandPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      25.28        100.92       2.2105       1.445e+05    2.3121           1.974e+06   31.581          5.920e+04   0.94718     5.384e+03   0.086144    0.12854       
1      25.28        100.91       2.2132       1.443e+05    2.3081           1.994e+06   31.897          6.049e+04   0.96787     5.452e+03   0.087232    0.12854       
2      25.28        100.92       2.1833       1.446e+05    2.3141           1.966e+06   31.448          5.894e+04   0.94306     5.431e+03   0.086896    0.12854       
3      25.28        100.94       2.0894       1.446e+05    2.3135           1.983e+06   31.728          5.945e+04   0.95123     5.376e+03   0.086016    0.12854       
4      25.28        100.92       2.1682       1.446e+05    2.3137           1.987e+06   31.793          6.004e+04   0.96064     5.404e+03   0.086464    0.12854       
5      25.28        100.92       2.0935       1.447e+05    2.3146           1.971e+06   31.534          5.870e+04   0.93925     5.366e+03   0.085856    0.12854       
6      25.28        100.92       2.0965       1.442e+05    2.3079           1.967e+06   31.469          5.896e+04   0.94338     5.424e+03   0.086784    0.12854       
7      25.28        100.94       2.1061       1.445e+05    2.3123           1.975e+06   31.601          5.873e+04   0.93965     5.346e+03   0.085536    0.12854       
8      25.282       100.92       2.2291       1.444e+05    2.3105           1.975e+06   31.606          5.926e+04   0.94821     5.389e+03   0.086224    0.12854       
9      25.282       100.92       2.1439       1.443e+05    2.309            1.972e+06   31.551          5.945e+04   0.95125     5.429e+03   0.086864    0.12854       
10     25.283       100.95       2.0981       1.446e+05    2.3133           1.982e+06   31.714          5.995e+04   0.95923     5.392e+03   0.086272    0.12854       
11     25.282       100.92       2.1961       1.445e+05    2.3122           1.978e+06   31.653          5.993e+04   0.95891     5.416e+03   0.086656    0.12854       
12     25.282       100.91       2.1947       1.444e+05    2.3108           1.989e+06   31.826          6.060e+04   0.96962     5.487e+03   0.087792    0.12854       
13     25.282       100.91       2.1571       1.447e+05    2.3146           1.973e+06   31.575          5.944e+04   0.95102     5.364e+03   0.085824    0.12854       
14     25.281       100.94       2.1223       1.445e+05    2.3119           1.972e+06   31.556          5.886e+04   0.94178     5.409e+03   0.086544    0.12854       
15     25.282       100.92       2.0786       1.447e+05    2.3158           1.975e+06   31.606          6.019e+04   0.96298     5.441e+03   0.087056    0.12854       
