Performance Recorder: AA_1D_Detailed_NoPerm_64MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      33.937       289.44       28.331       6.991e+05    11.186           9.898e+05   15.836          6.991e+05   11.186      2.159e+06   34.548      0.37689       
1      33.936       289.45       31.448       7.701e+05    12.322           1.852e+06   29.631          7.701e+05   12.322      2.353e+06   37.648      0.37689       
2      33.935       289.45       28.531       8.029e+05    12.846           3.778e+06   60.453          8.029e+05   12.846      2.396e+06   38.341      0.37689       
3      33.935       289.5        33.252       8.185e+05    13.097           2.600e+06   41.593          8.185e+05   13.097      2.421e+06   38.737      0.37689       
4      33.934       289.44       31.932       7.521e+05    12.033           2.731e+06   43.695          7.521e+05   12.033      2.341e+06   37.457      0.37689       
5      33.934       289.46       31.81        7.666e+05    12.266           3.051e+06   48.816          7.666e+05   12.266      2.352e+06   37.625      0.37689       
6      33.935       289.44       31.719       7.573e+05    12.117           3.034e+06   48.536          7.573e+05   12.117      2.337e+06   37.397      0.37689       
7      33.933       289.47       30.584       7.301e+05    11.682           2.711e+06   43.368          7.301e+05   11.682      2.297e+06   36.754      0.37689       
8      33.937       289.46       29.454       7.290e+05    11.665           2.641e+06   42.262          7.290e+05   11.665      2.284e+06   36.537      0.37689       
9      33.936       289.47       26.863       7.253e+05    11.605           2.871e+06   45.943          7.253e+05   11.605      2.278e+06   36.449      0.37689       
10     33.936       289.46       29.555       7.159e+05    11.455           2.505e+06   40.079          7.159e+05   11.455      2.269e+06   36.299      0.37689       
11     33.937       289.47       28.668       7.167e+05    11.468           2.887e+06   46.187          7.167e+05   11.468      2.266e+06   36.254      0.37689       
12     33.931       289.47       29.412       6.871e+05    10.994           2.435e+06   38.964          6.871e+05   10.994      2.231e+06   35.688      0.37689       
13     33.931       289.48       30.706       6.853e+05    10.965           2.429e+06   38.865          6.853e+05   10.965      2.200e+06   35.195      0.37689       
14     33.932       289.46       28.565       6.722e+05    10.756           2.202e+06   35.227          6.722e+05   10.756      2.171e+06   34.733      0.37689       
15     33.932       289.48       29.892       6.719e+05    10.751           2.209e+06   35.342          6.719e+05   10.751      2.149e+06   34.377      0.37689       
16     33.935       289.45       27.65        6.578e+05    10.525           1.789e+06   28.618          6.578e+05   10.525      2.130e+06   34.081      0.37689       
17     33.934       289.45       31.898       7.606e+05    12.169           3.855e+06   61.68           7.606e+05   12.169      2.328e+06   37.247      0.37689       
18     33.933       289.49       26.725       8.392e+05    13.427           4.808e+06   76.936          8.392e+05   13.427      2.490e+06   39.839      0.37689       
19     33.933       289.48       31.147       8.113e+05    12.98            3.856e+06   61.69           8.113e+05   12.98       2.427e+06   38.831      0.37689       
20     33.933       289.43       33.659       7.492e+05    11.987           1.326e+06   21.21           7.492e+05   11.987      2.278e+06   36.456      0.37689       
21     33.932       289.44       28.829       7.148e+05    11.436           1.930e+06   30.884          7.148e+05   11.436      2.185e+06   34.953      0.37689       
22     33.936       289.45       32.733       8.217e+05    13.147           3.149e+06   50.378          8.217e+05   13.147      2.453e+06   39.251      0.37689       
23     33.933       289.47       33.529       8.502e+05    13.603           4.623e+06   73.969          8.502e+05   13.603      2.500e+06   40.002      0.37689       
24     33.932       289.48       32.418       7.987e+05    12.78            3.705e+06   59.288          7.987e+05   12.78       2.389e+06   38.227      0.37689       
25     33.932       289.47       30.664       7.827e+05    12.523           3.352e+06   53.63           7.827e+05   12.523      2.380e+06   38.085      0.37689       
26     33.934       289.46       32.856       7.689e+05    12.302           3.323e+06   53.162          7.689e+05   12.302      2.357e+06   37.704      0.37689       
27     33.931       289.49       26.299       7.584e+05    12.135           3.260e+06   52.16           7.584e+05   12.135      2.342e+06   37.467      0.37689       
28     33.926       289.46       30.738       7.400e+05    11.84            2.915e+06   46.634          7.400e+05   11.84       2.316e+06   37.063      0.37689       
29     33.924       289.47       31.446       7.441e+05    11.905           3.513e+06   56.212          7.441e+05   11.905      2.314e+06   37.028      0.37689       
30     33.925       289.46       30.361       7.496e+05    11.994           3.553e+06   56.85           7.496e+05   11.994      2.326e+06   37.22       0.37689       
31     33.924       289.5        29.845       7.345e+05    11.751           3.529e+06   56.463          7.345e+05   11.751      2.296e+06   36.729      0.37689       
32     33.933       289.47       28.266       7.386e+05    11.818           3.520e+06   56.317          7.386e+05   11.818      2.300e+06   36.797      0.37689       
33     33.933       289.47       31.738       7.498e+05    11.998           3.519e+06   56.31           7.498e+05   11.998      2.316e+06   37.049      0.37689       
34     33.932       289.49       32.733       7.681e+05    12.29            4.090e+06   65.432          7.681e+05   12.29       2.350e+06   37.595      0.37689       
35     33.931       289.48       31.236       7.561e+05    12.097           3.323e+06   53.176          7.561e+05   12.097      2.324e+06   37.184      0.37689       
36     33.932       289.45       25.473       6.975e+05    11.16            3.106e+06   49.695          6.975e+05   11.16       2.242e+06   35.879      0.37689       
37     33.932       289.46       32.269       7.455e+05    11.928           3.791e+06   60.661          7.455e+05   11.928      2.314e+06   37.016      0.37689       
38     33.931       289.45       29.888       7.532e+05    12.051           3.677e+06   58.828          7.532e+05   12.051      2.337e+06   37.396      0.37689       
39     33.933       289.49       30.027       7.440e+05    11.903           3.748e+06   59.972          7.440e+05   11.903      2.323e+06   37.172      0.37689       
40     33.932       289.49       29.88        7.274e+05    11.638           3.512e+06   56.186          7.274e+05   11.638      2.303e+06   36.85       0.37689       
41     33.931       289.48       31.245       7.192e+05    11.508           3.313e+06   53.005          7.192e+05   11.508      2.274e+06   36.392      0.37689       
42     33.931       289.47       31.396       7.248e+05    11.597           3.407e+06   54.512          7.248e+05   11.597      2.277e+06   36.426      0.37689       
43     33.932       289.48       29.295       7.048e+05    11.276           3.302e+06   52.836          7.048e+05   11.276      2.251e+06   36.018      0.37689       
44     33.924       289.49       29.595       7.244e+05    11.591           3.794e+06   60.707          7.244e+05   11.591      2.262e+06   36.189      0.37689       
45     33.924       289.52       27.171       7.304e+05    11.686           3.707e+06   59.305          7.304e+05   11.686      2.272e+06   36.357      0.37689       
46     33.925       289.46       28.2         7.206e+05    11.53            3.443e+06   55.081          7.206e+05   11.53       2.267e+06   36.268      0.37689       
47     33.925       289.49       28.949       7.302e+05    11.683           3.500e+06   56.005          7.302e+05   11.683      2.282e+06   36.513      0.37689       
48     33.936       289.46       31.147       7.213e+05    11.541           3.675e+06   58.803          7.213e+05   11.541      2.258e+06   36.124      0.37689       
49     33.935       289.47       31.526       7.310e+05    11.697           3.584e+06   57.351          7.310e+05   11.697      2.282e+06   36.506      0.37689       
50     33.934       289.48       27.826       6.914e+05    11.063           3.199e+06   51.189          6.914e+05   11.063      2.224e+06   35.582      0.37689       
51     33.935       289.49       29.588       7.122e+05    11.396           2.961e+06   47.381          7.122e+05   11.396      2.242e+06   35.872      0.37689       
52     33.934       289.45       28.908       6.965e+05    11.145           3.190e+06   51.047          6.965e+05   11.145      2.211e+06   35.368      0.37689       
53     33.933       289.45       29.167       7.026e+05    11.242           3.335e+06   53.354          7.026e+05   11.242      2.242e+06   35.873      0.37689       
54     33.934       289.46       26.808       6.772e+05    10.836           3.053e+06   48.842          6.772e+05   10.836      2.200e+06   35.206      0.37689       
55     33.934       289.48       28.157       6.705e+05    10.727           2.697e+06   43.145          6.705e+05   10.727      2.183e+06   34.934      0.37689       
56     33.936       289.48       27.983       6.559e+05    10.495           2.828e+06   45.246          6.559e+05   10.495      2.133e+06   34.129      0.37689       
57     33.933       289.47       28.586       6.702e+05    10.723           2.688e+06   43.012          6.702e+05   10.723      2.157e+06   34.513      0.37689       
58     33.935       289.49       28.735       6.706e+05    10.73            2.987e+06   47.8            6.706e+05   10.73       2.154e+06   34.472      0.37689       
59     33.935       289.5        26.228       6.316e+05    10.105           2.917e+06   46.677          6.316e+05   10.105      2.075e+06   33.203      0.37689       
60     33.933       289.46       28.001       6.636e+05    10.618           2.859e+06   45.752          6.636e+05   10.618      2.150e+06   34.398      0.37689       
61     33.933       289.47       27.286       6.484e+05    10.374           2.851e+06   45.621          6.484e+05   10.374      2.092e+06   33.471      0.37689       
62     33.934       289.45       26.167       6.429e+05    10.287           2.698e+06   43.174          6.429e+05   10.287      2.073e+06   33.174      0.37689       
63     33.933       289.48       22.796       6.198e+05    9.9176           2.045e+06   32.728          6.198e+05   9.9176      2.039e+06   32.62       0.37689       
