Performance Recorder: RTAR_1DOP_Detailed_RandPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      1.9786       2.6421       0.19609       0.27658      3.606e+04    0.57699          1.488e+04   0.23805     1.340e+03   0.02144     0.0057821     
1      1.9988       2.5996       0.26431       0.33247      3.629e+04    0.5807           1.488e+04   0.23805     1.371e+03   0.021936    0.0057821     
2      1.9849       2.5457       0.2642        0.33386      3.640e+04    0.5824           1.488e+04   0.23805     1.351e+03   0.021616    0.0057821     
3      2.1091       2.6618       0.2168        0.29165      3.613e+04    0.57808          1.488e+04   0.23805     1.352e+03   0.021632    0.0057821     
4      1.9933       2.617        0.22126       0.29137      3.618e+04    0.57888          1.488e+04   0.23805     1.352e+03   0.021632    0.0057821     
5      1.858        2.6681       0.23483       0.32826      3.622e+04    0.57949          1.488e+04   0.23805     1.364e+03   0.021824    0.0057821     
6      2.0023       2.7034       0.20757       0.279        3.600e+04    0.57592          1.488e+04   0.23805     1.378e+03   0.022048    0.0057821     
7      2.0659       2.6469       0.20532       0.28022      3.621e+04    0.57942          1.488e+04   0.23805     1.371e+03   0.021936    0.0057821     
8      2.0792       2.4997       0.20603       0.28369      3.638e+04    0.58213          1.488e+04   0.23805     1.357e+03   0.021712    0.0057821     
9      1.8923       2.6154       0.25904       0.35411      3.622e+04    0.57949          1.488e+04   0.23805     1.344e+03   0.021504    0.0057821     
10     1.9854       2.5807       0.26952       0.33527      3.619e+04    0.57904          1.488e+04   0.23805     1.393e+03   0.022288    0.0057821     
11     1.9432       2.7292       0.21232       0.29162      3.617e+04    0.57874          1.488e+04   0.23805     1.372e+03   0.021952    0.0057821     
12     2.0949       2.65         0.21857       0.29552      3.610e+04    0.57762          1.488e+04   0.23805     1.363e+03   0.021808    0.0057821     
13     1.9438       2.6324       0.23643       0.31238      3.614e+04    0.5783           1.488e+04   0.23805     1.369e+03   0.021904    0.0057821     
14     1.987        2.6463       0.20925       0.2918       3.623e+04    0.5797           1.488e+04   0.23805     1.357e+03   0.021712    0.0057821     
15     2.0364       2.6662       0.2047        0.27568      3.613e+04    0.57808          1.488e+04   0.23805     1.362e+03   0.021792    0.0057821     
16     1.9664       2.6778       0.22491       0.28796      3.614e+04    0.57826          1.488e+04   0.23805     1.379e+03   0.022064    0.0057821     
17     1.8781       2.701        0.25026       0.31873      3.630e+04    0.58085          1.488e+04   0.23805     1.400e+03   0.0224      0.0057821     
18     1.9697       2.6136       0.23713       0.31736      3.619e+04    0.5791           1.488e+04   0.23805     1.348e+03   0.021568    0.0057821     
19     1.9739       2.6067       0.23793       0.30986      3.640e+04    0.58238          1.488e+04   0.23805     1.368e+03   0.021888    0.0057821     
20     1.8839       2.7          0.22499       0.29731      3.610e+04    0.57766          1.488e+04   0.23805     1.380e+03   0.02208     0.0057821     
21     1.8724       2.8793       0.22111       0.29416      3.625e+04    0.58             1.488e+04   0.23805     1.372e+03   0.021952    0.0057821     
22     1.9656       2.64         0.22096       0.2958       3.624e+04    0.57976          1.488e+04   0.23805     1.362e+03   0.021792    0.0057821     
23     1.9705       2.678        0.21022       0.27855      3.620e+04    0.57918          1.488e+04   0.23805     1.375e+03   0.022       0.0057821     
24     1.9851       2.6537       0.21374       0.29934      3.603e+04    0.57648          1.488e+04   0.23805     1.358e+03   0.021728    0.0057821     
25     2.0442       2.5431       0.24444       0.30451      3.599e+04    0.57586          1.488e+04   0.23805     1.383e+03   0.022128    0.0057821     
26     1.9855       2.6723       0.22978       0.31222      3.623e+04    0.5797           1.488e+04   0.23805     1.310e+03   0.02096     0.0057821     
27     2.1106       2.6467       0.23645       0.30776      3.608e+04    0.5773           1.488e+04   0.23805     1.361e+03   0.021776    0.0057821     
28     1.9325       2.7212       0.2199        0.28766      3.637e+04    0.58195          1.488e+04   0.23805     1.356e+03   0.021696    0.0057821     
29     1.9699       2.6599       0.21503       0.29609      3.631e+04    0.58094          1.488e+04   0.23805     1.345e+03   0.02152     0.0057821     
30     1.9663       2.684        0.2158        0.29073      3.620e+04    0.57917          1.488e+04   0.23805     1.360e+03   0.02176     0.0057821     
31     2.0287       2.6786       0.20964       0.28128      3.619e+04    0.57902          1.488e+04   0.23805     1.364e+03   0.021824    0.0057821     
32     1.9603       2.6937       0.21029       0.28217      3.608e+04    0.57722          1.488e+04   0.23805     1.390e+03   0.02224     0.0057821     
33     1.9717       2.6256       0.233         0.30609      3.617e+04    0.5787           1.488e+04   0.23805     1.328e+03   0.021248    0.0057821     
34     2.0064       2.6411       0.2338        0.32177      3.605e+04    0.57674          1.488e+04   0.23805     1.334e+03   0.021344    0.0057821     
35     1.9352       2.6481       0.23604       0.31148      3.602e+04    0.5764           1.488e+04   0.23805     1.343e+03   0.021488    0.0057821     
36     1.9495       2.6734       0.23187       0.3093       3.626e+04    0.58011          1.488e+04   0.23805     1.348e+03   0.021568    0.0057821     
37     2.0614       2.5714       0.21425       0.29227      3.611e+04    0.57776          1.488e+04   0.23805     1.346e+03   0.021536    0.0057821     
38     1.8603       2.6941       0.21703       0.28806      3.616e+04    0.57862          1.488e+04   0.23805     1.348e+03   0.021568    0.0057821     
39     2.0169       2.5424       0.21418       0.27196      3.620e+04    0.57928          1.488e+04   0.23805     1.387e+03   0.022192    0.0057821     
40     1.9332       2.6764       0.21256       0.2813       3.636e+04    0.58171          1.488e+04   0.23805     1.352e+03   0.021632    0.0057821     
41     2.0437       2.5324       0.2402        0.31038      3.622e+04    0.57958          1.488e+04   0.23805     1.364e+03   0.021824    0.0057821     
42     1.9678       2.602        0.26508       0.32663      3.589e+04    0.5743           1.488e+04   0.23805     1.376e+03   0.022016    0.0057821     
43     1.9601       2.6432       0.2387        0.31766      3.613e+04    0.57802          1.488e+04   0.23805     1.359e+03   0.021744    0.0057821     
44     2.0578       2.5668       0.2368        0.30747      3.622e+04    0.57955          1.488e+04   0.23805     1.360e+03   0.02176     0.0057821     
45     2.0034       2.5266       0.21743       0.29453      3.638e+04    0.582            1.488e+04   0.23805     1.373e+03   0.021968    0.0057821     
46     1.8542       2.7235       0.21522       0.30093      3.624e+04    0.57987          1.488e+04   0.23805     1.340e+03   0.02144     0.0057821     
47     1.9315       2.6899       0.20323       0.28156      3.609e+04    0.57746          1.488e+04   0.23805     1.362e+03   0.021792    0.0057821     
48     2.0672       2.6608       0.20582       0.28205      3.640e+04    0.58234          1.488e+04   0.23805     1.346e+03   0.021536    0.0057821     
49     2.0768       2.6178       0.23448       0.33069      3.632e+04    0.58104          1.488e+04   0.23805     1.369e+03   0.021904    0.0057821     
50     1.9392       2.5556       0.24042       0.34434      3.621e+04    0.57939          1.488e+04   0.23805     1.352e+03   0.021632    0.0057821     
51     1.9447       2.6495       0.2377        0.31009      3.631e+04    0.58091          1.488e+04   0.23805     1.385e+03   0.02216     0.0057821     
52     2.0099       2.6367       0.24093       0.32569      3.630e+04    0.58082          1.488e+04   0.23805     1.375e+03   0.022       0.0057821     
53     1.8872       2.6698       0.21177       0.28887      3.614e+04    0.57826          1.488e+04   0.23805     1.329e+03   0.021264    0.0057821     
54     1.9822       2.6902       0.21579       0.29385      3.617e+04    0.57878          1.488e+04   0.23805     1.340e+03   0.02144     0.0057821     
55     2.0353       2.6501       0.21066       0.28415      3.620e+04    0.57926          1.488e+04   0.23805     1.379e+03   0.022064    0.0057821     
56     1.976        2.6531       0.20458       0.29585      3.631e+04    0.58091          1.488e+04   0.23805     1.332e+03   0.021312    0.0057821     
57     1.9864       2.6263       0.23505       0.31659      3.613e+04    0.5781           1.488e+04   0.23805     1.354e+03   0.021664    0.0057821     
58     1.9812       2.6425       0.23619       0.31484      3.630e+04    0.58088          1.488e+04   0.23805     1.350e+03   0.0216      0.0057821     
59     2.0193       2.6212       0.23576       0.31144      3.625e+04    0.58             1.488e+04   0.23805     1.360e+03   0.02176     0.0057821     
60     1.9471       2.5397       0.22987       0.31631      3.621e+04    0.57934          1.488e+04   0.23805     1.339e+03   0.021424    0.0057821     
61     1.933        2.7012       0.21731       0.28592      3.604e+04    0.57666          1.488e+04   0.23805     1.348e+03   0.021568    0.0057821     
62     1.9559       2.6564       0.20648       0.28339      3.611e+04    0.57782          1.488e+04   0.23805     1.364e+03   0.021824    0.0057821     
63     1.9781       2.675        0.22134       0.28197      3.626e+04    0.58021          1.489e+04   0.23822     1.514e+03   0.024224    0.0057821     
