Performance Recorder: CBC_RTA_1D_Detailed_GPPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      14.185       5.9675       11.359       6.276e+04    1.0042           6.814e+04   1.0902          3.040e+06   48.646      1.514e+05   2.4232      0.03267       
1      14.184       5.9594       11.381       5.928e+04    0.94842          6.597e+04   1.0555          2.899e+06   46.387      1.456e+05   2.3295      0.03267       
2      14.183       5.9634       11.098       5.811e+04    0.92982          6.402e+04   1.0244          2.844e+06   45.507      1.417e+05   2.2669      0.03267       
3      14.182       5.9887       11.054       6.267e+04    1.0027           6.920e+04   1.1072          3.058e+06   48.92       1.525e+05   2.4394      0.03267       
4      14.186       5.9673       10.641       6.230e+04    0.9968           6.833e+04   1.0932          3.019e+06   48.308      1.520e+05   2.4327      0.03267       
5      14.184       5.9626       11.501       5.699e+04    0.91179          6.357e+04   1.0171          2.789e+06   44.624      1.386e+05   2.2173      0.03267       
6      14.184       5.964        11.169       5.988e+04    0.95816          6.484e+04   1.0374          2.932e+06   46.912      1.466e+05   2.3461      0.03267       
7      14.183       5.9918       11.462       6.056e+04    0.96902          6.573e+04   1.0516          2.962e+06   47.392      1.464e+05   2.3417      0.03267       
8      14.183       5.9619       11.58        6.138e+04    0.98202          6.647e+04   1.0635          3.007e+06   48.105      1.493e+05   2.3887      0.03267       
9      14.182       5.9638       11.487       6.012e+04    0.96186          6.423e+04   1.0277          2.939e+06   47.026      1.453e+05   2.3244      0.03267       
10     14.181       5.9674       10.772       5.641e+04    0.9025           6.174e+04   0.98792         2.765e+06   44.242      1.374e+05   2.1989      0.03267       
11     14.181       5.9793       11.401       6.058e+04    0.96936          6.525e+04   1.044           2.967e+06   47.475      1.468e+05   2.3495      0.03267       
12     14.183       5.967        10.587       5.639e+04    0.90227          6.324e+04   1.0119          2.758e+06   44.121      1.370e+05   2.1912      0.03267       
13     14.183       5.9569       11.217       6.100e+04    0.97597          6.626e+04   1.0602          2.985e+06   47.76       1.475e+05   2.3595      0.03267       
14     14.183       5.9861       10.133       5.594e+04    0.8951           6.271e+04   1.0033          2.727e+06   43.628      1.366e+05   2.1854      0.03267       
15     14.182       5.9651       10.994       5.783e+04    0.92523          6.308e+04   1.0092          2.832e+06   45.304      1.421e+05   2.2739      0.03267       
