Performance Recorder: RTA_2D_Detailed_NoPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      83.574        37.262        26.74        0.73774      5.900e+04    1.139e+07    1.441e+05    0.18535       
1      76.339        46.466        29.367       0.99131      6.113e+04    3.147e+05    1.534e+05    0.18535       
2      78.687        54.129        28.611       0.99359      5.964e+04    0.000e+00    1.442e+05    0.18535       
3      110.69        42.349        26.327       0.97596      5.946e+04    0.000e+00    1.366e+05    0.18535       
4      83.688        37.448        26.751       0.72772      5.988e+04    3.147e+05    1.469e+05    0.18535       
5      55.847        67.31         29.977       0.90558      5.923e+04    9.308e+06    1.501e+05    0.18535       
6      58.799        82.966        28.283       1.0013       5.951e+04    1.567e+06    1.461e+05    0.18535       
7      89.703        67.842        26.025       0.9885       5.896e+04    1.092e+06    1.345e+05    0.18535       
8      79.932        37.832        26.182       0.74259      5.966e+04    0.000e+00    1.463e+05    0.18535       
9      84.89         37.568        30.585       0.97992      5.942e+04    1.567e+06    1.512e+05    0.18535       
10     82.709        58.65         28.843       1.0166       5.913e+04    8.564e+06    1.440e+05    0.18535       
11     112.08        45.357        26.065       0.94832      5.950e+04    1.604e+06    1.368e+05    0.18535       
12     78.589        38.569        26.211       0.7763       5.951e+04    0.000e+00    1.457e+05    0.18535       
13     83.639        38.559        30.503       0.9654       5.826e+04    1.092e+06    1.483e+05    0.18535       
14     82.951        55.813        28.588       1.0115       5.976e+04    1.604e+06    1.453e+05    0.18535       
15     113.29        41.476        25.679       0.97195      6.014e+04    8.109e+06    1.379e+05    0.18535       
