Performance Recorder: RTA_2D_Detailed_GPPerm_64MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      233.81        19.764        12.328       0.42389      1.510e+04    5.648e+06    3.740e+04    0.36052       
1      169.36        83.904        12.611       0.3111       1.496e+04    1.190e+05    3.613e+04    0.36052       
2      233.47        22.123        12.548       0.38632      1.563e+04    2.509e+04    3.822e+04    0.36052       
3      228.93        27.053        12.38        0.45254      1.523e+04    3.969e+03    3.747e+04    0.36052       
4      234.99        20.806        12.421       0.48099      1.511e+04    5.631e+03    3.646e+04    0.36052       
5      227.84        28.531        12.454       0.36531      1.448e+04    3.529e+03    3.517e+04    0.36052       
6      237.1         20.32         12.166       0.3647       1.522e+04    0.000e+00    3.679e+04    0.36052       
7      263.44        23.894        12.284       0.19811      1.439e+04    0.000e+00    3.542e+04    0.36052       
8      234.06        19.539        12.201       0.27075      1.478e+04    1.190e+05    3.614e+04    0.36052       
9      169.15        84.152        12.497       0.25092      1.445e+04    5.636e+06    3.650e+04    0.36052       
10     233.54        22.38         12.225       0.28372      1.418e+04    5.325e+04    3.521e+04    0.36052       
11     228.63        27.313        12.387       0.23407      1.453e+04    1.176e+03    3.578e+04    0.36052       
12     234.32        21.834        12.038       0.28266      1.511e+04    0.000e+00    3.725e+04    0.36052       
13     227.93        28.801        12.096       0.22563      1.485e+04    5.390e+02    3.643e+04    0.36052       
14     237.2         20.57         11.817       0.2145       1.443e+04    7.644e+03    3.494e+04    0.36052       
15     262.47        24.905        11.79        0.20856      1.541e+04    0.000e+00    3.704e+04    0.36052       
16     231.86        23.724        12.388       0.45166      1.427e+04    2.509e+04    3.557e+04    0.36052       
17     168.88        86.415        12.642       0.23702      1.462e+04    5.325e+04    3.558e+04    0.36052       
18     229.53        26.64         13.005       0.389        1.467e+04    5.602e+06    3.582e+04    0.36052       
