Performance Recorder: AA_1D_Detailed_GPPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      15.792       29.032       82.053       3.040e+06    48.646           3.304e+06   52.865          3.040e+06   48.646      9.476e+06   151.62      0.18565       
1      15.789       29.032       80.105       2.899e+06    46.387           3.239e+06   51.822          2.899e+06   46.387      9.085e+06   145.36      0.18565       
2      15.791       29.021       79.271       2.844e+06    45.507           3.142e+06   50.279          2.844e+06   45.507      8.936e+06   142.98      0.18565       
3      15.79        29.049       83.612       3.058e+06    48.92            3.384e+06   54.14           3.058e+06   48.92       9.540e+06   152.64      0.18565       
4      15.795       29.024       79.69        3.019e+06    48.308           3.322e+06   53.158          3.019e+06   48.308      9.418e+06   150.68      0.18565       
5      15.794       29.045       79.61        2.789e+06    44.624           3.120e+06   49.922          2.789e+06   44.624      8.742e+06   139.87      0.18565       
6      15.792       29.026       78.511       2.932e+06    46.912           3.179e+06   50.868          2.932e+06   46.912      9.159e+06   146.54      0.18565       
7      15.793       29.025       81.619       2.962e+06    47.392           3.225e+06   51.608          2.962e+06   47.392      9.238e+06   147.81      0.18565       
8      15.793       29.025       84.243       3.007e+06    48.105           3.259e+06   52.151          3.007e+06   48.105      9.406e+06   150.49      0.18565       
9      15.792       29.014       79.879       2.939e+06    47.026           3.148e+06   50.368          2.939e+06   47.026      9.183e+06   146.93      0.18565       
10     15.792       29.013       75.72        2.765e+06    44.242           3.035e+06   48.561          2.765e+06   44.242      8.632e+06   138.12      0.18565       
11     15.793       29.058       79.653       2.967e+06    47.475           3.206e+06   51.295          2.967e+06   47.475      9.278e+06   148.44      0.18565       
12     15.788       29.032       74.773       2.758e+06    44.121           3.097e+06   49.548          2.758e+06   44.121      8.613e+06   137.81      0.18565       
13     15.788       29.03        77.876       2.985e+06    47.76            3.252e+06   52.031          2.985e+06   47.76       9.349e+06   149.58      0.18565       
14     15.788       29.023       69.878       2.727e+06    43.628           3.070e+06   49.122          2.727e+06   43.628      8.536e+06   136.58      0.18565       
15     15.788       29.05        78.09        2.832e+06    45.304           3.099e+06   49.577          2.832e+06   45.304      8.831e+06   141.3       0.18565       
