Performance Recorder: AA_2D_Detailed_RandPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      287.57        94.126        390.95       166.42       3.084e+06    3.084e+06    9.263e+06    0.99295       
1      297           88.881        376.55       151.14       2.845e+06    2.845e+06    9.029e+06    0.99295       
2      295.6         87.101        377.8        148.92       2.852e+06    2.852e+06    9.036e+06    0.99295       
3      309.97        85.096        380.04       149.49       2.850e+06    2.850e+06    9.030e+06    0.99295       
4      296.28        91.209        383.94       149.65       2.845e+06    2.845e+06    9.029e+06    0.99295       
5      305.58        86.222        375.41       153.23       3.079e+06    3.079e+06    9.257e+06    0.99295       
6      299.21        84.545        378.04       152.36       2.851e+06    2.851e+06    9.030e+06    0.99295       
7      313.6         81.901        380.89       154.63       2.850e+06    2.850e+06    9.028e+06    0.99295       
8      284.71        96.075        390.82       169.65       2.852e+06    2.852e+06    9.036e+06    0.99295       
9      294.92        90.381        379.18       150.2        2.851e+06    2.851e+06    9.030e+06    0.99295       
10     299.82        88.906        377.11       156.67       3.085e+06    3.085e+06    9.264e+06    0.99295       
11     309.58        84.755        382.43       162.87       2.844e+06    2.844e+06    9.029e+06    0.99295       
12     310.39        73.956        390.06       152.23       2.850e+06    2.850e+06    9.030e+06    0.99295       
13     316.84        68.694        384.65       149.93       2.850e+06    2.850e+06    9.028e+06    0.99295       
14     314.19        66.646        385.64       152.67       2.844e+06    2.844e+06    9.029e+06    0.99295       
15     330.89        64.532        386.59       167.72       3.092e+06    3.092e+06    9.276e+06    0.99295       
