Performance Recorder: RTAR_2D_Detailed_GPPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      19.666        3.1058        2.6003       0.080294     1.448e+05    5.925e+04    7.659e+03    0.025862      
1      20.405        2.9096        1.5747       0.060676     1.436e+05    5.829e+04    4.803e+03    0.025862      
2      20.281        3.0426        1.5926       0.057851     1.430e+05    6.162e+04    4.648e+03    0.025862      
3      20.492        3.003         1.5793       0.059053     1.455e+05    5.889e+04    4.547e+03    0.025862      
4      20.382        3.0068        1.7364       0.057981     1.420e+05    5.864e+04    4.803e+03    0.025862      
5      19.682        2.8819        2.5962       0.081126     1.479e+05    6.126e+04    7.780e+03    0.025862      
6      20.436        2.9569        1.5703       0.058512     1.459e+05    5.874e+04    4.690e+03    0.025862      
7      20.592        2.9731        1.5633       0.060155     1.449e+05    5.941e+04    4.625e+03    0.025862      
8      20.707        2.6983        1.7234       0.059746     1.489e+05    5.914e+04    4.648e+03    0.025862      
9      20.665        2.6776        1.5789       0.058222     1.432e+05    5.970e+04    4.690e+03    0.025862      
10     20.008        2.6531        2.5648       0.079353     1.449e+05    5.966e+04    7.666e+03    0.025862      
11     20.995        2.5406        1.593        0.057882     1.449e+05    5.954e+04    4.747e+03    0.025862      
12     19.917        3.5205        1.7021       0.05693      1.447e+05    6.049e+04    4.547e+03    0.025862      
13     19.975        3.3348        1.5878       0.058303     1.453e+05    5.967e+04    4.625e+03    0.025862      
14     19.949        3.4231        1.5656       0.059425     1.446e+05    5.925e+04    4.747e+03    0.025862      
15     19.422        3.408         2.5249       0.076628     1.425e+05    5.865e+04    7.756e+03    0.025862      
