Performance Recorder: RTAR_1D_Detailed_NoPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      14.023       99.097       0.82567      1.522e+05    2.4359           4.608e+05   7.3731          5.941e+04   0.95061     5.416e+03   0.086656    0.11404       
1      14.022       99.079       0.81369      1.481e+05    2.37             4.568e+05   7.3083          5.970e+04   0.95523     5.354e+03   0.085664    0.11404       
2      14.022       99.084       0.81719      1.445e+05    2.3127           4.672e+05   7.4746          6.034e+04   0.96538     5.409e+03   0.086544    0.11404       
3      14.022       99.114       0.80081      1.381e+05    2.209            4.628e+05   7.405           5.978e+04   0.95643     5.437e+03   0.086992    0.11404       
4      14.024       99.096       0.79         1.522e+05    2.4359           4.540e+05   7.264           5.950e+04   0.95208     5.367e+03   0.085872    0.11404       
5      14.024       99.09        0.79403      1.538e+05    2.4604           4.577e+05   7.3232          5.964e+04   0.95424     5.439e+03   0.087024    0.11404       
6      14.023       99.094       0.8054       1.504e+05    2.4068           4.571e+05   7.3139          5.921e+04   0.94731     5.368e+03   0.085888    0.11404       
7      14.023       99.113       0.80534      1.466e+05    2.345            4.654e+05   7.4459          5.923e+04   0.94766     5.398e+03   0.086368    0.11404       
8      14.025       99.093       0.81747      1.470e+05    2.352            4.583e+05   7.3333          5.986e+04   0.95781     5.454e+03   0.087264    0.11404       
9      14.024       99.082       0.79598      1.450e+05    2.3195           4.567e+05   7.3069          5.937e+04   0.94998     5.413e+03   0.086608    0.11404       
10     14.024       99.12        0.80146      1.438e+05    2.3002           4.583e+05   7.3327          5.951e+04   0.95222     5.406e+03   0.086496    0.11404       
11     14.025       99.091       0.80451      1.439e+05    2.3032           4.579e+05   7.3272          5.896e+04   0.94339     5.402e+03   0.086432    0.11404       
12     14.024       99.099       0.81135      1.425e+05    2.2803           4.597e+05   7.3553          5.973e+04   0.95573     5.426e+03   0.086816    0.11404       
13     14.023       99.096       0.80625      1.389e+05    2.2232           4.536e+05   7.2575          5.921e+04   0.94739     5.398e+03   0.086368    0.11404       
14     14.023       99.081       0.80631      1.333e+05    2.1335           4.643e+05   7.4294          5.946e+04   0.9513      5.378e+03   0.086048    0.11404       
15     14.023       99.11        0.81812      1.309e+05    2.0951           4.589e+05   7.3424          5.928e+04   0.94848     5.397e+03   0.086352    0.11404       
