Performance Recorder: RTAR_2D_Detailed_RandPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      18.404        1.3133        5.1755       0.17463      1.446e+05    5.987e+04    7.721e+03    0.025609      
1      18.849        0.94755       4.9515       0.11489      1.444e+05    5.905e+04    4.704e+03    0.025609      
2      19.013        1.1216        4.4855       0.11435      1.440e+05    5.955e+04    4.650e+03    0.025609      
3      19.269        1.1029        4.6448       0.11778      1.444e+05    5.958e+04    4.575e+03    0.025609      
4      15.16         5.4111        4.2187       0.11563      1.440e+05    5.928e+04    4.704e+03    0.025609      
5      14.312        5.1059        5.1746       0.16751      1.438e+05    5.937e+04    7.635e+03    0.025609      
6      14.55         5.3792        4.8135       0.11114      1.439e+05    5.968e+04    4.570e+03    0.025609      
7      15.219        5.1846        4.408        0.12696      1.439e+05    5.972e+04    4.640e+03    0.025609      
8      14.156        6.5694        4.2281       0.11648      1.445e+05    5.950e+04    4.650e+03    0.025609      
9      13.88         6.2088        4.4787       0.11795      1.447e+05    5.910e+04    4.570e+03    0.025609      
10     13.312        6.4825        5.1153       0.17565      1.451e+05    5.977e+04    7.741e+03    0.025609      
11     14.137        6.3789        4.3162       0.11828      1.444e+05    5.968e+04    4.671e+03    0.025609      
12     14.829        5.8278        4.1408       0.10894      1.448e+05    5.949e+04    4.575e+03    0.025609      
13     14.165        5.4699        5.0346       0.11443      1.452e+05    5.906e+04    4.640e+03    0.025609      
14     14.352        5.7433        4.5898       0.11426      1.448e+05    5.958e+04    4.671e+03    0.025609      
15     14.272        5.6243        5.0174       0.17995      1.456e+05    5.992e+04    7.793e+03    0.025609      
