Performance Recorder: AA_1D_Detailed_RandPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      36.162       468.06       311.46       2.908e+06    46.529           4.652e+07   744.36          2.908e+06   46.529      9.090e+06   145.44      0.86706       
1      36.161       468.05       309.23       2.904e+06    46.458           4.652e+07   744.36          2.904e+06   46.458      9.085e+06   145.35      0.86706       
2      36.16        468.04       309.99       2.909e+06    46.538           4.652e+07   744.36          2.909e+06   46.538      9.088e+06   145.4       0.86706       
3      36.161       468.08       309.93       2.911e+06    46.57            4.652e+07   744.36          2.911e+06   46.57       9.095e+06   145.52      0.86706       
4      36.16        468.05       310.73       2.905e+06    46.478           4.652e+07   744.36          2.905e+06   46.478      9.084e+06   145.34      0.86706       
5      36.161       468.04       308.52       2.908e+06    46.532           4.652e+07   744.36          2.908e+06   46.532      9.089e+06   145.42      0.86706       
6      36.16        468.08       308.99       2.903e+06    46.447           4.652e+07   744.36          2.903e+06   46.447      9.083e+06   145.32      0.86706       
7      36.16        468.05       310.21       2.908e+06    46.533           4.652e+07   744.36          2.908e+06   46.533      9.088e+06   145.4       0.86706       
8      36.161       468.05       310.66       2.905e+06    46.488           4.652e+07   744.36          2.905e+06   46.488      9.090e+06   145.43      0.86706       
9      36.161       468.05       311.64       2.905e+06    46.488           4.652e+07   744.36          2.905e+06   46.488      9.086e+06   145.38      0.86706       
10     36.161       468.03       308.97       2.911e+06    46.584           4.652e+07   744.36          2.911e+06   46.584      9.091e+06   145.46      0.86706       
11     36.159       468.07       314.87       2.909e+06    46.538           4.652e+07   744.36          2.909e+06   46.538      9.092e+06   145.47      0.86706       
12     36.162       468.04       308.7        2.906e+06    46.492           4.652e+07   744.36          2.906e+06   46.492      9.083e+06   145.33      0.86706       
13     36.161       468.04       308.23       2.912e+06    46.586           4.652e+07   744.36          2.912e+06   46.586      9.095e+06   145.53      0.86706       
14     36.162       468.04       308.13       2.912e+06    46.593           4.652e+07   744.36          2.912e+06   46.593      9.100e+06   145.59      0.86706       
15     36.161       468.08       307.48       2.907e+06    46.506           4.652e+07   744.36          2.907e+06   46.506      9.086e+06   145.37      0.86706       
