Performance Recorder: RTAR_1DOP_Detailed_GPPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      2.1047       0.81294      0.044195      0.13024      3.929e+04    0.62867          1.604e+04   0.2567      1.419e+03   0.022704    0.0034821     
1      2.0799       0.87459      0.043213      0.13553      3.876e+04    0.62013          1.586e+04   0.25368     1.347e+03   0.021552    0.0034821     
2      2.078        0.84062      0.042111      0.12554      3.749e+04    0.5999           1.535e+04   0.24562     1.384e+03   0.022144    0.0034821     
3      2.0515       0.92629      0.042041      0.12395      3.636e+04    0.58184          1.487e+04   0.23789     1.401e+03   0.022416    0.0034821     
4      2.0512       0.87234      0.043384      0.12581      3.663e+04    0.5861           1.476e+04   0.23621     1.407e+03   0.022512    0.0034821     
5      1.9756       0.94616      0.043393      0.13006      3.748e+04    0.59965          1.527e+04   0.24438     1.385e+03   0.02216     0.0034821     
6      2.1294       0.78181      0.042923      0.13117      3.760e+04    0.60166          1.547e+04   0.24752     1.358e+03   0.021728    0.0034821     
7      2.1877       0.75092      0.044155      0.12477      3.728e+04    0.59651          1.527e+04   0.24427     1.376e+03   0.022016    0.0034821     
8      2.1799       0.77846      0.042272      0.1222       3.669e+04    0.58699          1.510e+04   0.24158     1.343e+03   0.021488    0.0034821     
9      2.0852       0.84967      0.043914      0.1153       3.261e+04    0.5217           1.329e+04   0.21269     1.350e+03   0.0216      0.0034821     
10     2.0606       0.86502      0.043834      0.12455      3.616e+04    0.57859          1.477e+04   0.23632     1.342e+03   0.021472    0.0034821     
11     1.9879       0.94953      0.045898      0.1175       3.310e+04    0.52954          1.347e+04   0.21549     1.366e+03   0.021856    0.0034821     
12     2.051        0.92569      0.042843      0.12502      3.617e+04    0.5787           1.498e+04   0.23968     1.363e+03   0.021808    0.0034821     
13     2.1005       0.82524      0.043964      0.12716      3.772e+04    0.60357          1.542e+04   0.24674     1.382e+03   0.022112    0.0034821     
14     2.0315       0.91937      0.042942      0.13743      3.707e+04    0.59315          1.520e+04   0.24315     1.380e+03   0.02208     0.0034821     
15     2.1118       0.82651      0.043313      0.12376      3.669e+04    0.58699          1.502e+04   0.24024     1.363e+03   0.021808    0.0034821     
16     1.9814       0.94433      0.041881      0.12105      3.429e+04    0.54869          1.399e+04   0.22389     1.368e+03   0.021888    0.0034821     
17     2.0142       0.91348      0.042642      0.12674      3.717e+04    0.59472          1.514e+04   0.24226     1.356e+03   0.021696    0.0034821     
18     2.0951       0.83225      0.042302      0.11971      3.498e+04    0.55966          1.444e+04   0.23106     1.329e+03   0.021264    0.0034821     
19     2.1053       0.80579      0.042863      0.13411      3.867e+04    0.61875          1.582e+04   0.25312     1.356e+03   0.021696    0.0034821     
20     1.9862       0.93484      0.042432      0.13299      3.860e+04    0.61758          1.569e+04   0.25099     1.381e+03   0.022096    0.0034821     
21     2.0944       0.82522      0.042612      0.12885      3.897e+04    0.62346          1.575e+04   0.252       1.379e+03   0.022064    0.0034821     
22     1.9887       0.93643      0.043183      0.13279      3.808e+04    0.60928          1.548e+04   0.24774     1.375e+03   0.022       0.0034821     
23     2.0859       0.86533      0.043003      0.12579      3.715e+04    0.59438          1.527e+04   0.24438     1.366e+03   0.021856    0.0034821     
24     2.0519       0.89912      0.042401      0.12846      3.760e+04    0.60155          1.538e+04   0.24606     1.396e+03   0.022336    0.0034821     
25     2.1132       0.83805      0.045859      0.11759      3.492e+04    0.55866          1.420e+04   0.22725     1.405e+03   0.02248     0.0034821     
26     2.074        0.8914       0.044656      0.1246       3.578e+04    0.57243          1.469e+04   0.23509     1.388e+03   0.022208    0.0034821     
27     2.075        0.89749      0.043223      0.13106      3.826e+04    0.61208          1.541e+04   0.24662     1.350e+03   0.0216      0.0034821     
28     2.0393       0.88587      0.042191      0.12678      3.686e+04    0.58968          1.523e+04   0.24371     1.390e+03   0.02224     0.0034821     
29     2.0306       0.90369      0.04171       0.12811      3.834e+04    0.61341          1.560e+04   0.2496      1.362e+03   0.021792    0.0034821     
30     2.0375       0.90852      0.042942      0.12514      3.653e+04    0.58442          1.482e+04   0.2371      1.376e+03   0.022016    0.0034821     
31     2.0988       0.84206      0.043615      0.1208       3.430e+04    0.5488           1.400e+04   0.22397     1.336e+03   0.021376    0.0034821     
32     2.0268       0.88763      0.042732      0.12581      3.681e+04    0.5889           1.525e+04   0.24394     1.385e+03   0.02216     0.0034821     
33     2.0375       0.92611      0.041009      0.1153       3.105e+04    0.49683          1.265e+04   0.20238     1.357e+03   0.021712    0.0034821     
34     2.064        0.8697       0.0414        0.11211      3.194e+04    0.51106          1.308e+04   0.20922     1.397e+03   0.022352    0.0034821     
35     2.1052       0.81291      0.044536      0.12786      3.614e+04    0.57832          1.481e+04   0.23699     1.422e+03   0.022752    0.0034821     
36     2.1037       0.81089      0.042713      0.12529      3.738e+04    0.59808          1.514e+04   0.24226     1.367e+03   0.021872    0.0034821     
37     2.1395       0.77723      0.043594      0.12977      3.680e+04    0.58878          1.490e+04   0.23834     1.391e+03   0.022256    0.0034821     
38     1.9656       0.9637       0.041731      0.12456      3.782e+04    0.60514          1.553e+04   0.24842     1.368e+03   0.021888    0.0034821     
39     2.1023       0.84038      0.042852      0.12529      3.543e+04    0.56683          1.443e+04   0.23094     1.359e+03   0.021744    0.0034821     
40     2.0468       0.87255      0.042602      0.12526      3.646e+04    0.58341          1.486e+04   0.23778     1.368e+03   0.021888    0.0034821     
41     2.14         0.80264      0.042722      0.12765      3.662e+04    0.586            1.502e+04   0.24037     1.394e+03   0.022304    0.0034821     
42     2.03         0.90746      0.041971      0.12234      3.670e+04    0.5872           1.504e+04   0.24058     1.394e+03   0.022304    0.0034821     
43     2.0336       0.89665      0.041541      0.11882      3.375e+04    0.54006          1.380e+04   0.22075     1.359e+03   0.021744    0.0034821     
44     2.1841       0.72481      0.044697      0.12898      3.774e+04    0.60379          1.516e+04   0.24259     1.412e+03   0.022592    0.0034821     
45     2.1518       0.78159      0.042953      0.12882      3.576e+04    0.5721           1.441e+04   0.23061     1.400e+03   0.0224      0.0034821     
46     2.0874       0.82668      0.043274      0.13007      3.829e+04    0.61264          1.550e+04   0.24808     1.422e+03   0.022752    0.0034821     
47     2.07         0.84296      0.042452      0.12367      3.541e+04    0.5665           1.448e+04   0.23162     1.369e+03   0.021904    0.0034821     
48     2.0994       0.85981      0.043073      0.12778      3.784e+04    0.60536          1.541e+04   0.24662     1.378e+03   0.022048    0.0034821     
49     2.0331       0.93697      0.042912      0.11876      3.480e+04    0.55675          1.418e+04   0.22685     1.350e+03   0.0216      0.0034821     
50     2.0389       0.8887       0.042171      0.11615      3.382e+04    0.54107          1.380e+04   0.22075     1.374e+03   0.021984    0.0034821     
51     2.0106       0.90623      0.042682      0.12376      3.483e+04    0.55731          1.429e+04   0.2287      1.378e+03   0.022048    0.0034821     
52     2.0876       0.84911      0.042842      0.128        3.723e+04    0.59562          1.505e+04   0.2408      1.369e+03   0.021904    0.0034821     
53     1.9694       0.95822      0.042882      0.12672      3.577e+04    0.57232          1.455e+04   0.23274     1.362e+03   0.021792    0.0034821     
54     2.0977       0.83829      0.043835      0.13216      3.790e+04    0.60637          1.555e+04   0.24886     1.365e+03   0.02184     0.0034821     
55     2.1031       0.83267      0.043493      0.12788      3.751e+04    0.60019          1.537e+04   0.24587     1.329e+03   0.021264    0.0034821     
56     2.051        0.89996      0.042011      0.12849      3.787e+04    0.60592          1.553e+04   0.24853     1.366e+03   0.021856    0.0034821     
57     2.0423       0.8675       0.043334      0.1307       3.745e+04    0.59922          1.518e+04   0.2428      1.395e+03   0.02232     0.0034821     
58     2.0569       0.86916      0.042041      0.12148      3.562e+04    0.56997          1.465e+04   0.23442     1.363e+03   0.021808    0.0034821     
59     2.0756       0.83177      0.042612      0.12497      3.507e+04    0.56112          1.446e+04   0.23128     1.346e+03   0.021536    0.0034821     
60     2.074        0.84497      0.042873      0.13051      3.783e+04    0.60525          1.543e+04   0.24685     1.374e+03   0.021984    0.0034821     
61     1.9873       0.92353      0.042101      0.12743      3.758e+04    0.60122          1.526e+04   0.24416     1.361e+03   0.021776    0.0034821     
62     2.0027       0.9119       0.04193       0.11957      3.363e+04    0.53805          1.371e+04   0.21941     1.366e+03   0.021856    0.0034821     
63     2.059        0.8869       0.046149      0.12376      3.615e+04    0.57837          1.467e+04   0.23475     1.655e+03   0.02648     0.0034821     
