Performance Recorder: RTAR_1DOP_Detailed_NoPerm_16MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      1.7633       0.94461      0.13891       0.6047       1.522e+05    2.4359           5.951e+04   0.95219     5.416e+03   0.086656    0.0041672     
1      2.0549       0.6194       0.15884       0.5838       1.481e+05    2.37             5.951e+04   0.95219     5.354e+03   0.085664    0.0041672     
2      2.0359       0.56609      0.12929       0.57834      1.445e+05    2.3127           5.951e+04   0.95219     5.409e+03   0.086544    0.0041672     
3      2.0202       0.63513      0.14387       0.57333      1.381e+05    2.209            5.951e+04   0.95219     5.437e+03   0.086992    0.0041672     
4      1.9693       0.62005      0.12103       0.59341      1.522e+05    2.4359           5.951e+04   0.95219     5.367e+03   0.085872    0.0041672     
5      1.9754       0.62671      0.14408       0.60882      1.538e+05    2.4604           5.951e+04   0.95219     5.439e+03   0.087024    0.0041672     
6      1.9698       0.57164      0.12387       0.60969      1.504e+05    2.4068           5.951e+04   0.95219     5.368e+03   0.085888    0.0041672     
7      1.9637       0.60437      0.12274       0.57657      1.466e+05    2.345            5.951e+04   0.95219     5.398e+03   0.086368    0.0041672     
8      1.7548       0.98068      0.13257       0.59478      1.470e+05    2.352            5.951e+04   0.95219     5.454e+03   0.087264    0.0041672     
9      1.7688       0.96424      0.12693       0.58606      1.450e+05    2.3195           5.951e+04   0.95219     5.413e+03   0.086608    0.0041672     
10     1.9036       0.71544      0.13178       0.58911      1.438e+05    2.3002           5.951e+04   0.95219     5.406e+03   0.086496    0.0041672     
11     1.9057       0.84783      0.12299       0.59815      1.439e+05    2.3032           5.951e+04   0.95219     5.402e+03   0.086432    0.0041672     
12     1.7427       0.80639      0.1409        0.59369      1.425e+05    2.2803           5.951e+04   0.95219     5.426e+03   0.086816    0.0041672     
13     1.7461       0.75676      0.15539       0.58062      1.389e+05    2.2232           5.951e+04   0.95219     5.398e+03   0.086368    0.0041672     
14     1.7774       0.77816      0.13785       0.57174      1.333e+05    2.1335           5.951e+04   0.95219     5.378e+03   0.086048    0.0041672     
15     1.7848       1.0065       0.13518       0.55786      1.309e+05    2.0951           5.952e+04   0.95237     5.397e+03   0.086352    0.0041672     
