Performance Recorder: RTAR_2D_Detailed_NoPerm_64MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      15.632        3.2866        1.5715       0.099341     3.707e+04    1.422e+04    2.691e+03    0.021158      
1      15.415        3.6866        1.263        0.053753     3.510e+04    1.479e+04    1.202e+03    0.021158      
2      16.044        3.0393        1.2264       0.052932     3.789e+04    1.450e+04    1.213e+03    0.021158      
3      15.858        3.2036        1.3247       0.058052     3.876e+04    1.507e+04    1.194e+03    0.021158      
4      15.854        3.1569        1.2803       0.0518       3.888e+04    1.441e+04    1.151e+03    0.021158      
5      15.679        3.4796        1.2589       0.052892     3.581e+04    1.540e+04    1.183e+03    0.021158      
6      15.834        3.3605        1.201        0.054666     3.300e+04    1.523e+04    1.136e+03    0.021158      
7      15.55         3.6165        1.1387       0.054014     3.233e+04    1.540e+04    1.175e+03    0.021158      
8      16.592        2.5866        1.2572       0.055317     3.789e+04    1.513e+04    1.202e+03    0.021158      
9      16.206        2.8528        1.3754       0.099782     3.621e+04    1.554e+04    2.795e+03    0.021158      
10     16.762        2.3625        1.1837       0.052691     3.646e+04    1.431e+04    1.158e+03    0.021158      
11     16.909        2.2725        1.2263       0.053964     3.673e+04    1.475e+04    1.137e+03    0.021158      
12     16.827        2.2413        1.2028       0.053072     3.714e+04    1.497e+04    1.151e+03    0.021158      
13     16.696        2.4728        1.235        0.054735     3.689e+04    1.479e+04    1.177e+03    0.021158      
14     16.831        2.3841        1.1759       0.052842     3.473e+04    1.500e+04    1.164e+03    0.021158      
15     16.53         2.6735        1.1254       0.051138     3.342e+04    1.454e+04    1.154e+03    0.021158      
16     11.918        7.2301        1.3369       0.057511     3.730e+04    1.470e+04    1.213e+03    0.021158      
17     11.575        7.5341        1.2816       0.053082     3.420e+04    1.395e+04    1.158e+03    0.021158      
18     11.715        7.2649        1.3546       0.097708     3.666e+04    1.402e+04    2.669e+03    0.021158      
19     11.992        7.127         1.2933       0.053323     3.747e+04    1.539e+04    1.142e+03    0.021158      
20     11.94         7.105         1.2697       0.055196     3.638e+04    1.538e+04    1.212e+03    0.021158      
21     11.703        7.486         1.2553       0.052883     3.732e+04    1.552e+04    1.110e+03    0.021158      
22     11.786        7.4162        1.2029       0.05685      3.624e+04    1.509e+04    1.160e+03    0.021158      
23     11.708        7.4179        1.1855       0.052722     3.389e+04    1.497e+04    1.195e+03    0.021158      
24     16.16         2.9832        1.3089       0.053614     3.782e+04    1.522e+04    1.194e+03    0.021158      
25     15.942        3.2408        1.2509       0.052341     3.552e+04    1.431e+04    1.137e+03    0.021158      
26     16.137        2.9783        1.1966       0.053083     3.932e+04    1.499e+04    1.142e+03    0.021158      
27     16.128        2.889         1.416        0.099222     3.641e+04    1.455e+04    2.747e+03    0.021158      
28     16.239        2.8285        1.2161       0.053142     3.717e+04    1.441e+04    1.166e+03    0.021158      
29     15.918        3.2337        1.2635       0.052432     3.659e+04    1.541e+04    1.202e+03    0.021158      
30     16.108        3.0867        1.2066       0.053653     3.640e+04    1.533e+04    1.160e+03    0.021158      
31     16.006        3.2003        1.1299       0.054485     3.311e+04    1.481e+04    1.231e+03    0.021158      
32     14.716        4.4538        1.3099       0.053052     3.716e+04    1.576e+04    1.151e+03    0.021158      
33     14.214        4.8956        1.2769       0.054024     3.615e+04    1.512e+04    1.151e+03    0.021158      
34     14.439        4.6859        1.1915       0.054014     4.005e+04    1.476e+04    1.212e+03    0.021158      
35     14.566        4.5937        1.2438       0.053393     3.650e+04    1.536e+04    1.166e+03    0.021158      
36     14.347        4.6206        1.3494       0.11308      3.528e+04    1.442e+04    2.819e+03    0.021158      
37     14.378        4.7731        1.3011       0.055878     3.684e+04    1.435e+04    1.164e+03    0.021158      
38     14.413        4.757         1.2304       0.055356     3.674e+04    1.464e+04    1.137e+03    0.021158      
39     14.311        4.8376        1.175        0.054915     3.340e+04    1.461e+04    1.129e+03    0.021158      
40     16.754        2.4285        1.2643       0.053162     3.825e+04    1.471e+04    1.183e+03    0.021158      
41     16.436        2.7602        1.2348       0.054274     3.534e+04    1.521e+04    1.177e+03    0.021158      
42     16.59         2.5363        1.1924       0.05195      3.950e+04    1.587e+04    1.110e+03    0.021158      
43     16.703        2.4828        1.2351       0.05201      3.802e+04    1.503e+04    1.202e+03    0.021158      
44     16.472        2.606         1.2024       0.054675     3.654e+04    1.524e+04    1.164e+03    0.021158      
45     16.334        2.698         1.4086       0.097207     3.507e+04    1.464e+04    2.747e+03    0.021158      
46     16.582        2.6217        1.2003       0.053893     3.620e+04    1.397e+04    1.232e+03    0.021158      
47     16.412        2.8012        1.132        0.055587     3.388e+04    1.436e+04    1.138e+03    0.021158      
48     15.217        3.9624        1.2899       0.05677      3.850e+04    1.399e+04    1.136e+03    0.021158      
49     14.701        4.3746        1.3103       0.054765     3.566e+04    1.499e+04    1.164e+03    0.021158      
50     15.172        3.9454        1.2098       0.055447     3.871e+04    1.543e+04    1.160e+03    0.021158      
51     15.163        3.9389        1.3048       0.053494     3.815e+04    1.508e+04    1.160e+03    0.021158      
52     15.095        3.9304        1.2908       0.051439     3.651e+04    1.582e+04    1.137e+03    0.021158      
53     14.878        4.2644        1.3105       0.054625     3.338e+04    1.510e+04    1.232e+03    0.021158      
54     15.008        4.0684        1.3563       0.10109      3.468e+04    1.436e+04    2.677e+03    0.021158      
55     14.888        4.2494        1.1808       0.053984     3.262e+04    1.424e+04    1.185e+03    0.021158      
56     16.454        2.7143        1.2934       0.054886     3.861e+04    1.478e+04    1.175e+03    0.021158      
57     16.017        3.1697        1.2462       0.051279     3.415e+04    1.498e+04    1.154e+03    0.021158      
58     16.373        2.7462        1.2054       0.054766     3.894e+04    1.521e+04    1.195e+03    0.021158      
59     16.498        2.6926        1.2305       0.054856     3.741e+04    1.468e+04    1.231e+03    0.021158      
60     16.412        2.681         1.1965       0.053282     3.625e+04    1.524e+04    1.129e+03    0.021158      
61     16.207        2.9885        1.2214       0.053984     3.583e+04    1.505e+04    1.138e+03    0.021158      
62     16.355        2.864         1.1895       0.052221     3.380e+04    1.475e+04    1.185e+03    0.021158      
63     16.034        3.0383        1.295        0.098219     3.170e+04    1.434e+04    2.678e+03    0.021158      
