Performance Recorder: CBC_RTA_1D_Detailed_RandPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      33.027       8.2251       24.934       5.951e+04    0.95219          9.522e+05   15.235          2.908e+06   46.529      1.445e+05   2.3121      0.068354      
1      33.026       8.2123       24.497       5.951e+04    0.95219          9.522e+05   15.235          2.904e+06   46.458      1.443e+05   2.3081      0.068354      
2      33.025       8.2023       25.937       5.951e+04    0.95219          9.522e+05   15.235          2.909e+06   46.538      1.446e+05   2.3141      0.068354      
3      33.026       8.2457       23.901       5.951e+04    0.95219          9.522e+05   15.235          2.911e+06   46.57       1.446e+05   2.3135      0.068354      
4      33.023       8.2191       24.396       5.951e+04    0.95219          9.522e+05   15.235          2.905e+06   46.478      1.446e+05   2.3137      0.068354      
5      33.022       8.2065       25.074       5.951e+04    0.95219          9.522e+05   15.235          2.908e+06   46.532      1.447e+05   2.3146      0.068354      
6      33.022       8.2146       23.857       5.951e+04    0.95219          9.522e+05   15.235          2.903e+06   46.447      1.442e+05   2.3079      0.068354      
7      33.02        8.2484       24.204       5.951e+04    0.95219          9.522e+05   15.235          2.908e+06   46.533      1.445e+05   2.3123      0.068354      
8      33.027       8.2195       23.938       5.951e+04    0.95219          9.522e+05   15.235          2.905e+06   46.488      1.444e+05   2.3105      0.068354      
9      33.027       8.2119       25.103       5.951e+04    0.95219          9.522e+05   15.235          2.905e+06   46.488      1.443e+05   2.309       0.068354      
10     33.026       8.2025       24.15        5.951e+04    0.95219          9.522e+05   15.235          2.911e+06   46.584      1.446e+05   2.3133      0.068354      
11     33.027       8.2488       23.843       5.951e+04    0.95219          9.522e+05   15.235          2.909e+06   46.538      1.445e+05   2.3122      0.068354      
12     33.025       8.2211       24.414       5.951e+04    0.95219          9.522e+05   15.235          2.906e+06   46.492      1.444e+05   2.3108      0.068354      
13     33.024       8.1982       24.324       5.951e+04    0.95219          9.522e+05   15.235          2.912e+06   46.586      1.447e+05   2.3146      0.068354      
14     33.024       8.2449       24.643       5.951e+04    0.95219          9.522e+05   15.235          2.912e+06   46.593      1.445e+05   2.3119      0.068354      
15     33.025       8.218        24.397       5.952e+04    0.95237          9.522e+05   15.235          2.907e+06   46.506      1.447e+05   2.3158      0.068354      
