Performance Recorder: RTA_2D_Detailed_RandPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      4.5984        66.256        75.171       2.4634       5.987e+04    3.084e+06    1.446e+05    0.15365       
1      10.599        58.602        71.866       2.2996       5.928e+04    2.845e+06    1.444e+05    0.15365       
2      22.509        48.87         71.696       2.2969       5.950e+04    2.852e+06    1.440e+05    0.15365       
3      14.284        60.516        73.652       2.2865       5.949e+04    2.850e+06    1.444e+05    0.15365       
4      4.7489        69.946        72.144       2.2777       5.905e+04    2.845e+06    1.440e+05    0.15365       
5      6.8336        63.489        72.451       2.2921       5.937e+04    3.079e+06    1.438e+05    0.15365       
6      18.187        52.422        74.558       2.367        5.910e+04    2.851e+06    1.439e+05    0.15365       
7      14.078        63.813        72.5         2.3624       5.906e+04    2.850e+06    1.439e+05    0.15365       
8      6.8043        66.766        73.557       2.3019       5.955e+04    2.852e+06    1.445e+05    0.15365       
9      8.0905        62.618        71.889       2.3479       5.968e+04    2.851e+06    1.447e+05    0.15365       
10     21.889        51.268        71.821       2.369        5.977e+04    3.085e+06    1.451e+05    0.15365       
11     15.226        62.761        71.905       2.487        5.958e+04    2.844e+06    1.444e+05    0.15365       
12     4.9965        68.521        72.27        2.3166       5.958e+04    2.850e+06    1.448e+05    0.15365       
13     8.5369        60.962        72.006       2.3258       5.972e+04    2.850e+06    1.452e+05    0.15365       
14     20.317        50.963        73.091       2.367        5.968e+04    2.844e+06    1.448e+05    0.15365       
15     15.075        62.486        71.279       2.5426       5.992e+04    3.092e+06    1.456e+05    0.15365       
