Performance Recorder: RTAR_1DOP_Detailed_NoPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      3.3293       2.2346       0.066167      0.50386      1.618e+05    2.5894           3.152e+04   0.50429     2.408e+03   0.038528    0.0067191     
1      3.1847       2.4288       0.065416      0.48084      1.639e+05    2.623            3.152e+04   0.50429     2.319e+03   0.037104    0.0067191     
2      3.0518       2.4251       0.063062      0.48991      1.639e+05    2.6223           3.152e+04   0.50429     2.291e+03   0.036656    0.0067191     
3      3.3588       2.2318       0.066488      0.46243      1.645e+05    2.6324           3.152e+04   0.50429     2.454e+03   0.039264    0.0067191     
4      3.0844       2.5204       0.064214      0.47201      1.625e+05    2.5997           3.152e+04   0.50429     2.277e+03   0.036432    0.0067191     
5      3.1546       2.4294       0.067139      0.50083      1.628e+05    2.6042           3.152e+04   0.50429     2.437e+03   0.038992    0.0067191     
6      3.2757       2.3566       0.065246      0.46335      1.603e+05    2.5646           3.152e+04   0.50429     2.435e+03   0.03896     0.0067191     
7      3.3219       2.2534       0.068402      0.46263      1.687e+05    2.6994           3.152e+04   0.50429     2.328e+03   0.037248    0.0067191     
8      3.3229       2.2451       0.066819      0.46366      1.640e+05    2.6242           3.152e+04   0.50429     2.314e+03   0.037024    0.0067191     
9      3.3022       2.3447       0.066678      0.4525       1.615e+05    2.5835           3.152e+04   0.50429     2.487e+03   0.039792    0.0067191     
10     3.1376       2.5558       0.065826      0.44258      1.615e+05    2.5836           3.152e+04   0.50429     2.428e+03   0.038848    0.0067191     
11     3.0698       2.6108       0.067861      0.45348      1.599e+05    2.558            3.152e+04   0.50429     2.369e+03   0.037904    0.0067191     
12     3.3583       2.2291       0.065677      0.46107      1.614e+05    2.5824           3.152e+04   0.50429     2.309e+03   0.036944    0.0067191     
13     3.1347       2.4703       0.064664      0.45128      1.662e+05    2.6596           3.152e+04   0.50429     2.324e+03   0.037184    0.0067191     
14     3.2953       2.3378       0.066668      0.4601       1.570e+05    2.5118           3.152e+04   0.50429     2.436e+03   0.038976    0.0067191     
15     3.2227       2.4298       0.066438      0.46114      1.591e+05    2.5452           3.152e+04   0.50429     2.389e+03   0.038224    0.0067191     
16     3.2142       2.3578       0.064676      0.49526      1.619e+05    2.5905           3.152e+04   0.50429     2.310e+03   0.03696     0.0067191     
17     3.1768       2.4353       0.068573      0.50323      1.606e+05    2.5698           3.152e+04   0.50429     2.453e+03   0.039248    0.0067191     
18     3.036        2.5171       0.066428      0.48453      1.631e+05    2.6103           3.152e+04   0.50429     2.395e+03   0.03832     0.0067191     
19     3.0976       2.4615       0.064855      0.47569      1.608e+05    2.5735           3.152e+04   0.50429     2.255e+03   0.03608     0.0067191     
20     3.1343       2.4944       0.066028      0.47069      1.638e+05    2.6212           3.152e+04   0.50429     2.308e+03   0.036928    0.0067191     
21     3.1873       2.3698       0.064374      0.47921      1.611e+05    2.5779           3.152e+04   0.50429     2.408e+03   0.038528    0.0067191     
22     3.2167       2.4098       0.064795      0.50954      1.625e+05    2.5998           3.152e+04   0.50429     2.386e+03   0.038176    0.0067191     
23     3.121        2.5606       0.065396      0.45394      1.620e+05    2.5926           3.152e+04   0.50429     2.344e+03   0.037504    0.0067191     
24     3.3544       2.3378       0.06705       0.4708       1.655e+05    2.6488           3.152e+04   0.50429     2.386e+03   0.038176    0.0067191     
25     3.0729       2.5604       0.066799      0.49908      1.620e+05    2.5912           3.152e+04   0.50429     2.307e+03   0.036912    0.0067191     
26     3.0567       2.6528       0.067681      0.47752      1.591e+05    2.5462           3.152e+04   0.50429     2.406e+03   0.038496    0.0067191     
27     3.2567       2.3286       0.066278      0.48276      1.618e+05    2.5894           3.152e+04   0.50429     2.369e+03   0.037904    0.0067191     
28     3.0139       2.6399       0.067932      0.48591      1.606e+05    2.5702           3.152e+04   0.50429     2.383e+03   0.038128    0.0067191     
29     3.0802       2.6114       0.070086      0.49708      1.605e+05    2.5682           3.152e+04   0.50429     2.463e+03   0.039408    0.0067191     
30     3.1091       2.5072       0.06699       0.52725      1.630e+05    2.608            3.152e+04   0.50429     2.375e+03   0.038       0.0067191     
31     3.1242       2.5553       0.064705      0.45229      1.614e+05    2.5818           3.152e+04   0.50429     2.295e+03   0.03672     0.0067191     
32     3.2484       2.3663       0.064274      0.47827      1.601e+05    2.5612           3.152e+04   0.50429     2.400e+03   0.0384      0.0067191     
33     3.1932       2.4466       0.066799      0.46803      1.630e+05    2.6077           3.152e+04   0.50429     2.368e+03   0.037888    0.0067191     
34     3.052        2.6191       0.064294      0.44328      1.608e+05    2.572            3.152e+04   0.50429     2.360e+03   0.03776     0.0067191     
35     3.0568       2.4481       0.06754       0.52582      1.650e+05    2.6407           3.152e+04   0.50429     2.340e+03   0.03744     0.0067191     
36     3.1925       2.3623       0.066217      0.47834      1.620e+05    2.5926           3.152e+04   0.50429     2.485e+03   0.03976     0.0067191     
37     3.1449       2.4132       0.066298      0.47217      1.603e+05    2.5651           3.152e+04   0.50429     2.410e+03   0.03856     0.0067191     
38     3.0512       2.5688       0.065376      0.47777      1.625e+05    2.5996           3.152e+04   0.50429     2.358e+03   0.037728    0.0067191     
39     3.1289       2.5326       0.065707      0.46815      1.617e+05    2.5873           3.152e+04   0.50429     2.382e+03   0.038112    0.0067191     
40     3.159        2.3102       0.063903      0.49671      1.647e+05    2.6346           3.152e+04   0.50429     2.350e+03   0.0376      0.0067191     
41     3.1579       2.362        0.065265      0.5089       1.687e+05    2.6996           3.152e+04   0.50429     2.368e+03   0.037888    0.0067191     
42     3.1197       2.4763       0.066088      0.44147      1.564e+05    2.503            3.152e+04   0.50429     2.391e+03   0.038256    0.0067191     
43     3.0822       2.5819       0.065276      0.43349      1.568e+05    2.5081           3.152e+04   0.50429     2.369e+03   0.037904    0.0067191     
