Performance Recorder: RTAR_1DOP_Detailed_NoPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
44     3.2013       2.4486       0.066187      0.44148      1.620e+05    2.5923           3.152e+04   0.50429     2.366e+03   0.037856    0.0067191     
45     3.0911       2.6051       0.06778       0.43121      1.591e+05    2.5462           3.152e+04   0.50429     2.389e+03   0.038224    0.0067191     
46     3.1333       2.419        0.064405      0.48151      1.503e+05    2.4042           3.152e+04   0.50429     2.289e+03   0.036624    0.0067191     
47     3.1367       2.4338       0.067741      0.49521      1.594e+05    2.5501           3.152e+04   0.50429     2.391e+03   0.038256    0.0067191     
48     3.1461       2.4333       0.063252      0.46153      1.589e+05    2.5428           3.152e+04   0.50429     2.315e+03   0.03704     0.0067191     
49     3.1627       2.4031       0.064755      0.4759       1.643e+05    2.6293           3.152e+04   0.50429     2.292e+03   0.036672    0.0067191     
50     3.1716       2.4038       0.062451      0.47521      1.603e+05    2.5649           3.152e+04   0.50429     2.329e+03   0.037264    0.0067191     
51     3.0723       2.5809       0.066378      0.48911      1.639e+05    2.6219           3.152e+04   0.50429     2.463e+03   0.039408    0.0067191     
52     3.0592       2.6137       0.064905      0.45617      1.536e+05    2.4581           3.152e+04   0.50429     2.372e+03   0.037952    0.0067191     
53     3.0805       2.5466       0.064956      0.47274      1.682e+05    2.6917           3.152e+04   0.50429     2.350e+03   0.0376      0.0067191     
54     3.0612       2.6594       0.063582      0.46084      1.647e+05    2.6346           3.152e+04   0.50429     2.357e+03   0.037712    0.0067191     
55     3.1664       2.4101       0.064695      0.46145      1.629e+05    2.6066           3.152e+04   0.50429     2.399e+03   0.038384    0.0067191     
56     3.1649       2.5187       0.06742       0.46639      1.692e+05    2.7065           3.152e+04   0.50429     2.386e+03   0.038176    0.0067191     
57     3.1104       2.5173       0.069022      0.46667      1.485e+05    2.3755           3.152e+04   0.50429     2.419e+03   0.038704    0.0067191     
58     3.0728       2.6663       0.065176      0.42758      1.534e+05    2.4549           3.152e+04   0.50429     2.375e+03   0.038       0.0067191     
59     3.0872       2.5692       0.068222      0.44088      1.562e+05    2.4994           3.152e+04   0.50429     2.479e+03   0.039664    0.0067191     
60     3.1703       2.4591       0.066418      0.43648      1.533e+05    2.453            3.152e+04   0.50429     2.383e+03   0.038128    0.0067191     
61     3.1163       2.4805       0.066638      0.43782      1.510e+05    2.4161           3.152e+04   0.50429     2.408e+03   0.038528    0.0067191     
62     3.077        2.5911       0.066999      0.42251      1.536e+05    2.4582           3.152e+04   0.50429     2.419e+03   0.038704    0.0067191     
63     3.2632       2.4195       0.08343       0.48278      1.569e+05    2.5106           3.154e+04   0.50456     3.444e+03   0.055104    0.0067191     
