Performance Recorder: RTAR_1DOP_Detailed_RandPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      3.8419       6.2867       0.57733       0.80297      1.603e+05    2.565            3.152e+04   0.50429     2.397e+03   0.038352    0.012133      
1      4.0503       6.0569       0.59532       0.80614      1.606e+05    2.5696           3.152e+04   0.50429     2.390e+03   0.03824     0.012133      
2      3.8298       6.2266       0.54474       0.79689      1.607e+05    2.5707           3.152e+04   0.50429     2.290e+03   0.03664     0.012133      
3      3.7909       6.3271       0.53567       0.79751      1.607e+05    2.5708           3.152e+04   0.50429     2.209e+03   0.035344    0.012133      
4      4.0125       5.9888       0.62907       0.81657      1.603e+05    2.5641           3.152e+04   0.50429     2.441e+03   0.039056    0.012133      
5      3.8974       6.158        0.64722       0.88478      1.609e+05    2.5745           3.152e+04   0.50429     2.426e+03   0.038816    0.012133      
6      3.904        6.1729       0.57505       0.82178      1.603e+05    2.5654           3.152e+04   0.50429     2.361e+03   0.037776    0.012133      
7      3.7895       6.4228       0.5438        0.74119      1.605e+05    2.5676           3.152e+04   0.50429     2.382e+03   0.038112    0.012133      
8      3.8537       6.2224       0.56656       0.80497      1.603e+05    2.5651           3.152e+04   0.50429     2.371e+03   0.037936    0.012133      
9      3.9066       6.1958       0.59815       0.80786      1.606e+05    2.5693           3.152e+04   0.50429     2.353e+03   0.037648    0.012133      
10     3.8695       6.056        0.55648       0.8138       1.605e+05    2.5677           3.152e+04   0.50429     2.318e+03   0.037088    0.012133      
11     3.7891       6.3237       0.61893       0.80865      1.603e+05    2.5649           3.152e+04   0.50429     2.448e+03   0.039168    0.012133      
12     3.7902       6.2823       0.57328       0.8191       1.609e+05    2.574            3.152e+04   0.50429     2.316e+03   0.037056    0.012133      
13     3.8889       6.0263       0.62903       0.8929       1.605e+05    2.5677           3.152e+04   0.50429     2.326e+03   0.037216    0.012133      
14     3.9392       6.1331       0.58904       0.8346       1.601e+05    2.5617           3.152e+04   0.50429     2.375e+03   0.038       0.012133      
15     3.848        6.1997       0.52711       0.74231      1.605e+05    2.5673           3.152e+04   0.50429     2.441e+03   0.039056    0.012133      
16     3.8392       6.2486       0.5729        0.81654      1.604e+05    2.5662           3.152e+04   0.50429     2.356e+03   0.037696    0.012133      
17     3.93         6.1243       0.57742       0.80841      1.607e+05    2.5718           3.152e+04   0.50429     2.371e+03   0.037936    0.012133      
18     3.9477       6.0851       0.56098       0.81226      1.606e+05    2.5702           3.152e+04   0.50429     2.320e+03   0.03712     0.012133      
19     3.881        6.1226       0.60012       0.79956      1.602e+05    2.5626           3.152e+04   0.50429     2.422e+03   0.038752    0.012133      
20     3.8078       6.2009       0.50677       0.75064      1.609e+05    2.575            3.152e+04   0.50429     2.343e+03   0.037488    0.012133      
21     3.9004       6.1604       0.62657       0.81525      1.605e+05    2.5678           3.152e+04   0.50429     2.489e+03   0.039824    0.012133      
22     4.0328       5.9381       0.5977        0.82945      1.607e+05    2.5712           3.152e+04   0.50429     2.342e+03   0.037472    0.012133      
23     3.8127       6.2112       0.58027       0.83226      1.606e+05    2.5701           3.152e+04   0.50429     2.336e+03   0.037376    0.012133      
24     3.8621       6.2079       0.5991        0.83464      1.604e+05    2.5661           3.152e+04   0.50429     2.382e+03   0.038112    0.012133      
25     3.969        6.0516       0.53632       0.83102      1.607e+05    2.5717           3.152e+04   0.50429     2.253e+03   0.036048    0.012133      
26     4.0094       6.0541       0.55567       0.84887      1.606e+05    2.5702           3.152e+04   0.50429     2.316e+03   0.037056    0.012133      
27     3.7948       6.3422       0.55979       0.81489      1.604e+05    2.5666           3.152e+04   0.50429     2.314e+03   0.037024    0.012133      
28     3.8885       6.2556       0.50633       0.74875      1.611e+05    2.578            3.152e+04   0.50429     2.293e+03   0.036688    0.012133      
29     3.9768       6.107        0.56712       0.80895      1.602e+05    2.5625           3.152e+04   0.50429     2.345e+03   0.03752     0.012133      
30     3.8691       6.1286       0.57957       0.82698      1.609e+05    2.5737           3.152e+04   0.50429     2.354e+03   0.037664    0.012133      
31     3.9498       6.1958       0.55456       0.80422      1.608e+05    2.5727           3.152e+04   0.50429     2.310e+03   0.03696     0.012133      
32     3.7414       6.3493       0.52487       0.76027      1.604e+05    2.5666           3.152e+04   0.50429     2.322e+03   0.037152    0.012133      
33     3.9001       6.0126       0.53493       0.80355      1.605e+05    2.5674           3.152e+04   0.50429     2.233e+03   0.035728    0.012133      
34     3.8297       6.1545       0.59439       0.82376      1.603e+05    2.5649           3.152e+04   0.50429     2.376e+03   0.038016    0.012133      
35     3.9056       6.1102       0.58604       0.82902      1.605e+05    2.5684           3.152e+04   0.50429     2.370e+03   0.03792     0.012133      
36     3.7867       6.341        0.53093       0.76376      1.607e+05    2.5711           3.152e+04   0.50429     2.373e+03   0.037968    0.012133      
37     3.8991       6.2812       0.55776       0.78881      1.605e+05    2.5679           3.152e+04   0.50429     2.363e+03   0.037808    0.012133      
38     4.043        6.1553       0.52138       0.774        1.609e+05    2.5737           3.152e+04   0.50429     2.329e+03   0.037264    0.012133      
39     3.9421       6.0709       0.51994       0.73296      1.604e+05    2.5668           3.152e+04   0.50429     2.347e+03   0.037552    0.012133      
40     3.9002       6.0721       0.64899       0.84785      1.604e+05    2.5666           3.152e+04   0.50429     2.441e+03   0.039056    0.012133      
41     4.0123       5.9834       0.5484        0.81385      1.606e+05    2.5696           3.152e+04   0.50429     2.254e+03   0.036064    0.012133      
42     3.8712       6.0999       0.55578       0.83925      1.606e+05    2.5697           3.152e+04   0.50429     2.296e+03   0.036736    0.012133      
43     3.8371       6.2501       0.66457       0.89846      1.608e+05    2.5732           3.152e+04   0.50429     2.396e+03   0.038336    0.012133      
