Performance Recorder: RTA_2D_Detailed_NoPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      457.86        207.95        159.05       3.1717       1.231e+05    6.790e+07    6.405e+05    1.0853        
1      450.15        283.95        166.14       3.6205       1.237e+05    1.822e+06    6.397e+05    1.0853        
2      408.42        256.03        174.55       3.9177       1.264e+05    1.025e+06    6.455e+05    1.0853        
3      773.2         109.43        154.54       3.6628       1.285e+05    0.000e+00    6.472e+05    1.0853        
4      452.58        215.32        155.58       3.44         1.263e+05    1.789e+06    6.535e+05    1.0853        
5      423.25        354.95        163.82       3.9048       1.256e+05    6.531e+07    6.475e+05    1.0853        
6      336.41        332.18        173.48       3.917        1.248e+05    3.106e+06    6.314e+05    1.0853        
7      723.22        202.25        153.73       3.2866       1.210e+05    1.147e+06    6.085e+05    1.0853        
8      407.03        239.15        159.48       3.6958       1.254e+05    1.024e+06    6.473e+05    1.0853        
9      432.43        346.99        162.56       4.2898       1.287e+05    3.091e+06    6.588e+05    1.0853        
10     311.96        353.6         176.62       4.0404       1.256e+05    6.553e+07    6.319e+05    1.0853        
11     723.88        200.77        150.85       3.5363       1.283e+05    3.596e+06    6.400e+05    1.0853        
12     412.12        212.62        158.94       3.4215       1.295e+05    0.000e+00    6.673e+05    1.0853        
13     410.95        349.24        160.72       3.8289       1.262e+05    1.167e+06    6.516e+05    1.0853        
14     403.17        261.01        176.24       3.6961       1.275e+05    3.592e+06    6.418e+05    1.0853        
15     750.89        153.32        149.94       3.2144       1.265e+05    6.298e+07    6.345e+05    1.0853        
