Performance Recorder: RTA_2D_Detailed_RandPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      30.782        387.54        411.28       10.014       1.261e+05    1.807e+07    6.441e+05    0.87092       
1      65.924        327.09        412.09       10.887       1.258e+05    1.755e+07    6.435e+05    0.87092       
2      51.91         351.7         414.73       10.154       1.259e+05    1.756e+07    6.432e+05    0.87092       
3      88.539        339.54        420.5        10.126       1.258e+05    1.757e+07    6.428e+05    0.87092       
4      29.248        397.32        414.07       10.054       1.262e+05    1.755e+07    6.404e+05    0.87092       
5      64.317        335.31        415.4        10.255       1.263e+05    1.807e+07    6.408e+05    0.87092       
6      57.953        359.75        407.29       10.423       1.261e+05    1.757e+07    6.393e+05    0.87092       
7      95.493        347.39        408.92       11.154       1.264e+05    1.756e+07    6.405e+05    0.87092       
8      30.65         380.5         431.83       10.707       1.251e+05    1.757e+07    6.344e+05    0.87092       
9      68.895        320.16        428.65       10.463       1.250e+05    1.758e+07    6.359e+05    0.87092       
10     94.693        310.25        424.47       9.8233       1.245e+05    1.807e+07    6.342e+05    0.87092       
11     95.52         331.77        429.01       10.052       1.247e+05    1.757e+07    6.359e+05    0.87092       
12     30.826        385.52        418.12       9.8682       1.269e+05    1.757e+07    6.444e+05    0.87092       
13     67.716        324.08        417.11       9.8977       1.272e+05    1.756e+07    6.439e+05    0.87092       
14     62.154        349.64        407.24       10.198       1.277e+05    1.757e+07    6.462e+05    0.87092       
15     100.05        337.95        408.86       9.947        1.273e+05    1.807e+07    6.456e+05    0.87092       
