Performance Recorder: RTAR_2D_Detailed_NoPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      86.461        13.347        7.3693       0.12741      6.405e+05    1.231e+05    1.088e+04    0.10776       
1      89.228        6.5427        5.9173       0.10454      6.397e+05    1.263e+05    9.006e+03    0.10776       
2      87.164        13.271        5.9848       0.12028      6.455e+05    1.254e+05    9.096e+03    0.10776       
3      87.474        13.307        6.074        0.11643      6.472e+05    1.295e+05    9.118e+03    0.10776       
4      61.999        38.926        5.966        0.11702      6.535e+05    1.237e+05    9.004e+03    0.10776       
5      62.47         34.905        7.1919       0.11458      6.475e+05    1.256e+05    1.068e+04    0.10776       
6      61.36         39.175        5.9519       0.1037       6.314e+05    1.287e+05    8.941e+03    0.10776       
7      61.73         39.098        6.0774       0.11258      6.085e+05    1.262e+05    9.321e+03    0.10776       
8      92.674        7.829         6.3765       0.10574      6.473e+05    1.264e+05    9.061e+03    0.10776       
9      90.206        8.0691        5.9414       0.10146      6.588e+05    1.248e+05    8.926e+03    0.10776       
10     91.563        7.8707        7.4736       0.11875      6.319e+05    1.256e+05    1.078e+04    0.10776       
11     92.819        7.9793        6.1098       0.10513      6.400e+05    1.275e+05    9.212e+03    0.10776       
12     99.536        1.295         6.0207       0.099341     6.673e+05    1.285e+05    9.098e+03    0.10776       
13     92.13         6.1248        5.9184       0.10389      6.516e+05    1.210e+05    9.298e+03    0.10776       
14     99.215        1.1652        6.0807       0.1199       6.418e+05    1.283e+05    9.177e+03    0.10776       
15     98.512        1.2867        7.3797       0.1133       6.345e+05    1.265e+05    1.077e+04    0.10776       
