Performance Recorder: RTAR_1D_Detailed_NoPerm_64MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      54.854       78.245       0.61892      1.618e+05    2.5894           4.163e+05   6.6603          3.274e+04   0.52392     2.408e+03   0.038528    0.1346        
1      54.853       78.241       0.58474      1.639e+05    2.623            3.696e+05   5.9139          2.968e+04   0.47486     2.319e+03   0.037104    0.1346        
2      54.853       78.228       0.69794      1.639e+05    2.6223           3.826e+05   6.1223          2.996e+04   0.47933     2.291e+03   0.036656    0.1346        
3      54.854       78.249       0.62706      1.645e+05    2.6324           4.138e+05   6.6214          3.255e+04   0.52077     2.454e+03   0.039264    0.1346        
4      54.854       78.207       0.54946      1.625e+05    2.5997           3.659e+05   5.8547          2.807e+04   0.44914     2.277e+03   0.036432    0.1346        
5      54.853       78.215       0.61003      1.628e+05    2.6042           4.180e+05   6.6878          3.378e+04   0.54045     2.437e+03   0.038992    0.1346        
6      54.854       78.211       0.64607      1.603e+05    2.5646           4.106e+05   6.5693          3.345e+04   0.53526     2.435e+03   0.03896     0.1346        
7      54.853       78.218       0.59466      1.687e+05    2.6994           3.758e+05   6.0129          2.941e+04   0.4705      2.328e+03   0.037248    0.1346        
8      54.854       78.231       0.59496      1.640e+05    2.6242           3.862e+05   6.1791          3.022e+04   0.4835      2.314e+03   0.037024    0.1346        
9      54.854       78.262       0.68751      1.615e+05    2.5835           4.180e+05   6.6885          3.317e+04   0.5307      2.487e+03   0.039792    0.1346        
10     54.854       78.242       0.60791      1.615e+05    2.5836           4.085e+05   6.5358          3.260e+04   0.52162     2.428e+03   0.038848    0.1346        
11     54.854       78.257       0.61204      1.599e+05    2.558            3.943e+05   6.3088          3.154e+04   0.50466     2.369e+03   0.037904    0.1346        
12     54.853       78.217       0.55718      1.614e+05    2.5824           3.788e+05   6.0615          2.920e+04   0.46728     2.309e+03   0.036944    0.1346        
13     54.854       78.246       0.56563      1.662e+05    2.6596           3.740e+05   5.9846          2.837e+04   0.4539      2.324e+03   0.037184    0.1346        
14     54.854       78.241       0.68319      1.570e+05    2.5118           4.231e+05   6.7689          3.294e+04   0.52709     2.436e+03   0.038976    0.1346        
15     54.854       78.288       0.56921      1.591e+05    2.5452           3.941e+05   6.3053          3.040e+04   0.48635     2.389e+03   0.038224    0.1346        
16     54.853       78.219       0.58338      1.619e+05    2.5905           3.816e+05   6.105           2.973e+04   0.4757      2.310e+03   0.03696     0.1346        
17     54.852       78.205       0.6462       1.606e+05    2.5698           4.195e+05   6.7124          3.376e+04   0.54022     2.453e+03   0.039248    0.1346        
18     54.852       78.222       0.59931      1.631e+05    2.6103           3.957e+05   6.3316          3.112e+04   0.49787     2.395e+03   0.03832     0.1346        
19     54.852       78.246       0.59459      1.608e+05    2.5735           3.658e+05   5.8533          2.787e+04   0.44587     2.255e+03   0.03608     0.1346        
20     54.851       78.225       0.62176      1.638e+05    2.6212           3.858e+05   6.1736          3.028e+04   0.48442     2.308e+03   0.036928    0.1346        
21     54.85        78.215       0.66989      1.611e+05    2.5779           4.039e+05   6.4627          3.360e+04   0.53766     2.408e+03   0.038528    0.1346        
22     54.851       78.222       0.63632      1.625e+05    2.5998           3.991e+05   6.3864          3.117e+04   0.49867     2.386e+03   0.038176    0.1346        
23     54.851       78.232       0.6362       1.620e+05    2.5926           3.828e+05   6.1254          2.963e+04   0.47403     2.344e+03   0.037504    0.1346        
24     54.852       78.246       0.63267      1.655e+05    2.6488           3.863e+05   6.1813          3.083e+04   0.4933      2.386e+03   0.038176    0.1346        
25     54.852       78.234       0.62484      1.620e+05    2.5912           3.753e+05   6.0045          2.896e+04   0.46331     2.307e+03   0.036912    0.1346        
26     54.852       78.221       0.72358      1.591e+05    2.5462           4.143e+05   6.6294          3.425e+04   0.54797     2.406e+03   0.038496    0.1346        
27     54.851       78.26        0.65471      1.618e+05    2.5894           4.027e+05   6.4425          3.155e+04   0.50478     2.369e+03   0.037904    0.1346        
28     54.855       78.286       0.57471      1.606e+05    2.5702           3.886e+05   6.2184          3.008e+04   0.48126     2.383e+03   0.038128    0.1346        
29     54.854       78.237       0.67132      1.605e+05    2.5682           4.217e+05   6.7473          3.396e+04   0.54331     2.463e+03   0.039408    0.1346        
30     54.853       78.227       0.65635      1.630e+05    2.608            3.875e+05   6.2004          3.189e+04   0.51027     2.375e+03   0.038       0.1346        
31     54.855       78.249       0.5899       1.614e+05    2.5818           3.707e+05   5.9307          2.887e+04   0.46186     2.295e+03   0.03672     0.1346        
32     54.852       78.242       0.59536      1.601e+05    2.5612           4.006e+05   6.4101          3.099e+04   0.49586     2.400e+03   0.0384      0.1346        
33     54.853       78.201       0.59907      1.630e+05    2.6077           3.947e+05   6.3149          3.070e+04   0.49118     2.368e+03   0.037888    0.1346        
34     54.852       78.222       0.59251      1.608e+05    2.572            3.944e+05   6.3104          3.104e+04   0.49659     2.360e+03   0.03776     0.1346        
35     54.852       78.247       0.64107      1.650e+05    2.6407           4.073e+05   6.5165          3.207e+04   0.51315     2.340e+03   0.03744     0.1346        
36     54.852       78.218       0.63486      1.620e+05    2.5926           4.220e+05   6.7516          3.289e+04   0.5263      2.485e+03   0.03976     0.1346        
37     54.853       78.21        0.69971      1.603e+05    2.5651           4.103e+05   6.5641          3.199e+04   0.5119      2.410e+03   0.03856     0.1346        
38     54.852       78.221       0.57757      1.625e+05    2.5996           3.898e+05   6.2371          2.970e+04   0.47523     2.358e+03   0.037728    0.1346        
39     54.852       78.237       0.61897      1.617e+05    2.5873           4.009e+05   6.4148          3.211e+04   0.51378     2.382e+03   0.038112    0.1346        
40     54.853       78.284       0.6221       1.647e+05    2.6346           3.794e+05   6.0711          2.964e+04   0.47429     2.350e+03   0.0376      0.1346        
41     54.852       78.249       0.60407      1.687e+05    2.6996           3.936e+05   6.2984          3.120e+04   0.49923     2.368e+03   0.037888    0.1346        
42     54.852       78.214       0.58639      1.564e+05    2.503            3.977e+05   6.3625          3.126e+04   0.50018     2.391e+03   0.038256    0.1346        
43     54.852       78.228       0.63432      1.568e+05    2.5081           3.975e+05   6.3602          3.126e+04   0.50021     2.369e+03   0.037904    0.1346        
44     54.852       78.225       0.66086      1.620e+05    2.5923           3.949e+05   6.3183          3.178e+04   0.5085      2.366e+03   0.037856    0.1346        
45     54.852       78.247       0.65011      1.591e+05    2.5462           3.972e+05   6.3555          3.109e+04   0.49739     2.389e+03   0.038224    0.1346        
46     54.852       78.216       0.62236      1.503e+05    2.4042           3.999e+05   6.3991          3.117e+04   0.49875     2.289e+03   0.036624    0.1346        
47     54.851       78.239       0.67082      1.594e+05    2.5501           4.081e+05   6.529           3.234e+04   0.51741     2.391e+03   0.038256    0.1346        
48     54.854       78.222       0.60746      1.589e+05    2.5428           3.682e+05   5.8912          2.889e+04   0.46227     2.315e+03   0.03704     0.1346        
49     54.855       78.239       0.64984      1.643e+05    2.6293           3.836e+05   6.1377          2.998e+04   0.47971     2.292e+03   0.036672    0.1346        
50     54.855       78.221       0.60542      1.603e+05    2.5649           3.875e+05   6.2007          3.102e+04   0.49632     2.329e+03   0.037264    0.1346        
51     54.855       78.241       0.68283      1.639e+05    2.6219           4.254e+05   6.8066          3.383e+04   0.54134     2.463e+03   0.039408    0.1346        
52     54.855       78.208       0.68699      1.536e+05    2.4581           3.949e+05   6.3183          3.269e+04   0.52299     2.372e+03   0.037952    0.1346        
53     54.854       78.232       0.61727      1.682e+05    2.6917           3.938e+05   6.3016          3.077e+04   0.49232     2.350e+03   0.0376      0.1346        
54     54.856       78.239       0.65099      1.647e+05    2.6346           3.988e+05   6.3807          3.141e+04   0.50254     2.357e+03   0.037712    0.1346        
55     54.855       78.237       0.63251      1.629e+05    2.6066           3.971e+05   6.3536          3.162e+04   0.5059      2.399e+03   0.038384    0.1346        
56     54.854       78.261       0.67539      1.692e+05    2.7065           4.054e+05   6.4871          3.264e+04   0.52222     2.386e+03   0.038176    0.1346        
57     54.854       78.213       0.64304      1.485e+05    2.3755           4.039e+05   6.462           3.177e+04   0.50829     2.419e+03   0.038704    0.1346        
58     54.854       78.221       0.62025      1.534e+05    2.4549           3.842e+05   6.1479          3.039e+04   0.48627     2.375e+03   0.038       0.1346        
59     54.854       78.252       0.68413      1.562e+05    2.4994           4.296e+05   6.874           3.401e+04   0.54414     2.479e+03   0.039664    0.1346        
60     54.854       78.217       0.654        1.533e+05    2.453            3.981e+05   6.3694          3.143e+04   0.50294     2.383e+03   0.038128    0.1346        
61     54.854       78.246       0.61624      1.510e+05    2.4161           4.031e+05   6.4499          3.184e+04   0.50941     2.408e+03   0.038528    0.1346        
62     54.854       78.25        0.61891      1.536e+05    2.4582           4.013e+05   6.4209          3.245e+04   0.51918     2.419e+03   0.038704    0.1346        
63     54.854       78.283       0.89176      1.569e+05    2.5106           5.723e+05   9.1576          4.556e+04   0.72904     3.444e+03   0.055104    0.1346        
