Performance Recorder: RTAR_2D_Detailed_RandPerm_64MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      46.744        18.733        9.2635       0.2866       1.604e+05    3.155e+04    3.160e+03    0.075621      
1      49.07         18.061        6.9244       0.20378      1.606e+05    3.168e+04    2.254e+03    0.075621      
2      48.667        18.728        6.9728       0.1995       1.605e+05    3.211e+04    2.284e+03    0.075621      
3      48.992        18.604        6.5825       0.20586      1.607e+05    3.034e+04    2.265e+03    0.075621      
4      48.704        18.34         7.0664       0.20897      1.608e+05    3.146e+04    2.240e+03    0.075621      
5      48.282        19.25         6.9498       0.23219      1.608e+05    3.125e+04    2.185e+03    0.075621      
6      48.501        18.555        7.1404       0.21721      1.601e+05    3.204e+04    2.327e+03    0.075621      
7      49.196        18.467        6.9361       0.21581      1.602e+05    3.171e+04    2.258e+03    0.075621      
8      48.103        18.109        8.2595       0.23097      1.608e+05    3.176e+04    2.262e+03    0.075621      
9      48.344        17.503        8.3993       0.27424      1.602e+05    3.144e+04    3.260e+03    0.075621      
10     49.929        17.573        6.8192       0.224        1.606e+05    3.244e+04    2.263e+03    0.075621      
11     49.606        17.885        6.7014       0.2122       1.606e+05    3.034e+04    2.224e+03    0.075621      
12     49.332        17.762        6.9981       0.19712      1.606e+05    3.143e+04    2.285e+03    0.075621      
13     48.813        18.433        7.2573       0.22844      1.604e+05    3.134e+04    2.217e+03    0.075621      
14     49.279        17.922        6.9662       0.21527      1.604e+05    3.198e+04    2.212e+03    0.075621      
15     50.027        17.663        6.8588       0.22807      1.604e+05    3.141e+04    2.278e+03    0.075621      
16     44.114        22.262        8.1459       0.21287      1.625e+05    3.172e+04    2.275e+03    0.075621      
17     44.043        21.651        8.5903       0.22207      1.630e+05    3.143e+04    2.265e+03    0.075621      
18     43.532        22.244        8.8709       0.27151      1.629e+05    3.244e+04    3.088e+03    0.075621      
19     43.955        22.105        8.3723       0.20914      1.632e+05    3.036e+04    2.304e+03    0.075621      
20     44.442        22.303        7.4118       0.19448      1.631e+05    3.130e+04    2.315e+03    0.075621      
21     44.192        22.243        8.1165       0.20534      1.627e+05    3.122e+04    2.243e+03    0.075621      
22     43.952        22.388        7.9748       0.22415      1.631e+05    3.210e+04    2.300e+03    0.075621      
23     44.457        21.879        8.4596       0.21392      1.629e+05    3.158e+04    2.299e+03    0.075621      
24     48.384        18.287        7.9414       0.23043      1.565e+05    3.158e+04    2.272e+03    0.075621      
25     48.089        17.748        8.4502       0.20504      1.559e+05    3.153e+04    2.223e+03    0.075621      
26     48.083        18.119        8.3453       0.20697      1.571e+05    3.244e+04    2.307e+03    0.075621      
27     46.484        18.172        9.9732       0.24019      1.564e+05    3.049e+04    2.990e+03    0.075621      
28     48.683        18.249        7.1838       0.19538      1.558e+05    3.138e+04    2.177e+03    0.075621      
29     48.154        18.323        8.0212       0.20797      1.562e+05    3.113e+04    2.276e+03    0.075621      
30     47.921        18.287        8.1432       0.22456      1.565e+05    3.211e+04    2.211e+03    0.075621      
31     48.112        17.978        8.7091       0.2188       1.563e+05    3.148e+04    2.174e+03    0.075621      
32     50.067        16.218        8.3763       0.22042      1.602e+05    3.162e+04    2.248e+03    0.075621      
33     50.593        15.797        7.8119       0.21319      1.606e+05    3.158e+04    2.280e+03    0.075621      
34     50.091        16.161        8.2805       0.21646      1.606e+05    3.223e+04    2.314e+03    0.075621      
35     50.82         16.414        7.0227       0.22457      1.595e+05    3.050e+04    2.177e+03    0.075621      
36     50.412        15.713        8.1327       0.26365      1.599e+05    3.114e+04    3.028e+03    0.075621      
37     49.973        17.118        7.4852       0.20439      1.597e+05    3.128e+04    2.265e+03    0.075621      
38     49.819        16.346        8.1953       0.22368      1.604e+05    3.199e+04    2.268e+03    0.075621      
39     51.416        15.987        7.2382       0.21583      1.599e+05    3.181e+04    2.253e+03    0.075621      
40     50.547        16.202        7.7441       0.23094      1.589e+05    3.147e+04    2.197e+03    0.075621      
41     50.136        15.835        8.3152       0.20829      1.589e+05    3.147e+04    2.225e+03    0.075621      
42     49.941        16.111        8.5221       0.21935      1.591e+05    3.230e+04    2.252e+03    0.075621      
43     50.875        16.31         7.1273       0.21679      1.593e+05    3.053e+04    2.286e+03    0.075621      
44     50.615        15.994        7.5761       0.22145      1.594e+05    3.137e+04    2.255e+03    0.075621      
45     48.286        16.996        9.3723       0.26703      1.590e+05    3.124e+04    3.080e+03    0.075621      
46     49.673        16.311        8.3593       0.21146      1.589e+05    3.230e+04    2.253e+03    0.075621      
47     51.623        15.883        7.1369       0.22065      1.596e+05    3.147e+04    2.290e+03    0.075621      
48     56.831        10.078        7.6867       0.21944      1.629e+05    3.163e+04    2.318e+03    0.075621      
49     57.431        9.6635        7.0021       0.21741      1.624e+05    3.143e+04    2.207e+03    0.075621      
50     57            10.011        7.4376       0.22358      1.626e+05    3.242e+04    2.290e+03    0.075621      
51     56.756        10.661        6.8226       0.20191      1.637e+05    3.044e+04    2.209e+03    0.075621      
52     56.381        9.8478        8.0074       0.21052      1.626e+05    3.158e+04    2.278e+03    0.075621      
53     55.887        10.817        7.9167       0.21569      1.636e+05    3.111e+04    2.258e+03    0.075621      
54     55.058        10.399        8.9734       0.27567      1.631e+05    3.194e+04    3.209e+03    0.075621      
55     57.698        9.7654        7.183        0.22295      1.629e+05    3.160e+04    2.330e+03    0.075621      
56     54.036        12.648        7.8847       0.21632      1.620e+05    3.197e+04    2.263e+03    0.075621      
57     54.603        12.513        7.0045       0.22205      1.620e+05    3.174e+04    2.285e+03    0.075621      
58     55.469        12.024        6.9973       0.22167      1.612e+05    3.210e+04    2.293e+03    0.075621      
59     54.433        12.816        7.0361       0.21941      1.617e+05    3.024e+04    2.170e+03    0.075621      
60     54.548        12.335        7.2836       0.21527      1.618e+05    3.133e+04    2.246e+03    0.075621      
61     53.893        13.26         7.4154       0.2045       1.610e+05    3.124e+04    2.296e+03    0.075621      
62     53.155        13.066        8.095        0.22814      1.615e+05    3.204e+04    2.338e+03    0.075621      
63     54.102        12.53         8.1064       0.26395      1.616e+05    3.149e+04    3.271e+03    0.075621      
