Performance Recorder: AA_1D_Detailed_NoPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      39.731       658.82       1620.5       1.736e+07    277.83           3.619e+07   579.01          1.736e+07   277.83      1.064e+08   1703        3.1437        
1      39.728       658.82       1693.9       1.728e+07    276.56           4.049e+07   647.81          1.728e+07   276.56      1.061e+08   1698.2      3.1437        
2      39.73        658.81       1564.5       1.790e+07    286.45           4.107e+07   657.15          1.790e+07   286.45      1.148e+08   1836.3      3.1437        
3      39.729       658.84       1847.8       1.816e+07    290.53           4.356e+07   696.93          1.816e+07   290.53      1.145e+08   1832.5      3.1437        
4      39.729       658.83       1677.5       1.786e+07    285.75           5.151e+07   824.14          1.786e+07   285.75      1.105e+08   1767.8      3.1437        
5      39.728       658.85       1410.3       1.791e+07    286.5            4.437e+07   709.89          1.791e+07   286.5       1.136e+08   1817.4      3.1437        
6      39.727       658.81       1429.5       1.799e+07    287.91           4.577e+07   732.32          1.799e+07   287.91      1.144e+08   1830.4      3.1437        
7      39.728       658.82       1433.5       1.763e+07    282.01           4.563e+07   730.01          1.763e+07   282.01      1.098e+08   1756.2      3.1437        
8      39.732       658.81       1425.5       1.828e+07    292.48           4.829e+07   772.64          1.828e+07   292.48      1.169e+08   1870.8      3.1437        
9      39.731       658.82       1429         1.826e+07    292.14           4.805e+07   768.81          1.826e+07   292.14      1.168e+08   1868.7      3.1437        
10     39.73        658.82       1720.3       1.835e+07    293.61           5.291e+07   846.55          1.835e+07   293.61      1.146e+08   1833.3      3.1437        
11     39.73        658.85       1742.6       1.836e+07    293.78           5.684e+07   909.4           1.836e+07   293.78      1.155e+08   1847.7      3.1437        
12     39.73        658.81       1520.7       1.723e+07    275.75           3.313e+07   530.11          1.723e+07   275.75      1.074e+08   1718.2      3.1437        
13     39.729       658.82       1464         1.647e+07    263.59           3.361e+07   537.72          1.647e+07   263.59      1.000e+08   1600.2      3.1437        
14     39.729       658.82       1370.6       1.664e+07    266.21           4.077e+07   652.36          1.664e+07   266.21      9.968e+07   1594.9      3.1437        
15     39.729       658.85       1396.1       1.738e+07    278.07           4.112e+07   657.93          1.738e+07   278.07      1.071e+08   1713.5      3.1437        
