Performance Recorder: RTAR_1D_Detailed_RandPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      55.16        95.054       5.0278       6.405e+05    10.247           1.004e+07   160.61          1.215e+05   1.9434      9.304e+03   0.14886     0.15618       
1      55.16        95.03        5.403        6.414e+05    10.262           1.007e+07   161.13          1.262e+05   2.0196      9.399e+03   0.15038     0.15618       
2      55.16        95.037       5.8451       6.408e+05    10.252           1.008e+07   161.26          1.268e+05   2.0287      9.496e+03   0.15194     0.15618       
3      55.16        95.072       5.6062       6.407e+05    10.251           1.009e+07   161.49          1.287e+05   2.0592      9.533e+03   0.15253     0.15618       
4      55.161       95.03        5.0914       6.414e+05    10.263           1.005e+07   160.76          1.223e+05   1.9573      9.254e+03   0.14806     0.15618       
5      55.161       95.037       5.5857       6.409e+05    10.255           1.008e+07   161.28          1.266e+05   2.0258      9.426e+03   0.15082     0.15618       
6      55.16        95.036       4.9195       6.414e+05    10.263           1.006e+07   160.98          1.259e+05   2.0147      9.502e+03   0.15203     0.15618       
7      55.161       95.065       5.4375       6.403e+05    10.245           1.009e+07   161.38          1.294e+05   2.0703      9.512e+03   0.15219     0.15618       
8      55.161       95.034       4.8826       6.408e+05    10.253           1.007e+07   161.12          1.278e+05   2.0441      9.514e+03   0.15222     0.15618       
9      55.159       95.039       5.3286       6.419e+05    10.271           1.006e+07   161.02          1.256e+05   2.0096      9.415e+03   0.15064     0.15618       
10     55.159       95.044       5.4228       6.406e+05    10.249           1.004e+07   160.71          1.228e+05   1.9654      9.368e+03   0.14989     0.15618       
11     55.159       95.063       5.2263       6.397e+05    10.236           1.005e+07   160.87          1.221e+05   1.9532      9.288e+03   0.14861     0.15618       
12     55.159       95.041       5.1648       6.410e+05    10.256           1.009e+07   161.5           1.309e+05   2.0943      9.544e+03   0.1527      0.15618       
13     55.158       95.029       4.9545       6.410e+05    10.256           1.008e+07   161.34          1.276e+05   2.0419      9.499e+03   0.15198     0.15618       
14     55.158       95.043       4.899        6.416e+05    10.265           1.004e+07   160.61          1.227e+05   1.9635      9.247e+03   0.14795     0.15618       
15     55.158       95.07        5.5786       6.413e+05    10.26            1.010e+07   161.63          1.302e+05   2.0837      9.753e+03   0.15605     0.15618       
