Performance Recorder: AA_2D_Detailed_NoPerm_64MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      8319.9        5288.5        3010         1200         3.218e+07    3.218e+07    1.893e+08    28.17         
1      7948.6        8251.5        437.42       167.84       1.914e+06    1.914e+06    1.809e+07    28.17         
2      6073.4        16909         333.75       63.859       4.483e+05    4.483e+05    3.991e+06    28.17         
3      6124.9        17189         12.246       9e-05        0.000e+00    0.000e+00    0.000e+00    28.17         
4      5681.6        17685         3.4246       8e-05        0.000e+00    0.000e+00    0.000e+00    28.17         
5      6102.9        17076         137.22       68.57        1.450e+05    1.450e+05    1.265e+06    28.17         
6      9150.4        14174         4.8909       0.00027      0.000e+00    0.000e+00    0.000e+00    28.17         
7      6132.1        17935         1.347        0.000291     0.000e+00    0.000e+00    0.000e+00    28.17         
8      11282         4888.7        443.6        202.48       1.885e+06    1.885e+06    1.801e+07    28.17         
9      6381.4        7265.5        3019.1       1277.3       3.192e+07    3.192e+07    1.909e+08    28.17         
10     6432.5        16535         348.3        151.96       9.386e+05    9.386e+05    8.370e+06    28.17         
11     8261.1        14911         153.9        40.369       4.347e+05    4.347e+05    3.868e+06    28.17         
12     8929.4        14433         7.5246       0.000731     0.000e+00    0.000e+00    0.000e+00    28.17         
13     7077          15935         304.75       84.043       8.799e+05    8.799e+05    8.217e+06    28.17         
14     12402         10921         6.7886       0.001012     0.000e+00    0.000e+00    0.000e+00    28.17         
15     9390.2        14675         3.1008       0.002114     0.000e+00    0.000e+00    0.000e+00    28.17         
16     13148         7634.8        157.69       37.959       4.370e+05    4.370e+05    3.962e+06    28.17         
17     12649         7981.2        310.34       119.51       9.407e+05    9.407e+05    8.389e+06    28.17         
18     6071.8        14820         2430.4       1211.2       3.159e+07    3.159e+07    1.863e+08    28.17         
19     9113.3        13929         283.78       120.49       8.789e+05    8.789e+05    8.305e+06    28.17         
20     15078         8105.5        190.31       50.259       6.719e+05    6.719e+05    6.017e+06    28.17         
21     7819          15179         319.76       62.05        9.064e+05    9.064e+05    8.059e+06    28.17         
22     14455         8768.2        110.78       20.383       2.508e+05    2.508e+05    2.287e+06    28.17         
23     12972         11095         111.01       12.017       1.005e+05    1.005e+05    8.198e+05    28.17         
24     11562         9397.7        6.9116       0.00045      0.000e+00    0.000e+00    0.000e+00    28.17         
25     10717         10125         123.48       30.054       4.109e+05    4.109e+05    3.754e+06    28.17         
26     8024.9        15005         287.24       137.64       8.611e+05    8.611e+05    8.230e+06    28.17         
27     6881.4        14140         2325.8       1232.6       3.198e+07    3.198e+07    1.908e+08    28.17         
28     15009         8059.5        313.15       133.71       1.331e+06    1.331e+06    1.244e+07    28.17         
29     7749.6        15406         162.39       30.164       1.962e+05    1.962e+05    1.679e+06    28.17         
30     12388         10836         108.32       20.786       2.493e+05    2.493e+05    2.279e+06    28.17         
31     12872         11160         233.27       49.473       5.459e+05    5.459e+05    4.737e+06    28.17         
32     13387         7539.1        3.11         0.0001       0.000e+00    0.000e+00    0.000e+00    28.17         
33     10568         10354         6.9445       0.000121     0.000e+00    0.000e+00    0.000e+00    28.17         
34     6523.8        16608         185.38       63.783       6.693e+05    6.693e+05    6.013e+06    28.17         
35     6029.6        16982         321.39       169.8        1.326e+06    1.326e+06    1.243e+07    28.17         
36     12791         8302.7        2343.7       1280.9       3.254e+07    3.254e+07    1.968e+08    28.17         
37     7066.7        16051         202.06       99.54        1.771e+05    1.771e+05    2.109e+06    28.17         
38     11777         11546         8.4233       0.000712     0.000e+00    0.000e+00    0.000e+00    28.17         
39     11624         12315         347.49       124.69       1.825e+06    1.825e+06    1.635e+07    28.17         
40     13488         7518.7        121.11       16.477       1.448e+05    1.448e+05    1.280e+06    28.17         
41     10885         9932.7        310.27       80.838       8.795e+05    8.795e+05    8.196e+06    28.17         
42     9209.8        13854         253.81       74.349       9.012e+05    9.012e+05    8.034e+06    28.17         
43     10152         13017         159.03       24.339       1.953e+05    1.953e+05    1.676e+06    28.17         
44     13237         9911.4        234.97       102.74       1.747e+05    1.747e+05    2.104e+06    28.17         
45     5884.4        14250         3191.4       1210.1       3.263e+07    3.263e+07    1.926e+08    28.17         
46     15183         7732.7        416.02       127.55       1.574e+06    1.574e+06    1.440e+07    28.17         
47     13872         10156         220.19       38.565       1.965e+05    1.965e+05    1.684e+06    28.17         
48     13609         9702.3        2.2548       0.00017      0.000e+00    0.000e+00    0.000e+00    28.17         
49     10802         12505         6.4234       0.00016      0.000e+00    0.000e+00    0.000e+00    28.17         
50     6724.5        16386         207.59       41.569       2.611e+05    2.611e+05    2.311e+06    28.17         
51     7347.9        15808         173.25       26.821       2.612e+05    2.612e+05    2.305e+06    28.17         
52     12807         10556         13.662       0.000611     0.000e+00    0.000e+00    0.000e+00    28.17         
53     6171          16768         378.61       142.23       1.577e+06    1.577e+06    1.440e+07    28.17         
54     12035         8762.2        2558.3       1168.9       3.113e+07    3.113e+07    1.823e+08    28.17         
55     11961         12024         336.6        123.2        5.140e+05    5.140e+05    6.220e+06    28.17         
