Performance Recorder: AA_1D_Detailed_RandPerm_16MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      201.59       2125.8       1331.7       1.434e+07    229.51           2.295e+08   3672.3          1.434e+07   229.51      7.758e+07   1241.2      4.0227        
1      201.59       2125.8       1325         1.435e+07    229.52           2.295e+08   3672.3          1.435e+07   229.52      7.758e+07   1241.3      4.0227        
2      201.59       2125.8       1321.9       1.435e+07    229.55           2.295e+08   3672.3          1.435e+07   229.55      7.759e+07   1241.4      4.0227        
3      201.59       2125.8       1315.7       1.435e+07    229.53           2.295e+08   3672.3          1.435e+07   229.53      7.759e+07   1241.4      4.0227        
4      201.59       2125.8       1282.1       1.434e+07    229.45           2.295e+08   3672.3          1.434e+07   229.45      7.757e+07   1241.1      4.0227        
5      201.59       2125.8       1283         1.434e+07    229.5            2.295e+08   3672.3          1.434e+07   229.5       7.758e+07   1241.3      4.0227        
6      201.59       2125.8       1286.3       1.435e+07    229.53           2.295e+08   3672.3          1.435e+07   229.53      7.757e+07   1241.2      4.0227        
7      201.59       2125.8       1283.8       1.434e+07    229.5            2.295e+08   3672.3          1.434e+07   229.5       7.757e+07   1241.2      4.0227        
8      201.59       2125.8       1281.5       1.435e+07    229.53           2.295e+08   3672.3          1.435e+07   229.53      7.759e+07   1241.4      4.0227        
9      201.59       2125.8       1282.7       1.435e+07    229.55           2.295e+08   3672.3          1.435e+07   229.55      7.758e+07   1241.3      4.0227        
10     201.59       2125.8       1283.4       1.434e+07    229.48           2.295e+08   3672.3          1.434e+07   229.48      7.758e+07   1241.3      4.0227        
11     201.59       2125.8       1291.3       1.435e+07    229.52           2.295e+08   3672.3          1.435e+07   229.52      7.759e+07   1241.4      4.0227        
12     201.59       2125.8       1283.3       1.435e+07    229.53           2.295e+08   3672.3          1.435e+07   229.53      7.760e+07   1241.6      4.0227        
13     201.59       2125.8       1283.7       1.434e+07    229.5            2.295e+08   3672.3          1.434e+07   229.5       7.757e+07   1241.1      4.0227        
14     201.59       2125.8       1285.7       1.435e+07    229.57           2.295e+08   3672.3          1.435e+07   229.57      7.758e+07   1241.3      4.0227        
15     201.59       2125.8       1281.8       1.434e+07    229.5            2.295e+08   3672.3          1.434e+07   229.5       7.757e+07   1241.1      4.0227        
