Performance Recorder: RTAR_1D_Detailed_GPPerm_64MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      212.66       1562.2       6.687        6.274e+05    10.039           1.201e+07   192.22          1.292e+05   2.068       5.668e+04   0.90683     1.7836        
1      212.66       1562.2       6.7133       7.251e+05    11.602           1.204e+07   192.56          1.292e+05   2.0666      5.637e+04   0.90194     1.7836        
2      212.66       1562.2       6.7384       5.802e+05    9.2827           1.212e+07   193.98          1.311e+05   2.0972      5.738e+04   0.91806     1.7836        
3      212.66       1562.2       6.6682       7.402e+05    11.844           1.218e+07   194.82          1.303e+05   2.0844      5.690e+04   0.91035     1.7836        
4      212.66       1562.2       6.6817       7.356e+05    11.77            1.228e+07   196.49          1.301e+05   2.0823      5.692e+04   0.91077     1.7836        
5      212.66       1562.2       6.6513       7.410e+05    11.855           1.222e+07   195.52          1.312e+05   2.0997      5.721e+04   0.91538     1.7836        
6      212.66       1562.2       7.2613       7.000e+05    11.2             1.213e+07   194.09          1.305e+05   2.0879      5.718e+04   0.91493     1.7836        
7      212.66       1562.2       6.6765       7.350e+05    11.761           1.219e+07   194.98          1.302e+05   2.0836      5.702e+04   0.91226     1.7836        
8      212.66       1562.3       6.5867       7.023e+05    11.236           1.222e+07   195.55          1.312e+05   2.0989      5.727e+04   0.91626     1.7836        
9      212.66       1562.3       7.3549       7.258e+05    11.613           1.220e+07   195.15          1.302e+05   2.0833      5.708e+04   0.91325     1.7836        
10     212.66       1562.2       6.5897       7.246e+05    11.594           1.217e+07   194.68          1.308e+05   2.0936      5.715e+04   0.91438     1.7836        
11     212.66       1562.2       6.8197       7.317e+05    11.707           1.217e+07   194.7           1.302e+05   2.0835      5.696e+04   0.91144     1.7836        
12     212.66       1562.2       6.5822       7.396e+05    11.833           1.206e+07   192.97          1.299e+05   2.0791      5.679e+04   0.90861     1.7836        
13     212.66       1562.2       7.1878       7.315e+05    11.705           1.189e+07   190.18          1.295e+05   2.0717      5.708e+04   0.91322     1.7836        
14     212.66       1562.2       6.6094       7.366e+05    11.785           1.215e+07   194.41          1.294e+05   2.0707      5.662e+04   0.90587     1.7836        
15     212.66       1562.2       6.7344       7.141e+05    11.426           1.212e+07   193.87          1.307e+05   2.0909      5.698e+04   0.9116      1.7836        
16     212.66       1562.3       7.5691       7.274e+05    11.639           1.201e+07   192.23          1.304e+05   2.0862      5.730e+04   0.91674     1.7836        
17     212.66       1562.2       7.0961       7.353e+05    11.764           1.226e+07   196.22          1.307e+05   2.0916      5.701e+04   0.91214     1.7836        
18     212.66       1562.2       7.5103       6.701e+05    10.722           1.199e+07   191.86          1.303e+05   2.0841      5.702e+04   0.91227     1.7836        
19     212.66       1562.2       6.5455       7.203e+05    11.525           1.205e+07   192.83          1.307e+05   2.0917      5.714e+04   0.91426     1.7836        
20     212.66       1562.2       7.1933       7.168e+05    11.468           1.213e+07   194.02          1.304e+05   2.0857      5.701e+04   0.91222     1.7836        
21     212.66       1562.2       6.6722       7.117e+05    11.387           1.202e+07   192.32          1.311e+05   2.0971      5.708e+04   0.91331     1.7836        
22     212.66       1562.2       6.3785       7.414e+05    11.863           1.214e+07   194.2           1.310e+05   2.0955      5.724e+04   0.9159      1.7836        
23     212.66       1562.2       7.1939       6.436e+05    10.298           1.182e+07   189.16          1.300e+05   2.0802      5.719e+04   0.91507     1.7836        
24     212.66       1562.3       6.7168       7.018e+05    11.229           1.225e+07   196.01          1.303e+05   2.0852      5.694e+04   0.91106     1.7836        
25     212.66       1562.2       6.2999       7.144e+05    11.431           1.207e+07   193.05          1.298e+05   2.0768      5.679e+04   0.90861     1.7836        
26     212.66       1562.3       7.4567       7.097e+05    11.356           1.206e+07   192.94          1.307e+05   2.0912      5.711e+04   0.91382     1.7836        
27     212.66       1562.3       6.371        7.220e+05    11.552           1.224e+07   195.86          1.299e+05   2.0791      5.722e+04   0.91549     1.7836        
28     212.66       1562.2       6.5871       7.317e+05    11.707           1.218e+07   194.83          1.308e+05   2.0932      5.714e+04   0.91416     1.7836        
29     212.66       1562.3       6.7978       7.358e+05    11.772           1.219e+07   195.06          1.306e+05   2.0892      5.722e+04   0.91558     1.7836        
30     212.66       1562.2       6.5283       6.931e+05    11.09            1.235e+07   197.63          1.300e+05   2.08        5.695e+04   0.91123     1.7836        
31     212.66       1562.3       7.0864       6.851e+05    10.962           1.230e+07   196.87          1.315e+05   2.1042      5.725e+04   0.91605     1.7836        
32     212.66       1562.2       6.608        4.805e+05    7.6886           1.227e+07   196.35          1.304e+05   2.0859      5.697e+04   0.91146     1.7836        
