Performance Recorder: RTAR_2D_Detailed_GPPerm_64MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      244.79        133.43        29.663       1.4885       7.012e+05    1.306e+05    7.477e+04    0.41059       
1      250.98        130.34        26.836       0.80704      7.051e+05    1.310e+05    5.440e+04    0.41059       
2      253.22        126.91        26.573       0.79046      6.990e+05    1.307e+05    5.474e+04    0.41059       
3      253.26        124.97        26.99        0.73697      7.020e+05    1.311e+05    5.483e+04    0.41059       
4      248.81        131.11        27.084       0.76071      7.102e+05    1.295e+05    5.380e+04    0.41059       
5      252.83        127.12        27.285       0.52531      7.111e+05    1.302e+05    5.419e+04    0.41059       
6      245.72        134.55        27.023       0.76495      7.180e+05    1.301e+05    5.429e+04    0.41059       
7      250.85        129.89        26.868       0.79005      6.968e+05    1.300e+05    5.478e+04    0.41059       
8      224.07        158.21        25.009       1.0115       7.052e+05    1.299e+05    5.440e+04    0.41059       
9      220.64        154.67        33.554       0.80091      7.057e+05    1.303e+05    7.466e+04    0.41059       
10     205.77        174.03        26.802       0.47518      7.044e+05    1.302e+05    5.475e+04    0.41059       
11     228.41        149.44        27.424       0.43264      6.988e+05    1.301e+05    5.464e+04    0.41059       
12     225.49        154.29        27.211       0.55153      7.019e+05    1.309e+05    5.472e+04    0.41059       
13     207.53        172.59        27.107       0.49518      7.091e+05    1.301e+05    5.407e+04    0.41059       
14     223.17        157.09        27.017       0.55743      7.062e+05    1.312e+05    5.518e+04    0.41059       
15     225.94        154.94        26.821       0.58666      7.101e+05    1.304e+05    5.362e+04    0.41059       
16     290.22        91.965        25.205       1.0385       7.029e+05    1.294e+05    5.474e+04    0.41059       
17     273.29        107.39        26.724       0.5699       7.028e+05    1.303e+05    5.475e+04    0.41059       
18     285.62        88.297        33.581       0.74648      7.008e+05    1.291e+05    7.489e+04    0.41059       
19     292.85        85.585        26.789       0.80874      7.016e+05    1.308e+05    5.507e+04    0.41059       
20     261.93        118.6         26.397       0.7203       7.104e+05    1.311e+05    5.443e+04    0.41059       
21     292.38        88.147        26.712       0.76128      7.185e+05    1.317e+05    5.426e+04    0.41059       
22     269.67        110.46        27.195       0.78473      7.167e+05    1.303e+05    5.448e+04    0.41059       
23     289.96        90.934        26.705       0.83932      6.998e+05    1.304e+05    5.450e+04    0.41059       
24     273.85        108.26        25.298       1.043        7.034e+05    1.304e+05    5.483e+04    0.41059       
25     275.36        105.21        26.782       0.53496      7.044e+05    1.295e+05    5.464e+04    0.41059       
26     257.89        121.86        26.715       0.48101      7.093e+05    1.303e+05    5.507e+04    0.41059       
27     255.2         118.26        32.455       0.5799       7.031e+05    1.304e+05    7.390e+04    0.41059       
28     271.34        108.99        26.65        0.53303      7.074e+05    1.299e+05    5.451e+04    0.41059       
29     276           104.28        26.958       0.53256      7.123e+05    1.309e+05    5.480e+04    0.41059       
30     270.87        109.13        27.329       0.55953      7.129e+05    1.310e+05    5.465e+04    0.41059       
31     273.51        107.27        26.678       0.53968      6.999e+05    1.307e+05    5.433e+04    0.41059       
32     288.99        92.65         26.003       1.0179       6.935e+05    1.306e+05    5.380e+04    0.41059       
33     292.16        88.34         26.936       0.79087      7.107e+05    1.296e+05    5.472e+04    0.41059       
34     290.21        90.019        26.521       0.73928      7.151e+05    1.307e+05    5.443e+04    0.41059       
35     294.28        84.174        26.793       0.46474      6.986e+05    1.307e+05    5.451e+04    0.41059       
36     260.04        115.07        32.732       0.74247      6.979e+05    1.296e+05    7.440e+04    0.41059       
37     293.36        87.052        26.943       0.70026      7.136e+05    1.313e+05    5.470e+04    0.41059       
38     289.07        91.558        26.7         0.64676      7.057e+05    1.308e+05    5.458e+04    0.41059       
39     288.55        92.331        26.864       0.56724      7.027e+05    1.300e+05    5.455e+04    0.41059       
40     234.59        146.79        26.267       1.0018       7.000e+05    1.302e+05    5.419e+04    0.41059       
41     237.53        143.08        26.674       0.56242      7.067e+05    1.298e+05    5.407e+04    0.41059       
42     236.64        143.71        26.039       0.54178      7.150e+05    1.314e+05    5.426e+04    0.41059       
43     240.04        138.7         26.555       0.44557      7.063e+05    1.302e+05    5.480e+04    0.41059       
44     234.09        146.15        26.826       0.51327      7.093e+05    1.302e+05    5.470e+04    0.41059       
45     234.19        140.95        32.904       0.71714      7.090e+05    1.295e+05    7.513e+04    0.41059       
46     234.56        146.05        26.7         0.50636      7.036e+05    1.297e+05    5.501e+04    0.41059       
