Performance Recorder: AA_1D_Detailed_NoPerm_64MPI16Threads.log
Rank | prepT(ms)  | commT(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Aneednnz  | Aneedmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      230.06       102.33       139.69       2.892e+06    46.269           6.475e+06   103.6           2.892e+06   46.269      1.691e+07   270.64      0.65172       
1      230.06       102.31       147.08       3.566e+06    57.063           8.572e+06   137.16          3.566e+06   57.063      1.950e+07   311.99      0.65172       
2      230.06       102.3        132.96       3.565e+06    57.04            8.571e+06   137.13          3.565e+06   57.04       1.949e+07   311.9       0.65172       
3      230.06       102.31       146.85       3.565e+06    57.04            8.571e+06   137.13          3.565e+06   57.04       1.949e+07   311.9       0.65172       
4      230.06       102.3        130.37       3.565e+06    57.04            8.571e+06   137.13          3.565e+06   57.04       1.949e+07   311.9       0.65172       
5      230.06       102.29       147.75       3.565e+06    57.04            8.571e+06   137.13          3.565e+06   57.04       1.949e+07   311.9       0.65172       
6      230.06       102.29       138.08       3.565e+06    57.04            8.571e+06   137.13          3.565e+06   57.04       1.949e+07   311.9       0.65172       
7      230.06       102.31       150.58       3.565e+06    57.04            8.573e+06   137.16          3.565e+06   57.04       1.949e+07   311.9       0.65172       
8      230.06       102.29       143.2        3.565e+06    57.04            8.571e+06   137.13          3.565e+06   57.04       1.949e+07   311.9       0.65172       
9      230.06       102.28       132.53       3.565e+06    57.04            8.572e+06   137.15          3.565e+06   57.04       1.949e+07   311.9       0.65172       
10     230.06       102.28       140.96       3.565e+06    57.04            8.572e+06   137.15          3.565e+06   57.04       1.949e+07   311.9       0.65172       
11     230.06       102.3        137.4        3.565e+06    57.04            8.570e+06   137.12          3.565e+06   57.04       1.949e+07   311.9       0.65172       
12     230.06       102.31       146.28       3.565e+06    57.04            8.570e+06   137.12          3.565e+06   57.04       1.949e+07   311.9       0.65172       
13     230.06       102.33       133.97       3.565e+06    57.04            8.572e+06   137.15          3.565e+06   57.04       1.949e+07   311.9       0.65172       
14     230.06       102.32       148.69       3.565e+06    57.04            8.572e+06   137.15          3.565e+06   57.04       1.949e+07   311.9       0.65172       
15     230.06       102.35       138.86       3.565e+06    57.04            8.572e+06   137.15          3.565e+06   57.04       1.949e+07   311.9       0.65172       
16     230.06       102.31       138.12       3.565e+06    57.04            8.572e+06   137.15          3.565e+06   57.04       1.949e+07   311.9       0.65172       
17     230.06       102.29       146.74       3.565e+06    57.039           8.572e+06   137.15          3.565e+06   57.039      1.949e+07   311.9       0.65172       
18     230.06       102.31       136.93       3.565e+06    57.04            8.570e+06   137.12          3.565e+06   57.04       1.949e+07   311.9       0.65172       
19     230.06       102.32       150.22       3.565e+06    57.04            8.570e+06   137.12          3.565e+06   57.04       1.949e+07   311.9       0.65172       
20     230.06       102.29       138.82       3.565e+06    57.04            8.572e+06   137.15          3.565e+06   57.04       1.949e+07   311.9       0.65172       
21     230.06       102.3        146.71       3.565e+06    57.04            8.572e+06   137.15          3.565e+06   57.04       1.949e+07   311.9       0.65172       
22     230.06       102.32       133.72       3.565e+06    57.04            8.572e+06   137.15          3.565e+06   57.04       1.949e+07   311.9       0.65172       
23     230.06       102.33       146.17       3.565e+06    57.04            8.572e+06   137.15          3.565e+06   57.04       1.949e+07   311.9       0.65172       
24     230.06       102.33       144.81       3.565e+06    57.04            8.571e+06   137.13          3.565e+06   57.04       1.949e+07   311.9       0.65172       
25     230.06       102.3        138.12       3.565e+06    57.04            8.571e+06   137.13          3.565e+06   57.04       1.949e+07   311.9       0.65172       
26     230.06       102.31       146.24       3.565e+06    57.04            8.571e+06   137.13          3.565e+06   57.04       1.949e+07   311.9       0.65172       
27     230.06       102.32       131.86       3.565e+06    57.04            8.571e+06   137.13          3.565e+06   57.04       1.949e+07   311.9       0.65172       
28     230.06       102.31       145.58       3.565e+06    57.04            8.571e+06   137.13          3.565e+06   57.04       1.949e+07   311.9       0.65172       
29     230.06       102.33       139.84       3.565e+06    57.04            8.571e+06   137.13          3.565e+06   57.04       1.949e+07   311.9       0.65172       
30     230.06       102.36       145.18       3.565e+06    57.04            8.573e+06   137.16          3.565e+06   57.04       1.949e+07   311.9       0.65172       
31     230.06       102.34       134.72       3.565e+06    57.04            8.570e+06   137.13          3.565e+06   57.04       1.949e+07   311.86      0.65172       
32     230.06       102.37       130.48       2.926e+06    46.82            7.297e+06   116.74          2.926e+06   46.82       1.505e+07   240.84      0.65172       
33     230.06       102.3        173.79       3.651e+06    58.418           8.752e+06   140.03          3.651e+06   58.418      1.958e+07   313.27      0.65172       
34     230.06       102.32       163.06       3.651e+06    58.418           8.750e+06   140             3.651e+06   58.418      1.958e+07   313.27      0.65172       
35     230.06       102.31       170.74       3.651e+06    58.418           8.752e+06   140.03          3.651e+06   58.418      1.958e+07   313.27      0.65172       
36     230.06       102.29       151.91       3.651e+06    58.418           8.750e+06   140             3.651e+06   58.418      1.958e+07   313.27      0.65172       
37     230.06       102.3        178.76       3.651e+06    58.418           8.752e+06   140.03          3.651e+06   58.418      1.958e+07   313.27      0.65172       
38     230.06       102.3        164.34       3.651e+06    58.418           8.750e+06   140             3.651e+06   58.418      1.958e+07   313.27      0.65172       
39     230.06       102.31       171.16       3.651e+06    58.418           8.752e+06   140.03          3.651e+06   58.418      1.958e+07   313.27      0.65172       
40     230.06       102.33       173.49       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
41     230.06       102.3        159.29       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
42     230.06       102.31       171.45       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.956e+07   312.89      0.65172       
43     230.06       102.32       166.72       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
44     230.05       102.32       170.15       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
45     230.06       102.33       159.23       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
46     230.06       102.34       170.03       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
47     230.05       102.33       166.5        3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
48     230.06       102.31       168.13       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
49     230.06       102.29       173.09       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
50     230.06       102.3        158.87       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
51     230.06       102.31       173.42       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
52     230.06       102.29       169.5        3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
53     230.06       102.3        178.37       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.956e+07   312.89      0.65172       
54     230.06       102.28       157.05       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
55     230.06       102.33       175.56       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
56     230.06       102.33       171.12       3.651e+06    58.418           8.751e+06   140.02          3.651e+06   58.418      1.958e+07   313.27      0.65172       
57     230.06       102.31       163.25       3.651e+06    58.418           8.752e+06   140.03          3.651e+06   58.418      1.958e+07   313.27      0.65172       
58     230.06       102.3        169.32       3.651e+06    58.418           8.750e+06   140             3.651e+06   58.418      1.958e+07   313.27      0.65172       
59     230.06       102.33       161.03       3.651e+06    58.418           8.752e+06   140.03          3.651e+06   58.418      1.958e+07   313.27      0.65172       
60     230.05       102.33       169.91       3.651e+06    58.418           8.750e+06   140             3.651e+06   58.418      1.958e+07   313.27      0.65172       
61     230.05       102.31       162.14       3.651e+06    58.418           8.752e+06   140.03          3.651e+06   58.418      1.958e+07   313.27      0.65172       
62     230.05       102.32       170.5        3.651e+06    58.418           8.750e+06   140             3.651e+06   58.418      1.958e+07   313.27      0.65172       
63     230.05       102.36       158.57       3.649e+06    58.388           8.050e+06   128.8           3.649e+06   58.388      1.767e+07   282.79      0.65172       
