Performance Recorder: RTA_2D_Detailed_NoPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      571.18        182.25        203.07       17.962       5.213e+05    2.086e+06    2.797e+06    1.2247        
1      838.79        108.16        199.21       17.265       5.240e+05    0.000e+00    2.820e+06    1.2247        
2      567.54        173.56        217.05       17.917       5.202e+05    5.403e+07    2.820e+06    1.2247        
3      565.31        187.1         219.34       17.719       5.226e+05    2.475e+05    2.852e+06    1.2247        
4      582.04        198.83        196.12       17.43        5.217e+05    0.000e+00    2.811e+06    1.2247        
5      793.13        196.73        203.26       16.706       5.204e+05    2.086e+06    2.818e+06    1.2247        
6      573.73        141.37        209.4        17.606       5.239e+05    2.219e+05    2.827e+06    1.2247        
7      566.26        203.04        222.34       17.637       5.212e+05    5.473e+07    2.839e+06    1.2247        
8      547.97        225.83        203.41       17.793       5.200e+05    5.403e+07    2.802e+06    1.2247        
9      777.22        213.01        196.31       16.555       5.216e+05    2.219e+05    2.825e+06    1.2247        
10     518.43        186.81        219.03       17.124       5.205e+05    2.086e+06    2.820e+06    1.2247        
11     566.25        203.21        223.67       17.432       5.223e+05    1.351e+06    2.842e+06    1.2247        
12     592.74        167.56        199.12       21.758       5.234e+05    2.475e+05    2.804e+06    1.2247        
13     827.42        142.39        203.77       17.005       5.205e+05    5.473e+07    2.815e+06    1.2247        
14     544.93        201.39        211.89       17.683       5.218e+05    1.351e+06    2.830e+06    1.2247        
15     548.66        204.02        221.67       18.204       5.203e+05    2.086e+06    2.843e+06    1.2247        
