Performance Recorder: RTAR_2D_Detailed_RandPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      301.07        111.91        67.882       4.0242       2.819e+06    5.206e+05    2.573e+05    0.48657       
1      310.53        108.41        57.782       3.1734       2.820e+06    5.218e+05    2.173e+05    0.48657       
2      310.41        109.66        56.653       3.14         2.820e+06    5.220e+05    2.173e+05    0.48657       
3      310.32        110.58        56.799       3.2232       2.821e+06    5.221e+05    2.183e+05    0.48657       
4      168.24        250.99        59.726       3.2042       2.820e+06    5.218e+05    2.173e+05    0.48657       
5      165.9         247.26        66.048       3.8787       2.823e+06    5.217e+05    2.571e+05    0.48657       
6      171.15        248.32        57.481       3.1455       2.820e+06    5.213e+05    2.179e+05    0.48657       
7      171.31        249.65        57.456       3.083        2.822e+06    5.216e+05    2.165e+05    0.48657       
8      330.94        88.904        59.698       3.2595       2.818e+06    5.218e+05    2.173e+05    0.48657       
9      334.07        84.93         58.145       3.1882       2.820e+06    5.213e+05    2.179e+05    0.48657       
10     326.83        86.435        66.2         3.7541       2.820e+06    5.206e+05    2.568e+05    0.48657       
11     333.44        87.696        57.228       3.3575       2.818e+06    5.227e+05    2.175e+05    0.48657       
12     301.82        117.68        59.383       3.3003       2.822e+06    5.219e+05    2.183e+05    0.48657       
13     304.39        114.16        58.11        3.1253       2.820e+06    5.217e+05    2.165e+05    0.48657       
14     304.39        115.13        57.212       3.3801       2.824e+06    5.212e+05    2.175e+05    0.48657       
15     297.05        116.46        66.59        3.9726       2.824e+06    5.216e+05    2.576e+05    0.48657       
