Performance Recorder: RTA_2D_Detailed_GPPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      460.2         267.48        216.62       15.37        5.195e+05    5.458e+07    2.806e+06    1.2792        
1      530.54        189.42        226.8        16.011       5.214e+05    1.874e+06    2.824e+06    1.2792        
2      527.76        197.51        221.63       16.183       5.217e+05    6.246e+05    2.829e+06    1.2792        
3      813.95        198.85        215.12       15.388       5.201e+05    1.513e+05    2.819e+06    1.2792        
4      456.48        317.86        221.61       15.146       5.203e+05    1.874e+06    2.814e+06    1.2792        
5      565.93        154.53        227.39       15.734       5.214e+05    5.194e+07    2.821e+06    1.2792        
6      531.63        196.07        219.79       15.896       5.232e+05    2.850e+06    2.834e+06    1.2792        
7      815.56        212.74        208.35       15.131       5.228e+05    6.827e+05    2.827e+06    1.2792        
8      509.3         274.29        212.17       15.283       5.243e+05    6.246e+05    2.828e+06    1.2792        
9      538.43        186.14        222.8        16.141       5.235e+05    2.850e+06    2.825e+06    1.2792        
10     529.55        190.94        226.84       15.675       5.208e+05    5.295e+07    2.822e+06    1.2792        
11     820.94        206.76        220.74       15.107       5.208e+05    1.126e+06    2.816e+06    1.2792        
12     497.88        264.78        214.86       15.598       5.222e+05    1.513e+05    2.822e+06    1.2792        
13     529.25        191.31        226.73       15.942       5.201e+05    6.827e+05    2.816e+06    1.2792        
14     533.2         183.14        230.86       15.482       5.207e+05    1.126e+06    2.828e+06    1.2792        
15     830.15        182.76        210.68       15.064       5.227e+05    5.542e+07    2.830e+06    1.2792        
