Performance Recorder: AA_2D_Detailed_RandPerm_16MPI16Threads.log
Rank | bcastA(ms)  | bcastB(ms)  | compT(ms)  | merge(ms)  | Alocalnnz  | Blocalnnz  | Clocalnnz  | TotTime(s)  | 
0      1622          454.98        2688.7       1048.9       1.591e+07    1.591e+07    7.921e+07    6.3305        
1      1712.6        437.97        2556.7       1045.7       1.382e+07    1.382e+07    7.704e+07    6.3305        
2      1784.1        449.84        2486.3       1045.3       1.382e+07    1.382e+07    7.704e+07    6.3305        
3      1837.5        450.29        2547         1046.4       1.383e+07    1.383e+07    7.704e+07    6.3305        
4      1731.8        396.02        2616.6       1061.5       1.382e+07    1.382e+07    7.704e+07    6.3305        
5      1710.9        387.28        2666.3       1031.9       1.591e+07    1.591e+07    7.912e+07    6.3305        
6      1747.3        380.92        2598.9       1046.7       1.382e+07    1.382e+07    7.705e+07    6.3305        
7      1962.3        389.95        2499.8       1045.8       1.382e+07    1.382e+07    7.708e+07    6.3305        
8      1631.3        625.36        2476.2       1047.6       1.382e+07    1.382e+07    7.704e+07    6.3305        
9      1572.6        609.04        2536.8       1049.2       1.382e+07    1.382e+07    7.705e+07    6.3305        
10     1487.1        600.84        2662.1       1032.9       1.591e+07    1.591e+07    7.917e+07    6.3305        
11     1680.5        611.52        2563         1109         1.382e+07    1.382e+07    7.707e+07    6.3305        
12     1683.9        556.15        2572.6       1060.3       1.383e+07    1.383e+07    7.704e+07    6.3305        
13     1800.8        542.84        2461.5       1047.3       1.382e+07    1.382e+07    7.708e+07    6.3305        
14     1705.7        540.31        2556.5       1106.4       1.382e+07    1.382e+07    7.707e+07    6.3305        
15     1732.4        529.17        2653.3       1043         1.591e+07    1.591e+07    7.914e+07    6.3305        
