Performance Recorder: RTAR_1DOP_Detailed_RandPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      10.633       31.643       6.6247        4.7094       7.053e+05    11.285           1.304e+05   2.0864      5.697e+04   0.91158     0.055603      
1      10.798       31.568       7.7692        4.5854       7.055e+05    11.287           1.304e+05   2.0864      5.693e+04   0.91091     0.055603      
2      10.618       31.318       6.0577        4.5557       7.059e+05    11.295           1.304e+05   2.0864      5.707e+04   0.91317     0.055603      
3      10.429       32.142       7.0731        4.0966       7.060e+05    11.296           1.304e+05   2.0864      5.716e+04   0.91462     0.055603      
4      10.761       31.516       7.2435        4.4974       7.045e+05    11.272           1.304e+05   2.0864      5.711e+04   0.91376     0.055603      
5      10.755       31.265       6.8831        4.474        7.068e+05    11.309           1.304e+05   2.0864      5.706e+04   0.91296     0.055603      
6      10.68        31.622       7.3234        4.6024       7.062e+05    11.299           1.304e+05   2.0864      5.700e+04   0.91202     0.055603      
7      10.879       31.584       7.6058        4.5766       7.055e+05    11.288           1.304e+05   2.0864      5.692e+04   0.91077     0.055603      
8      10.755       31.018       7.3822        4.7992       7.055e+05    11.288           1.304e+05   2.0864      5.697e+04   0.91155     0.055603      
9      10.733       31.951       6.361         4.2492       7.065e+05    11.304           1.304e+05   2.0864      5.702e+04   0.91237     0.055603      
10     10.811       31.816       6.8876        4.2979       7.056e+05    11.29            1.304e+05   2.0864      5.709e+04   0.91342     0.055603      
11     10.809       30.988       5.9121        4.5948       7.048e+05    11.277           1.304e+05   2.0864      5.680e+04   0.90883     0.055603      
12     10.382       32.031       6.8554        4.3138       7.048e+05    11.276           1.304e+05   2.0864      5.727e+04   0.9163      0.055603      
13     10.839       31.316       6.9249        4.6378       7.066e+05    11.306           1.304e+05   2.0864      5.655e+04   0.90486     0.055603      
14     10.448       31.924       7.0709        4.5904       7.059e+05    11.294           1.304e+05   2.0864      5.690e+04   0.91042     0.055603      
15     10.94        30.854       6.1001        4.6724       7.049e+05    11.279           1.304e+05   2.0864      5.695e+04   0.91114     0.055603      
16     10.9         31.328       7.7587        4.6806       7.059e+05    11.294           1.304e+05   2.0864      5.674e+04   0.90787     0.055603      
17     10.615       32.078       7.0507        4.3031       7.054e+05    11.286           1.304e+05   2.0864      5.704e+04   0.91266     0.055603      
