Performance Recorder: RTAR_1DOP_Detailed_RandPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
18     10.461       32.085       7.1524        4.3195       7.055e+05    11.288           1.304e+05   2.0864      5.692e+04   0.9108      0.055603      
19     10.976       31.021       7.1787        4.861        7.050e+05    11.28            1.304e+05   2.0864      5.693e+04   0.91093     0.055603      
20     10.547       31.855       6.1534        4.5853       7.054e+05    11.287           1.304e+05   2.0864      5.691e+04   0.91051     0.055603      
21     10.498       31.634       7.928         4.7687       7.061e+05    11.298           1.304e+05   2.0864      5.705e+04   0.91285     0.055603      
22     10.432       31.411       5.9227        4.5844       7.061e+05    11.297           1.304e+05   2.0864      5.671e+04   0.90731     0.055603      
23     10.828       31.338       6.8262        4.5513       7.056e+05    11.289           1.304e+05   2.0864      5.724e+04   0.91579     0.055603      
24     10.677       31.074       6.9589        4.8153       7.040e+05    11.263           1.304e+05   2.0864      5.683e+04   0.90928     0.055603      
25     10.572       31.426       5.8234        4.4008       7.065e+05    11.305           1.304e+05   2.0864      5.713e+04   0.91406     0.055603      
26     10.732       30.962       6.8817        4.6054       7.061e+05    11.298           1.304e+05   2.0864      5.720e+04   0.91514     0.055603      
27     10.474       31.993       6.5438        4.4349       7.051e+05    11.282           1.304e+05   2.0864      5.687e+04   0.90989     0.055603      
28     10.756       30.797       6.067         4.733        7.056e+05    11.29            1.304e+05   2.0864      5.718e+04   0.91488     0.055603      
29     10.441       31.566       7.0001        4.8689       7.053e+05    11.285           1.304e+05   2.0864      5.699e+04   0.91182     0.055603      
30     10.532       31.733       6.4925        4.6245       7.059e+05    11.294           1.304e+05   2.0864      5.719e+04   0.91506     0.055603      
31     10.435       32.13        6.7833        4.2742       7.052e+05    11.283           1.304e+05   2.0864      5.690e+04   0.91037     0.055603      
32     10.974       30.87        6.901         4.7557       7.073e+05    11.317           1.304e+05   2.0864      5.673e+04   0.90763     0.055603      
33     10.64        31.463       6.7388        4.6119       7.056e+05    11.29            1.304e+05   2.0864      5.693e+04   0.91083     0.055603      
34     10.643       31.569       7.0635        4.2057       7.057e+05    11.292           1.304e+05   2.0864      5.729e+04   0.91662     0.055603      
35     10.567       30.923       5.9599        4.6169       7.055e+05    11.288           1.304e+05   2.0864      5.689e+04   0.91027     0.055603      
36     10.875       31.308       7.4602        4.665        7.059e+05    11.294           1.304e+05   2.0864      5.704e+04   0.91272     0.055603      
37     10.797       31.128       6.9302        4.6398       7.062e+05    11.298           1.304e+05   2.0864      5.696e+04   0.9113      0.055603      
38     10.483       32.016       7.0746        4.2262       7.059e+05    11.294           1.304e+05   2.0864      5.669e+04   0.90701     0.055603      
39     10.553       31.127       6.4254        4.5425       7.052e+05    11.283           1.304e+05   2.0864      5.698e+04   0.91168     0.055603      
40     10.553       31.442       6.9803        4.7053       7.056e+05    11.289           1.304e+05   2.0864      5.701e+04   0.91221     0.055603      
41     10.451       31.907       7.156         4.2253       7.064e+05    11.303           1.304e+05   2.0864      5.653e+04   0.90442     0.055603      
42     10.769       31.539       7.3636        4.5898       7.049e+05    11.278           1.304e+05   2.0864      5.688e+04   0.91003     0.055603      
43     10.579       31.262       7.2547        4.7112       7.055e+05    11.288           1.304e+05   2.0864      5.714e+04   0.91422     0.055603      
44     11.075       30.443       5.8557        4.7399       7.059e+05    11.295           1.304e+05   2.0864      5.711e+04   0.91374     0.055603      
45     10.86        30.536       6.8137        4.8433       7.061e+05    11.298           1.304e+05   2.0864      5.701e+04   0.91213     0.055603      
46     10.542       32.002       6.3825        4.3833       7.059e+05    11.294           1.304e+05   2.0864      5.676e+04   0.90818     0.055603      
47     10.866       30.741       6.4802        4.5249       7.058e+05    11.293           1.304e+05   2.0864      5.687e+04   0.90995     0.055603      
48     10.814       31.308       7.0934        4.6643       7.052e+05    11.283           1.304e+05   2.0864      5.671e+04   0.90741     0.055603      
49     10.417       32.128       6.7415        4.2762       7.064e+05    11.303           1.304e+05   2.0864      5.702e+04   0.9124      0.055603      
50     10.508       32.135       6.7547        4.3425       7.053e+05    11.284           1.304e+05   2.0864      5.710e+04   0.91354     0.055603      
51     10.518       31.956       6.657         4.4079       7.058e+05    11.292           1.304e+05   2.0864      5.702e+04   0.91226     0.055603      
52     10.394       31.866       7.4615        4.6611       7.053e+05    11.284           1.304e+05   2.0864      5.717e+04   0.91475     0.055603      
53     10.556       31.052       6.0145        4.8782       7.060e+05    11.296           1.304e+05   2.0864      5.694e+04   0.91109     0.055603      
54     10.422       32.135       6.8114        4.3357       7.049e+05    11.279           1.304e+05   2.0864      5.690e+04   0.91038     0.055603      
55     10.512       32.057       6.5271        4.4688       7.065e+05    11.304           1.304e+05   2.0864      5.690e+04   0.91034     0.055603      
56     10.511       31.328       6.7088        4.7391       7.053e+05    11.286           1.304e+05   2.0864      5.715e+04   0.91437     0.055603      
57     10.633       31.677       7.6465        4.7048       7.045e+05    11.273           1.304e+05   2.0864      5.717e+04   0.91472     0.055603      
58     10.506       31.985       7.0187        4.3776       7.067e+05    11.307           1.304e+05   2.0864      5.725e+04   0.91598     0.055603      
59     10.514       32.196       6.4967        4.3119       7.069e+05    11.311           1.304e+05   2.0864      5.712e+04   0.91398     0.055603      
60     10.466       32.088       7.2773        4.4365       7.056e+05    11.29            1.304e+05   2.0864      5.672e+04   0.90758     0.055603      
61     10.409       32.04        6.8007        4.4055       7.055e+05    11.288           1.304e+05   2.0864      5.668e+04   0.9068      0.055603      
62     10.508       31.986       6.6927        4.5054       7.065e+05    11.304           1.304e+05   2.0864      5.689e+04   0.91019     0.055603      
63     10.6         31.341       6.7676        4.667        7.063e+05    11.3             1.304e+05   2.0864      5.787e+04   0.92594     0.055603      
