Performance Recorder: RTAR_1DOP_Detailed_GPPerm_64MPI16Threads.log
Rank | sendB(ms)  | sendC(ms)  | mergeC(ms)  | compT(ms)  | Alocalnnz  | Alocalmem(MB)  | Bnnz      | Bmem(MB)  | Cnnz      | Cmem(MB)  | TotTime(s)  | 
0      9.2708       6.2171       0.65706       2.3682       6.274e+05    10.039           1.178e+05   1.8849      5.668e+04   0.90683     0.019875      
1      9.5521       5.3825       0.74981       2.8811       7.251e+05    11.602           1.365e+05   2.1839      5.637e+04   0.90194     0.019875      
2      8.88         6.8727       0.70188       2.1251       5.802e+05    9.2827           1.062e+05   1.6987      5.738e+04   0.91806     0.019875      
3      9.1335       6.122        0.73532       2.6513       7.402e+05    11.844           1.392e+05   2.2267      5.690e+04   0.91035     0.019875      
4      9.3606       5.6813       0.75301       2.7003       7.356e+05    11.77            1.360e+05   2.1752      5.692e+04   0.91077     0.019875      
5      9.0234       6.1385       0.75545       2.7034       7.410e+05    11.855           1.373e+05   2.197       5.721e+04   0.91538     0.019875      
6      9.4779       5.6839       0.77608       2.6703       7.000e+05    11.2             1.304e+05   2.0869      5.718e+04   0.91493     0.019875      
7      9.4369       5.6629       0.81467       2.794        7.350e+05    11.761           1.359e+05   2.175       5.702e+04   0.91226     0.019875      
8      9.3822       5.9013       0.74936       2.5068       7.023e+05    11.236           1.277e+05   2.0425      5.727e+04   0.91626     0.019875      
9      9.5273       5.5864       0.76701       2.7634       7.258e+05    11.613           1.339e+05   2.142       5.708e+04   0.91325     0.019875      
10     9.5558       5.5127       0.7532        2.8279       7.246e+05    11.594           1.331e+05   2.1291      5.715e+04   0.91438     0.019875      
11     8.9454       6.0308       1.0006        2.7978       7.317e+05    11.707           1.366e+05   2.1849      5.696e+04   0.91144     0.019875      
12     9.4612       5.7228       0.64245       2.7245       7.396e+05    11.833           1.374e+05   2.1984      5.679e+04   0.90861     0.019875      
13     9.2872       5.867        0.74575       2.6856       7.315e+05    11.705           1.343e+05   2.1486      5.708e+04   0.91322     0.019875      
14     9.4542       5.4567       0.80744       2.9388       7.366e+05    11.785           1.372e+05   2.1947      5.662e+04   0.90587     0.019875      
15     9.0817       6.2559       0.74166       2.4708       7.141e+05    11.426           1.310e+05   2.0966      5.698e+04   0.9116      0.019875      
16     8.9705       6.2541       0.71396       2.5382       7.274e+05    11.639           1.338e+05   2.14        5.730e+04   0.91674     0.019875      
17     9.0707       6.2502       0.7329        2.5191       7.353e+05    11.764           1.351e+05   2.1622      5.701e+04   0.91214     0.019875      
18     8.9835       6.4724       0.76459       2.4356       6.701e+05    10.722           1.226e+05   1.9617      5.702e+04   0.91227     0.019875      
19     9.2023       5.829        0.8047        2.7049       7.203e+05    11.525           1.333e+05   2.1321      5.714e+04   0.91426     0.019875      
20     9.3737       5.6992       0.77258       2.7898       7.168e+05    11.468           1.307e+05   2.0912      5.701e+04   0.91222     0.019875      
21     9.0538       6.0381       0.78579       2.7982       7.117e+05    11.387           1.316e+05   2.105       5.708e+04   0.91331     0.019875      
22     9.0451       6.1944       0.81227       2.641        7.414e+05    11.863           1.379e+05   2.2071      5.724e+04   0.9159      0.019875      
23     9.0754       6.3499       0.74516       2.4093       6.436e+05    10.298           1.198e+05   1.9165      5.719e+04   0.91507     0.019875      
24     9.4328       5.5558       0.75965       2.7767       7.018e+05    11.229           1.299e+05   2.078       5.694e+04   0.91106     0.019875      
25     9.2123       5.95         0.82413       2.6919       7.144e+05    11.431           1.336e+05   2.1369      5.679e+04   0.90861     0.019875      
26     9.1459       6.182        0.69974       2.5435       7.097e+05    11.356           1.316e+05   2.1059      5.711e+04   0.91382     0.019875      
27     9.5305       5.5862       0.81919       2.7468       7.220e+05    11.552           1.338e+05   2.1413      5.722e+04   0.91549     0.019875      
